,cluster,complex,overlap_genes,overlap_fraction,raw_p_value,complex_size,overlap_size,cluster_size,fdr,best_described_by
21,-1,CL:31467,"['YPEL5', 'HBP1', 'WDR26']",0.030612244897959183,0.049069772233556366,36,3,98,0.4694050724908249,"mixed, incl. CTLH, C-terminal LisH motif, and Zinc finger, MYND-type"
22,-1,CL:14316,"['SQSTM1', 'NBR1', 'BNIP3L']",0.030612244897959183,0.049069772233556366,36,3,98,0.4694050724908249,"mixed, incl. Host-pathogen interaction of human coronaviruses - autophagy, and Cellular response to nitrogen levels"
23,-1,CL:6606,"['SHCBP1', 'PLK1', 'CEP55', 'TRIP13']",0.04081632653061224,0.05109173397757669,61,4,98,0.47426536169014216,"Mitotic sister chromatid segregation, and Mitotic spindle checkpoint signaling"
24,-1,CL:5613,"['JMJD1C', 'KDM4B']",0.02040816326530612,0.05122170732073169,16,2,98,0.47426536169014216,"Histone lysine demethylation, and Pyramidal neuron migration to cerebral cortex"
25,-1,CL:26385,"['TUBB', 'TUBA1B']",0.02040816326530612,0.06340441194724844,18,2,98,0.5276340511081028,"Tubulin/FtsZ-like, C-terminal domain"
26,-1,CL:16889,"['BMF', 'BBC3']",0.02040816326530612,0.06340441194724844,18,2,98,0.5276340511081028,"Bcl-2 family, and BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members"
27,-1,CL:6610,"['SHCBP1', 'PLK1', 'CEP55']",0.030612244897959183,0.0675267654919429,41,3,98,0.5527934647743957,"mixed, incl. Spindle elongation, and Polo-like kinase mediated events"
28,-1,CL:16886,"['BMF', 'CASP8', 'BBC3']",0.030612244897959183,0.07567798589410148,43,3,98,0.5831109255381633,Apoptosis modulation and signaling
29,-1,CL:14314,"['SQSTM1', 'NBR1', 'BNIP3L']",0.030612244897959183,0.0842435081871629,45,3,98,0.6161041577817238,"Autophagy - other, and Mitochondrion disassembly"
30,-1,CL:2335,"['SRSF2', 'HNRNPD', 'HNRNPAB']",0.030612244897959183,0.09320528115297785,47,3,98,0.6503461380695164,"mRNA processing, and CRD-mediated mRNA stability complex"
31,-1,CL:1438,"['TPP1', 'DKC1']",0.02040816326530612,0.0974208090387962,23,2,98,0.6568228126253839,"Telomere Extension By Telomerase, and CST complex"
32,-1,CL:16884,"['BMF', 'CASP8', 'BBC3']",0.030612244897959183,0.0978288862929755,48,3,98,0.6568228126253839,"Apoptosis modulation and signaling, and Execution phase of necroptosis"
33,-1,CL:26384,"['TUBB', 'TUBA1B']",0.02040816326530612,0.10473652146505276,24,2,98,0.682261103666494,Post-chaperonin tubulin folding pathway
34,-1,CL:6619,"['PLK1', 'CEP55']",0.02040816326530612,0.10473652146505276,24,2,98,0.682261103666494,"mixed, incl. Spindle elongation, and Outer kinetochore"
35,-1,CL:14312,"['SQSTM1', 'NBR1', 'BNIP3L']",0.030612244897959183,0.10734940528485921,50,3,98,0.695413150343538,"Autophagy - other, and Mitochondrion disassembly"
36,-1,CL:5611,"['JMJD1C', 'KDM4B']",0.02040816326530612,0.1121968542522131,25,2,98,0.7095550411219627,"A domain family that is part of the cupin metalloenzyme superfamily., and Syndromic X-linked intellectual disability Siderius type"
37,-1,CL:2337,"['HNRNPD', 'HNRNPAB']",0.02040816326530612,0.11979141651186968,26,2,98,0.7323979510140632,"mixed, incl. Zinc finger, CHHC-type, and Multisystem proteinopathy"
38,-1,CL:5555,"['JMJD1C', 'KDM4B', 'BTG2']",0.030612244897959183,0.1222760868367304,53,3,98,0.7425717085597292,"A domain family that is part of the cupin metalloenzyme superfamily., and SET domain"
39,-1,CL:6903,"['CCNA2', 'CKS2']",0.02040816326530612,0.127510210919501,27,2,98,0.7572630575102942,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3), and Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes"
40,-1,CL:1536,"['CCT4', 'CCT6A', 'CCT5', 'HSPD1', 'HSPE1', 'PSMG1', 'TCP1', 'HSP90AA1']",0.08163265306122448,0.13071912834500432,219,8,98,0.7730914105656569,"Protein folding, and Endoplasmic reticulum protein-containing complex"
41,-1,CL:2333,"['SRSF2', 'HNRNPD', 'HNRNPAB']",0.030612244897959183,0.13262820040630077,55,3,98,0.779748843912649,"mRNA processing, and CRD-mediated mRNA stability complex"
42,-1,CL:16882,"['BMF', 'CASP8', 'BBC3']",0.030612244897959183,0.1379168470700589,56,3,98,0.7951087965895345,"Apoptosis modulation and signaling, and Bcl-2-like superfamily"
43,-1,CL:14310,"['SQSTM1', 'NBR1', 'BNIP3L']",0.030612244897959183,0.1379168470700589,56,3,98,0.7951087965895345,"Autophagy - other, and Autophagosome membrane"
44,-1,CL:6617,"['PLK1', 'CEP55']",0.02040816326530612,0.15131766095154203,30,2,98,0.8390753973711274,"mixed, incl. Spindle elongation, and Polo-like kinase mediated events"
45,-1,CL:26381,"['TUBB', 'TUBA1B']",0.02040816326530612,0.15944085804632335,31,2,98,0.8487793370009077,"Post-chaperonin tubulin folding pathway, and Vasohibin"
46,-1,CL:2331,"['SRSF2', 'HNRNPD', 'HNRNPAB']",0.030612244897959183,0.15976170069535345,60,3,98,0.8487793370009077,"mRNA processing, and CRD-mediated mRNA stability complex"
47,-1,CL:14309,"['SQSTM1', 'NBR1', 'BNIP3L']",0.030612244897959183,0.16538256104282473,61,3,98,0.865927562823413,"Autophagy - other, and Autophagosome membrane"
48,-1,CL:6604,"['SHCBP1', 'PLK1', 'CEP55', 'TRIP13']",0.04081632653061224,0.16610181060074364,93,4,98,0.865927562823413,"mixed, incl. Amplification of signal from the kinetochores, and Condensin complex"
49,-1,CL:2336,"['HNRNPD', 'HNRNPAB']",0.02040816326530612,0.16764378495611765,32,2,98,0.865927562823413,"mixed, incl. CRD-mediated mRNA stabilization, and Zinc finger, CHHC-type"
50,-1,CL:6901,"['CCNA2', 'CKS2']",0.02040816326530612,0.1759185589312596,33,2,98,0.8924594170857759,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3), and Cyclin-dependent protein serine/threonine kinase regulator activity"
51,-1,CL:2330,"['SRSF2', 'HNRNPD', 'HNRNPAB']",0.030612244897959183,0.18842765916892923,65,3,98,0.9325176125389799,"mRNA processing, and K Homology domain, type 1"
52,-1,CL:6614,"['PLK1', 'CEP55']",0.02040816326530612,0.1926536787613044,35,2,98,0.9370038561205196,"mixed, incl. Spindle elongation, and Polo-like kinase mediated events"
53,-1,CL:6601,"['SHCBP1', 'PLK1', 'CEP55', 'TRIP13']",0.04081632653061224,0.2178662396557279,104,4,98,0.9999999998701802,"mixed, incl. Centromere, and Condensin complex"
54,-1,CL:26380,"['TUBB', 'TUBA1B']",0.02040816326530612,0.2266729215921038,39,2,98,0.9999999998701802,"Post-chaperonin tubulin folding pathway, and Calponin repeat"
55,-1,CL:6595,"['SHCBP1', 'CCNA2', 'PLK1', 'CKS2', 'CEP55', 'UBE2S', 'TRIP13']",0.07142857142857142,0.23627580651627303,218,7,98,0.9999999998701802,"mixed, incl. Mitosis, and G1 Phase"
56,-1,CL:31465,"['YPEL5', 'HBP1', 'WDR26']",0.030612244897959183,0.2428853772613966,74,3,98,0.9999999998701802,"mostly uncharacterized, incl. CTLH, C-terminal LisH motif, and Fez1"
57,-1,CL:2165,"['DHX15', 'SNRNP40']",0.02040816326530612,0.24385653371146296,41,2,98,0.9999999998701802,"U2-type catalytic step 2 spliceosome, and Spliceosomal conformational changes to generate catalytic conformation"
58,-1,CL:1767,"['HSPD1', 'HSPE1']",0.02040816326530612,0.2610959781686297,43,2,98,0.9999999998701802,"mixed, incl. De novo protein folding, and DnaJ domain, conserved site"
59,-1,CL:6599,"['SHCBP1', 'PLK1', 'CEP55', 'TRIP13']",0.04081632653061224,0.26308610126996995,113,4,98,0.9999999998701802,"Amplification of signal from the kinetochores, and Mitotic sister chromatid segregation"
60,-1,CL:6596,"['SHCBP1', 'PLK1', 'CEP55', 'UBE2S', 'TRIP13']",0.05102040816326531,0.2682432822531402,151,5,98,0.9999999998701802,"mixed, incl. Mitotic Spindle Checkpoint, and Mitotic sister chromatid segregation"
61,-1,CL:6900,"['CCNA2', 'CKS2']",0.02040816326530612,0.2697238787669622,44,2,98,0.9999999998701802,"G1 Phase, and Polo-like kinase mediated events"
62,-1,CL:26377,"['TUBB', 'TUBA1B']",0.02040816326530612,0.2869724566676405,46,2,98,0.9999999998701802,"mixed, incl. Post-chaperonin tubulin folding pathway, and Calponin repeat"
63,-1,CL:2329,"['SRSF2', 'HNRNPD', 'HNRNPAB']",0.030612244897959183,0.2932049243665593,82,3,98,0.9999999998701802,"mRNA processing, and RNA recognition motif domain"
64,-1,CL:1765,"['HSPD1', 'HSPE1']",0.02040816326530612,0.30418239395417535,48,2,98,0.9999999998701802,"mixed, incl. De novo protein folding, and DnaJ domain, conserved site"
65,-1,CL:6597,"['SHCBP1', 'PLK1', 'CEP55', 'TRIP13']",0.04081632653061224,0.3046784411585956,121,4,98,0.9999999998701802,"mixed, incl. Amplification of signal from the kinetochores, and Mitotic sister chromatid segregation"
66,-1,CL:6898,"['CCNA2', 'CKS2']",0.02040816326530612,0.31276273347768546,49,2,98,0.9999999998701802,"G1 Phase, and G0 and Early G1"
67,-1,CL:5165,"['ARID4B', 'PHF21A']",0.02040816326530612,0.3383610198314352,52,2,98,0.9999999998701802,"Histone deacetylase complex, and Protein of unknown function DUF3504"
68,-1,CL:1763,"['HSPD1', 'HSPE1']",0.02040816326530612,0.3552742151247571,54,2,98,0.9999999998701802,"mixed, incl. De novo protein folding, and DnaJ domain"
69,-1,CL:14306,"['SQSTM1', 'BNIP3L', 'NBR1']",0.030612244897959183,0.3633044949193736,93,3,98,0.9999999998701802,"Autophagy, and Parkinson disease"
70,-1,CL:12334,"['SLC38A5', 'SLC5A3']",0.02040816326530612,0.37203739984252937,56,2,98,0.9999999998701802,"Amino acid transport across the plasma membrane, and Hexose transmembrane transporter activity"
71,-1,CL:2581,"['CSE1L', 'ALYREF', 'NDC1']",0.030612244897959183,0.3823298566256897,96,3,98,0.9999999998701802,"Transport of Mature mRNA derived from an Intron-Containing Transcript, and Nucleocytoplasmic carrier activity"
72,-1,CL:1762,"['HSPD1', 'HSPE1']",0.02040816326530612,0.39685466453950297,59,2,98,0.9999999998701802,"mixed, incl. De novo protein folding, and DnaJ domain"
73,-1,CL:2582,"['NDC1', 'ALYREF']",0.02040816326530612,0.4131539356074751,61,2,98,0.9999999998701802,Transport of Mature mRNA derived from an Intron-Containing Transcript
74,-1,CL:908,"['BRIX1', 'PA2G4']",0.02040816326530612,0.42923762288128015,63,2,98,0.9999999998701802,"mixed, incl. Preribosome, large subunit precursor, and Ribosomal large subunit biogenesis"
75,-1,CL:14305,"['SQSTM1', 'BNIP3L', 'NBR1']",0.030612244897959183,0.44469194316293364,106,3,98,0.9999999998701802,"Autophagy, and Parkinson disease"
76,-1,CL:2579,"['CSE1L', 'ALYREF', 'NDC1']",0.030612244897959183,0.4568955511499187,108,3,98,0.9999999998701802,"mRNA transport, and Nucleocytoplasmic carrier activity"
77,-1,CL:6897,"['CCNA2', 'CKS2']",0.02040816326530612,0.460702800894663,67,2,98,0.9999999998701802,"mixed, incl. G1 Phase, and G0 and Early G1"
78,-1,CL:11717,"['ISCU', 'HMBS']",0.02040816326530612,0.5059797950301425,73,2,98,0.9999999998701802,"Iron-sulfur cluster assembly, and Iron ion transport"
79,-1,CL:26373,"['TUBB', 'TUBA1B']",0.02040816326530612,0.5205259172880281,75,2,98,0.9999999998701802,"mixed, incl. Post-chaperonin tubulin folding pathway, and Microtubule end"
80,-1,CL:4766,"['CBX3', 'H2BC9']",0.02040816326530612,0.5691764787183936,82,2,98,0.9999999998701802,Structural constituent of chromatin
81,-1,CL:14304,"['SQSTM1', 'BNIP3L', 'NBR1']",0.030612244897959183,0.5877645224374716,131,3,98,0.9999999998701802,"mixed, incl. Autophagy, and Hereditary spastic paraplegia"
82,-1,CL:905,"['LYAR', 'BRIX1', 'PA2G4']",0.030612244897959183,0.5981813085292307,133,3,98,0.9999999998701802,"Preribosome, and Ribosome biogenesis"
83,-1,CL:897,"['EXOSC8', 'LYAR', 'BRIX1', 'PA2G4']",0.04081632653061224,0.598266703664785,179,4,98,0.9999999998701802,"rRNA processing, and Ribosomal large subunit biogenesis"
84,-1,CL:895,"['EXOSC8', 'LYAR', 'BRIX1', 'PA2G4']",0.04081632653061224,0.6246400466767857,185,4,98,0.9999999998701802,"rRNA processing, and RNA helicase activity"
85,-1,CL:2029,"['DHX15', 'SRSF2', 'SNRNP40', 'HNRNPAB', 'HNRNPD']",0.05102040816326531,0.6274643058826758,232,5,98,0.9999999998701802,"mRNA Splicing - Major Pathway, and Sm-like protein family complex"
86,-1,CL:4763,"['CBX3', 'H2BC9']",0.02040816326530612,0.6499255948349811,95,2,98,0.9999999998701802,Structural constituent of chromatin
87,-1,CL:902,"['LYAR', 'BRIX1', 'PA2G4']",0.030612244897959183,0.6523982572051874,144,3,98,0.9999999998701802,"Preribosome, and Ribosome biogenesis"
88,-1,CL:2028,"['DHX15', 'SRSF2', 'SNRNP40', 'HNRNPAB', 'HNRNPD']",0.05102040816326531,0.6721010941745404,244,5,98,0.9999999998701802,"mRNA Splicing, and Sm-like protein family complex"
89,-1,CL:2025,"['ALYREF', 'DHX15', 'SRSF2', 'NDC1', 'HNRNPAB', 'SNRNP40', 'CSE1L', 'HNRNPD']",0.08163265306122448,0.6752375179095889,385,8,98,0.9999999998701802,"Processing of Capped Intron-Containing Pre-mRNA, and Nuclear transport"
90,-1,CL:900,"['LYAR', 'BRIX1', 'PA2G4']",0.030612244897959183,0.6752849713835178,149,3,98,0.9999999998701802,"Preribosome, and Ribosome biogenesis"
91,-1,CL:4762,"['CBX3', 'H2BC9']",0.02040816326530612,0.6776657482350109,100,2,98,0.9999999998701802,Structural constituent of chromatin
92,-1,CL:11420,"['TIMM13', 'STOML2']",0.02040816326530612,0.6985655205399913,104,2,98,0.9999999998701802,"mixed, incl. Protein targeting to mitochondrion, and Mitochondrial calcium ion transport"
93,-1,CL:2035,"['DHX15', 'SNRNP40']",0.02040816326530612,0.7085936134425035,106,2,98,0.9999999998701802,"U2-type spliceosomal complex, and mRNA Splicing - Major Pathway"
94,-1,CL:16581,"['BMF', 'CASP8', 'TANK', 'BBC3']",0.04081632653061224,0.7117746024991668,207,4,98,0.9999999998701802,"mixed, incl. Death-like domain superfamily, and Toll-like Receptor Cascades"
95,-1,CL:4761,"['CBX3', 'H2BC9']",0.02040816326530612,0.7135038352032308,107,2,98,0.9999999998701802,Structural constituent of chromatin
96,-1,CL:16224,"['KMT2E', 'CD96']",0.02040816326530612,0.7231191234878078,109,2,98,0.9999999998701802,"mixed, incl. MHC classes I/II-like antigen recognition protein, and Regulation of natural killer cell mediated immunity"
97,-1,CL:2034,"['DHX15', 'SNRNP40']",0.02040816326530612,0.7459853960049654,114,2,98,0.9999999998701802,"U2-type spliceosomal complex, and mRNA Splicing - Major Pathway"
98,-1,CL:2027,"['DHX15', 'SRSF2', 'SNRNP40', 'HNRNPAB', 'HNRNPD']",0.05102040816326531,0.7622039228266518,272,5,98,0.9999999998701802,"mRNA Splicing, and Nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
99,-1,CL:907,"['BRIX1', 'PA2G4']",0.02040816326530612,0.7752971383809468,121,2,98,0.9999999998701802,"Preribosome, and Ribosome biogenesis"
100,-1,CL:2026,"['DHX15', 'SRSF2', 'SNRNP40', 'HNRNPAB', 'HNRNPD']",0.05102040816326531,0.7761937504249402,277,5,98,0.9999999998701802,"mRNA Splicing, and Nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
101,-1,CL:12192,"['SLC38A5', 'SLC5A3']",0.02040816326530612,0.7980552097856778,127,2,98,0.9999999998701802,"SLC-mediated transmembrane transport, and ABC-type xenobiotic transporter activity"
102,-1,CL:4760,"['CBX3', 'H2BC9']",0.02040816326530612,0.7980552097856778,127,2,98,0.9999999998701802,"Structural constituent of chromatin, and Histone H3-K4 methylation"
103,-1,CL:2032,"['DHX15', 'SNRNP40']",0.02040816326530612,0.7980552097856778,127,2,98,0.9999999998701802,"U2-type spliceosomal complex, and mRNA Splicing - Major Pathway"
104,-1,CL:2024,"['ALYREF', 'DHX15', 'SRSF2', 'NDC1', 'HNRNPAB', 'SNRNP40', 'CSE1L', 'HNRNPD']",0.08163265306122448,0.802459344623613,436,8,98,0.9999999998701802,"Processing of Capped Intron-Containing Pre-mRNA, and mRNA metabolic process"
105,-1,CL:2023,"['ALYREF', 'DHX15', 'SRSF2', 'NDC1', 'HNRNPAB', 'SNRNP40', 'CSE1L', 'HNRNPD']",0.08163265306122448,0.8205485994155302,445,8,98,0.9999999998701802,"Processing of Capped Intron-Containing Pre-mRNA, and mRNA metabolic process"
106,-1,CL:12191,"['SLC38A5', 'SLC5A3']",0.02040816326530612,0.8220374117059803,134,2,98,0.9999999998701802,"SLC-mediated transmembrane transport, and ABC transporters"
107,-1,CL:6139,"['GMNN', 'SHCBP1', 'CCNA2', 'PLK1', 'CKS2', 'CEP55', 'UBE2S', 'TRIP13']",0.08163265306122448,0.8224795507560817,446,8,98,0.9999999998701802,"DNA repair, and Mitosis"
108,-1,CL:893,"['EXOSC8', 'LYAR', 'BRIX1', 'PA2G4']",0.04081632653061224,0.8286958755739332,246,4,98,0.9999999998701802,"rRNA processing, and tRNA modification"
109,-1,CL:2022,"['ALYREF', 'DHX15', 'SRSF2', 'NDC1', 'HNRNPAB', 'SNRNP40', 'CSE1L', 'HNRNPD']",0.08163265306122448,0.8300474697623352,450,8,98,0.9999999998701802,"Processing of Capped Intron-Containing Pre-mRNA, and mRNA metabolic process"
110,-1,CL:4749,"['CBX3', 'KDM4B', 'H2BC9', 'ARID4B', 'BTG2', 'JMJD1C', 'PHF21A', 'TFDP1']",0.08163265306122448,0.8409371879258197,456,8,98,0.9999999998701802,"Chromatin organization, and Structural constituent of chromatin"
111,-1,CL:4757,"['CBX3', 'ARID4B', 'H2BC9', 'PHF21A']",0.04081632653061224,0.8515078705471146,256,4,98,0.9999999998701802,"DNA packaging complex, and Histone deacetylase complex"
112,-1,CL:2030,"['DHX15', 'SNRNP40']",0.02040816326530612,0.8676001159827508,150,2,98,0.9999999998701802,"U2-type spliceosomal complex, and Sm-like protein family complex"
113,-1,CL:26209,"['TUBB', 'TUBA1B']",0.02040816326530612,0.8839845286262029,157,2,98,0.9999999998701802,"mixed, incl. Golgi-to-ER retrograde transport, and Cytoplasmic dynein complex"
114,-1,CL:6137,"['GMNN', 'SHCBP1', 'CCNA2', 'PLK1', 'CKS2', 'CEP55', 'UBE2S', 'TRIP13']",0.08163265306122448,0.8901642951560739,488,8,98,0.9999999998701802,"DNA repair, and Mitosis"
115,-1,CL:4756,"['CBX3', 'ARID4B', 'H2BC9', 'PHF21A']",0.04081632653061224,0.8912406136265082,277,4,98,0.9999999998701802,"DNA packaging complex, and Histone deacetylase complex"
116,-1,CL:18395,"['DUSP5', 'CREBRF']",0.02040816326530612,0.8965301554394418,163,2,98,0.9999999998701802,"mixed, incl. Basic-leucine zipper domain, and MAPK signaling pathway"
117,-1,CL:26208,"['TUBB', 'TUBA1B']",0.02040816326530612,0.904187775448735,167,2,98,0.9999999998701802,"mixed, incl. Golgi-to-ER retrograde transport, and Cytoplasmic dynein complex"
118,-1,CL:4759,"['CBX3', 'H2BC9']",0.02040816326530612,0.9095840298175872,170,2,98,0.9999999998701802,"Nucleosome, and Histone methyltransferase complex"
119,-1,CL:12190,"['SLC38A5', 'SLC5A3']",0.02040816326530612,0.9113193770960837,171,2,98,0.9999999998701802,"SLC-mediated transmembrane transport, and Monocarboxylic acid transmembrane transporter activity"
120,-1,CL:14303,"['SQSTM1', 'BNIP3L', 'NBR1']",0.030612244897959183,0.9195096737117436,238,3,98,0.9999999998701802,"mixed, incl. Amino acids regulate mTORC1, and Autophagy"
121,-1,CL:2021,"['ALYREF', 'LRRC59', 'DHX15', 'SRSF2', 'HNRNPAB', 'NDC1', 'SNRNP40', 'CSE1L', 'HNRNPD']",0.09183673469387756,0.9225434065149261,568,9,98,0.9999999998701802,"Processing of Capped Intron-Containing Pre-mRNA, and mRNA metabolic process"
122,-1,CL:4755,"['CBX3', 'ARID4B', 'H2BC9', 'PHF21A']",0.04081632653061224,0.9239134586056376,300,4,98,0.9999999998701802,"mixed, incl. DNA packaging complex, and Histone deacetylase complex"
123,-1,CL:4754,"['H2BC9', 'PHF21A', 'ARID4B', 'CBX3', 'TFDP1']",0.05102040816326531,0.9309741143910635,363,5,98,0.9999999998701802,"Chromatin organization, and Structural constituent of chromatin"
124,-1,CL:4753,"['H2BC9', 'PHF21A', 'ARID4B', 'CBX3', 'TFDP1']",0.05102040816326531,0.9388309225983824,371,5,98,0.9999999998701802,"Chromatin organization, and Structural constituent of chromatin"
125,-1,CL:2018,"['ALYREF', 'METTL5', 'LRRC59', 'DHX15', 'SRSF2', 'HNRNPAB', 'NDC1', 'SNRNP40', 'CSE1L', 'HNRNPD']",0.10204081632653061,0.9406357719775951,641,10,98,0.9999999998701802,"mRNA metabolic process, and Nuclear transport"
126,-1,CL:14302,"['SQSTM1', 'BNIP3L', 'NBR1']",0.030612244897959183,0.9412768529005092,256,3,98,0.9999999998701802,"mixed, incl. Amino acids regulate mTORC1, and Autophagy"
127,-1,CL:4752,"['H2BC9', 'PHF21A', 'ARID4B', 'CBX3', 'TFDP1']",0.05102040816326531,0.943330641473044,376,5,98,0.9999999998701802,"Chromatin organization, and Structural constituent of chromatin"
128,-1,CL:2020,"['ALYREF', 'LRRC59', 'DHX15', 'SRSF2', 'HNRNPAB', 'NDC1', 'SNRNP40', 'CSE1L', 'HNRNPD']",0.09183673469387756,0.9449094630898379,595,9,98,0.9999999998701802,"mRNA metabolic process, and Nuclear transport"
129,-1,CL:2019,"['ALYREF', 'LRRC59', 'DHX15', 'SRSF2', 'HNRNPAB', 'NDC1', 'SNRNP40', 'CSE1L', 'HNRNPD']",0.09183673469387756,0.949710136907385,602,9,98,0.9999999998701802,"mRNA metabolic process, and Nuclear transport"
130,-1,CL:4751,"['H2BC9', 'PHF21A', 'ARID4B', 'CBX3', 'TFDP1']",0.05102040816326531,0.9514581696634218,386,5,98,0.9999999998701802,"Chromatin organization, and Structural constituent of chromatin"
131,-1,CL:4758,"['CBX3', 'H2BC9']",0.02040816326530612,0.9538925488754543,204,2,98,0.9999999998701802,"DNA packaging complex, and Histone methyltransferase complex"
132,-1,CL:4750,"['H2BC9', 'PHF21A', 'ARID4B', 'CBX3', 'TFDP1']",0.05102040816326531,0.9629100208342933,403,5,98,0.9999999998701802,"Chromatin organization, and Structural constituent of chromatin"
133,-1,CL:11055,"['CYCS', 'ISCU', 'TIMM13', 'STOML2', 'HMBS']",0.05102040816326531,0.9635006962037697,404,5,98,0.9999999998701802,"mixed, incl. Inner mitochondrial membrane protein complex, and Mitochondrion organization"
134,-1,CL:11060,"['TIMM13', 'STOML2', 'CYCS']",0.030612244897959183,0.9646585324942418,284,3,98,0.9999999998701802,"Inner mitochondrial membrane protein complex, and Mitochondrial respiratory chain complex assembly"
