,cluster,complex,overlap_genes,overlap_fraction,raw_p_value,complex_size
196,36,ATRX-SETDB1-TRIM28-ZNF274 complex,"['SETDB1', 'ZNF274']",0.5,2.0637412488254717e-05,4
197,36,CDYL-CAF1-MCM complex,['SETDB1'],0.25,0.02758455382989051,13
198,38,NCOR complex,"['TBL1XR1', 'HDAC3', 'NCOR1']",0.75,7.37873474518677e-08,6
199,38,DTNBP1(1A)-HDAC3 complex,['HDAC3'],0.25,0.004281504623370539,2
200,38,DTNBP1(1B)-HDAC3 complex,['HDAC3'],0.25,0.004281504623370539,2
201,38,HDAC3-RARA complex,['HDAC3'],0.25,0.004281504623370539,2
202,38,NCOR1-THRA complex,['NCOR1'],0.25,0.004281504623370539,2
203,38,NCOR1-NR3C2 complex,['NCOR1'],0.25,0.004281504623370539,2
204,38,NCOR1-PPARA-SUMO1 complex,['NCOR1'],0.25,0.006417093889593873,3
205,38,CCAR2-HDAC3 complex,['HDAC3'],0.25,0.004281504623370539,2
206,38,HDAC3-HDAC9 complex,['HDAC3'],0.25,0.004281504623370539,2
207,38,HDAC3-PPARG-RB1 complex,['HDAC3'],0.25,0.006417093889593873,3
208,38,HDAC9-NCOR1 complex,['NCOR1'],0.25,0.004281504623370539,2
209,38,HDAC3-HDAC10 complex,['HDAC3'],0.25,0.004281504623370539,2
210,38,HDAC3-STAT3 complex,['HDAC3'],0.25,0.004281504623370539,2
211,38,HDAC3-CCNA2 complex,['HDAC3'],0.25,0.004281504623370539,2
212,38,HDAC3-H1.3-SMRT-N-Cor complex,"['HDAC3', 'NCOR1']",0.5,2.0637412488254717e-05,4
213,38,AKT1-APPL1-HDAC3 complex,['HDAC3'],0.25,0.006417093889593873,3
214,38,NCOR1-RXRA-VDR complex,['NCOR1'],0.25,0.006417093889593873,3
215,38,NCOR1 complex,"['HDAC3', 'NCOR1']",0.5,0.0001541169088222844,10
216,38,SMRT complex,"['TBL1XR1', 'HDAC3']",0.5,3.43710817896087e-05,5
217,38,NCOR-HDAC3 complex,"['TBL1XR1', 'HDAC3', 'NCOR1']",0.75,3.690853622374206e-08,5
218,38,SMRT core complex,['HDAC3'],0.25,0.006417093889593873,3
219,38,NCOR2 complex,"['HDAC3', 'NCOR1']",0.5,7.20759902792426e-05,7
220,38,KAISO-NCOR complex,"['TBL1XR1', 'HDAC3', 'NCOR1']",0.75,4.420106848164117e-07,10
221,38,SKI-NCOR1-SIN3A-HDAC1 complex,['NCOR1'],0.25,0.008549246048629082,4
222,38,SMAD2-SKI-NCOR complex,['NCOR1'],0.25,0.006417093889593873,3
223,38,SMAD3-SKI-NCOR complex,['NCOR1'],0.25,0.006417093889593873,3
224,38,SMAD4-SKI-NCOR complex,['NCOR1'],0.25,0.006417093889593873,3
225,38,Emerin regulatory complex,['HDAC3'],0.25,0.019158579311822493,9
226,38,Emerin complex 32,"['TBL1XR1', 'HDAC3']",0.5,0.0007843443535739212,22
227,38,AJUBA-GFI1-HDAC3 complex,['HDAC3'],0.25,0.006417093889593873,3
228,38,ANKRD11-HDAC3  complex,['HDAC3'],0.25,0.004281504623370539,2
229,41,"Respiratory chain complex I (intermediate), mitochondrial","['NDUFA6', 'NDUFS2', 'NDUFB6', 'NDUFS7', 'NDUFS5', 'NDUFA9']",0.046153846153846156,3.5205468990568555e-05,11
230,41,"MITRAC complex, mitochondrial","['COA3', 'COX15', 'COX6C', 'COX16']",0.03076923076923077,0.01298662549946925,14
231,41,NGRN complex,"['RPUSD3', 'TRUB2', 'NGRN', 'RCC1L']",0.03076923076923077,0.00030212748915644307,6
232,41,"Respiratory chain complex I (beta subunit), mitochondrial","['NDUFB9', 'NDUFB6', 'NDUFB2', 'NDUFB11', 'NDUFB4']",0.038461538461538464,0.0035451832182761627,16
233,41,HSD17B10-TRMT10C complex,"['TRMT10C', 'HSD17B10']",0.015384615384615385,0.00481367877004049,2
234,41,"Respiratory chain complex I (gamma subunit), mitochondrial","['NDUFA8', 'NDUFA6', 'NDUFC1', 'NDUFS5', 'NDUFA9']",0.038461538461538464,0.0012388330114414174,13
235,41,GATB-GATC-QRSL1 complex,"['QRSL1', 'GATB']",0.015384615384615385,0.013780284693429587,3
236,41,"Respiratory chain complex I (intermediate VII/650kD), mitochondrial","['NDUFA6', 'NDUFS2', 'NDUFS7', 'NDUFS5', 'NDUFA9']",0.038461538461538464,0.0002878982572226854,10
237,41,mtRNase P,"['PRORP', 'TRMT10C', 'HSD17B10']",0.023076923076923078,0.00033037580834594253,3
238,41,"Respiratory chain complex I (intermediate IV/310kD), mitochondrial","['NDUFS2', 'NDUFA9']",0.015384615384615385,0.026306594685116928,4
239,41,"Respiratory chain complex I (intermediate I/200kD and III/250kD), mitochondrial","['NDUFS2', 'NDUFA9']",0.015384615384615385,0.013780284693429587,3
240,41,protein complex (DDX28; DHX30; GRSF1; FASTKD2; FASTKD5),"['DHX30', 'GRSF1', 'FASTKD5']",0.023076923076923078,0.002975249719386882,5
241,41,"Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial","['NDUFS7', 'NDUFB6', 'NDUFA9', 'NDUFA6']",0.03076923076923077,0.0006669706092416287,7
242,41,"F1F0-ATPase, mitochondrial","['ATP5MF', 'ATP5ME', 'ATP5PO', 'ATP5F1E', 'ATP5F1A']",0.038461538461538464,0.0035451832182761627,16
243,41,"Respiratory chain complex I (holoenzyme), mitochondrial","['NDUFB9', 'NDUFA6', 'NDUFA8', 'NDUFS2', 'NDUFB6', 'NDUFC1', 'NDUFS7', 'NDUFB2', 'NDUFS5', 'NDUFA9', 'NDUFB11', 'NDUFB4', 'NDUFS8']",0.1,4.032745037761128e-06,44
244,41,"Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial","['NDUFS2', 'NDUFA9']",0.015384615384615385,0.04186082466227027,5
245,41,"Respiratory chain complex I (incomplete intermediate), mitochondrial","['NDUFS7', 'NDUFS2', 'NDUFA9']",0.023076923076923078,0.03600766188545179,11
246,45,CtBP core complex,"['EHMT1', 'EHMT2']",0.5,0.00012338192919479082,9
247,45,CtBP complex,"['EHMT1', 'EHMT2']",0.5,0.00046344157435598523,17
248,45,CDYL-CAF1-MCM complex,['EHMT2'],0.25,0.02758455382989051,13
249,45,DNMT1-EHMT2-PCNA complex,['EHMT2'],0.25,0.006417093889593873,3
250,45,DNMT1-EHMT2 complex,['EHMT2'],0.25,0.004281504623370539,2
