,cluster,complex,overlap_genes,overlap_fraction,raw_p_value,complex_size,overlap_size,cluster_size,fdr,best_described_by
82,-1,CL:8517,"['ME3', 'PKM', 'GPT2']",0.007407407407407408,0.868319558119583,21,3,405,1.0,"Pyruvate metabolism, and Aspartate biosynthetic process"
83,-1,CL:25712,"['ATXN10', 'ZNF608']",0.0049382716049382715,0.8709646697144839,15,2,405,1.0,"mixed, incl. Atrophin-like, and Zinc finger protein 608/609"
84,-1,CL:20144,"['EWSR1', 'CD99L2']",0.0049382716049382715,0.8709646697144839,15,2,405,1.0,"mixed, incl. Extraosseous chondrosarcoma, and Ewing sarcoma"
85,-1,CL:5216,"['MBD3', 'MBD2']",0.0049382716049382715,0.8709646697144839,15,2,405,1.0,"NuRD complex, and Histamine H3 receptor"
86,-1,CL:3157,"['YY1', 'PTMA']",0.0049382716049382715,0.8709646697144839,15,2,405,1.0,"mixed, incl. Nucleoplasmin family, and Facioscapulohumeral muscular dystrophy"
87,-1,CL:2331,"['MATR3', 'HNRNPDL', 'KHDRBS1', 'HNRNPD', 'CSDE1', 'FUBP1', 'HNRNPA2B1', 'ELAVL1', 'PTBP1', 'SRSF10']",0.024691358024691357,0.873665082512303,60,10,405,1.0,"mRNA processing, and CRD-mediated mRNA stability complex"
88,-1,CL:6024,"['BTAF1', 'ENY2', 'TRRAP', 'DR1', 'USP22']",0.012345679012345678,0.8769019414220053,33,5,405,1.0,"SAGA-type complex, and TATA-box binding protein"
89,-1,CL:2333,"['MATR3', 'HNRNPDL', 'KHDRBS1', 'HNRNPD', 'CSDE1', 'HNRNPA2B1', 'ELAVL1', 'PTBP1', 'SRSF10']",0.022222222222222223,0.8780812675274691,55,9,405,1.0,"mRNA processing, and CRD-mediated mRNA stability complex"
90,-1,CL:20823,"['TBL1XR1', 'HDAC7', 'SP1', 'CREBBP', 'EP300', 'MYB', 'HDAC3', 'NCOR1']",0.019753086419753086,0.8834090742809267,50,8,405,1.0,"mixed, incl. Activation of the TFAP2 (AP-2) family of transcription factors, and Loss of MECP2 binding ability to the NCoR/SMRT complex"
91,-1,CL:7113,"['PPHLN1', 'TASOR', 'MORC2']",0.007407407407407408,0.888706868161931,22,3,405,1.0,"mixed, incl. Positive regulation of DNA methylation-dependent heterochromatin assembly, and Morc, S5 domain 2-like"
92,-1,CL:3026,"['G3BP1', 'UBAP2L', 'TIAL1']",0.007407407407407408,0.888706868161931,22,3,405,1.0,"mixed, incl. Messenger ribonucleoprotein complex, and Fragile X syndrome"
93,-1,CL:1973,"['EIF5A', 'DHPS', 'DOHH']",0.007407407407407408,0.888706868161931,22,3,405,1.0,"Polyamine metabolic process, and L-methionine salvage from methylthioadenosine"
94,-1,CL:20720,"['BATF', 'IRF1', 'FOXO1', 'CBFB', 'GATA3']",0.012345679012345678,0.8930393171974566,34,5,405,1.0,"mixed, incl. Granulocyte differentiation, and RUNX3 regulates p14-ARF"
95,-1,CL:11083,"['NDUFS8', 'NDUFB11']",0.0049382716049382715,0.8938024107085651,16,2,405,1.0,NADH dehydrogenase (ubiquinone) activity
96,-1,CL:5613,"['KDM8', 'KDM2A']",0.0049382716049382715,0.8938024107085651,16,2,405,1.0,"Histone lysine demethylation, and Pyramidal neuron migration to cerebral cortex"
97,-1,CL:2974,"['XRN1', 'LSM14A']",0.0049382716049382715,0.8938024107085651,16,2,405,1.0,"mRNA decay by 5 to 3 exoribonuclease, and TFG box"
98,-1,CL:9989,"['INSIG1', 'SREBF2', 'XPR1']",0.007407407407407408,0.9062279753125799,23,3,405,1.0,"Regulation of cholesterol storage, and Cellular response to sterol depletion"
99,-1,CL:3223,"['CBLL1', 'YTHDF2', 'KDM3B', 'ALKBH2', 'METTL3']",0.012345679012345678,0.9073219847238707,35,5,405,1.0,"mixed, incl. RNA N6-methyladenosine methyltransferase complex, and Alpha-ketoglutarate-dependent dioxygenase AlkB-like superfamily"
100,-1,CL:20392,"['HOXB2', 'PKNOX1']",0.0049382716049382715,0.9128388154937976,17,2,405,1.0,"mixed, incl. Rhombomere development, and PBX, PBC domain"
101,-1,CL:15948,"['IL2RB', 'IL7R']",0.0049382716049382715,0.9128388154937976,17,2,405,1.0,"mixed, incl. Interleukin-2 signaling, and Interleukin 15"
102,-1,CL:2459,"['BCLAF1', 'THRAP3']",0.0049382716049382715,0.9128388154937976,17,2,405,1.0,"mixed, incl. Splicing factor, RBM39-like, and PWI, domain in splicing factors"
103,-1,CL:20824,"['TBL1XR1', 'HDAC7', 'SP1', 'HDAC3', 'NCOR1']",0.012345679012345678,0.9199132006828616,36,5,405,1.0,"mixed, incl. Loss of MECP2 binding ability to the NCoR/SMRT complex, and c4 zinc finger in nuclear hormone receptors"
104,-1,CL:6027,"['ENY2', 'USP22', 'TRRAP']",0.007407407407407408,0.9212183618513768,24,3,405,1.0,SAGA complex
105,-1,CL:3226,"['CBLL1', 'YTHDF2', 'METTL3']",0.007407407407407408,0.9212183618513768,24,3,405,1.0,"mixed, incl. RNA N6-methyladenosine methyltransferase complex, and N6-methyladenosine-containing RNA binding"
106,-1,CL:2330,"['MATR3', 'HNRNPDL', 'KHDRBS1', 'HNRNPD', 'CSDE1', 'FUBP1', 'HNRNPA2B1', 'ELAVL1', 'PTBP1', 'SRSF10']",0.024691358024691357,0.9275968503444614,65,10,405,1.0,"mRNA processing, and K Homology domain, type 1"
107,-1,CL:18506,"['ATF4', 'FOSL2']",0.0049382716049382715,0.9286422334652604,18,2,405,1.0,"Response of EIF2AK1 (HRI) to heme deficiency, and Transcription factor AP-1 complex"
108,-1,CL:8032,"['PTPA', 'PPP2R1A']",0.0049382716049382715,0.9286422334652604,18,2,405,1.0,Protein phosphatase type 2A complex
109,-1,CL:5167,"['SAP30', 'SIN3A', 'MORF4L1']",0.007407407407407408,0.9339909193657172,25,3,405,1.0,"Sin3 complex, and Histone H4 deacetylation"
110,-1,CL:2925,"['CNOT11', 'CNOT4', 'RC3H1']",0.007407407407407408,0.9339909193657172,25,3,405,1.0,"CCR4-NOT complex, and Roquin II"
111,-1,CL:2707,"['RANBP1', 'TNPO1', 'RANBP3']",0.007407407407407408,0.9339909193657172,25,3,405,1.0,"Nucleocytoplasmic carrier activity, and Exportin-2, central domain"
112,-1,CL:28646,"['ALG6', 'MPI']",0.0049382716049382715,0.9417143460122626,19,2,405,1.0,"Glycosylation and related congenital defects, and Synthesis of GDP-mannose"
113,-1,CL:20825,"['HDAC7', 'SP1']",0.0049382716049382715,0.9417143460122626,19,2,405,1.0,"mixed, incl. Steroid-binding, and Steroid receptor coactivator"
114,-1,CL:14628,"['MLST8', 'RHEB']",0.0049382716049382715,0.9417143460122626,19,2,405,1.0,"TOR complex, and TSC1-TSC2 complex"
115,-1,CL:31468,"['GID8', 'MAEA', 'RMND5A']",0.007407407407407408,0.9448326886572999,26,3,405,1.0,"mixed, incl. CTLH, C-terminal LisH motif, and Yippee family"
116,-1,CL:20719,"['BATF', 'IRF1', 'FOXO1', 'CBFB', 'GATA3']",0.012345679012345678,0.949092933060435,39,5,405,1.0,"mixed, incl. Granulocyte differentiation, and RUNX3 regulates p14-ARF"
117,-1,CL:2794,"['UBE3D', 'CPSF6', 'SCAF8', 'RPRD2', 'SCAF4', 'ZC3H4', 'PHF3']",0.01728395061728395,0.9500462443298269,51,7,405,1.0,"mRNA 3-end processing, and RNA 3 uridylation"
118,-1,CL:17883,"['ACTB', 'TWF1']",0.0049382716049382715,0.952492191959791,20,2,405,1.0,"mixed, incl. Actin-depolymerising factor homology domain, and Sequestering of actin monomers"
119,-1,CL:5169,"['SAP30', 'MORF4L1']",0.0049382716049382715,0.952492191959791,20,2,405,1.0,Sin3 complex
120,-1,CL:3388,"['GPATCH8', 'ZRANB2']",0.0049382716049382715,0.952492191959791,20,2,405,1.0,"mixed, incl. Protein serine/threonine/tyrosine kinase activity, and Bent DNA binding"
121,-1,CL:8030,"['PTPA', 'PPP2R1A', 'PPP4C']",0.007407407407407408,0.9540034618821318,27,3,405,1.0,Magnesium-dependent protein serine/threonine phosphatase complex
122,-1,CL:5166,"['MBD3', 'SAP30', 'SIN3A', 'MORF4L1', 'MBD2']",0.012345679012345678,0.9564338103481579,40,5,405,1.0,"Sin3 complex, and NuRD complex"
123,-1,CL:29661,"['TENT5C', 'PHIP']",0.0049382716049382715,0.9613524692061286,21,2,405,1.0,"mixed, incl. Cytoskeletal calyx, and Nuclear body protein Sp140, bromodomain"
124,-1,CL:26219,"['KIF5C', 'KIFAP3']",0.0049382716049382715,0.9613524692061286,21,2,405,1.0,Kinesin complex
125,-1,CL:5102,"['SMARCC1', 'ARID2']",0.0049382716049382715,0.9613524692061286,21,2,405,1.0,Regulation of nucleotide-excision repair
126,-1,CL:3427,"['DDRGK1', 'ANKZF1', 'GIGYF2']",0.007407407407407408,0.9617357295327119,28,3,405,1.0,"mixed, incl. Protein ufmylation, and Ribosome-associated ubiquitin-dependent protein catabolic process"
127,-1,CL:2924,"['LSM14A', 'XRN1', 'CNOT11', 'CNOT4', 'RC3H1']",0.012345679012345678,0.9627976966415441,41,5,405,1.0,"CCR4-NOT complex, and mRNA decay by 5 to 3 exoribonuclease"
128,-1,CL:2329,"['MATR3', 'KHDRBS1', 'HNRNPDL', 'HNRNPD', 'SRSF10', 'BCLAF1', 'ELAVL1', 'CSDE1', 'HNRNPA2B1', 'THRAP3', 'PTBP1', 'FUBP1']",0.02962962962962963,0.9639809943912415,82,12,405,1.0,"mRNA processing, and RNA recognition motif domain"
129,-1,CL:2703,"['RANBP1', 'TNPO1', 'ANP32B', 'RANBP3']",0.009876543209876543,0.9646261471307497,35,4,405,1.0,"Nucleocytoplasmic carrier activity, and Importin-beta, N-terminal domain"
130,-1,CL:3024,"['G3BP1', 'UBAP2L', 'TIAL1']",0.007407407407407408,0.9682355615097279,29,3,405,1.0,"mixed, incl. Cytoplasmic stress granule, and Fragile X syndrome"
131,-1,CL:11476,"['PARL', 'MFN2']",0.0049382716049382715,0.9686170293105484,22,2,405,1.0,"mixed, incl. Miro GTPase Cycle, and Positive regulation of mitochondrial fission"
132,-1,CL:5800,"['SETD2', 'IWS1']",0.0049382716049382715,0.9686170293105484,22,2,405,1.0,Formation of RNA Pol II elongation complex
133,-1,CL:4886,"['CBX3', 'ATRX']",0.0049382716049382715,0.9686170293105484,22,2,405,1.0,"mixed, incl. Primary hyperoxaluria type 1, and ADD domain"
134,-1,CL:4604,"['FLI1', 'FBXW2', 'FBXW7', 'FBXO42']",0.009876543209876543,0.9702152654367356,36,4,405,1.0,"F-box-like domain superfamily, and SKP1 component, dimerisation"
135,-1,CL:16587,"['NFKB1', 'RELA', 'REL', 'NFKB2', 'TRAF6']",0.012345679012345678,0.9730413009999712,43,5,405,1.0,"mixed, incl. TNFR1-induced NFkappaB signaling pathway, and NF-kappa-B/Dorsal"
136,-1,CL:2705,"['RANBP1', 'TNPO1', 'RANBP3']",0.007407407407407408,0.9736841028241183,30,3,405,1.0,"Nucleocytoplasmic carrier activity, and Exportin-2, central domain"
137,-1,CL:5016,"['PHF20', 'MSL2']",0.0049382716049382715,0.9745588439770216,23,2,405,1.0,H4 histone acetyltransferase complex
138,-1,CL:20718,"['BATF', 'IRF1', 'FOXO1', 'CBFB', 'GATA3']",0.012345679012345678,0.9771190553301966,44,5,405,1.0,"mixed, incl. Granulocyte differentiation, and Negative regulation of CD4-positive, alpha-beta T cell differentiation"
139,-1,CL:4322,"['COMMD5', 'COMMD7', 'COMMD10', 'CAND1', 'CCDC93']",0.012345679012345678,0.9771190553301966,44,5,405,1.0,"mixed, incl. COMM domain, and Protein neddylation"
140,-1,CL:7112,"['PPHLN1', 'ADNP2', 'TASOR', 'MORC2']",0.009876543209876543,0.9790098595859815,38,4,405,1.0,"mixed, incl. Positive regulation of DNA methylation-dependent heterochromatin assembly, and ADNP, zinc finger domain"
141,-1,CL:14627,"['MLST8', 'RHEB']",0.0049382716049382715,0.9794079787157166,24,2,405,1.0,"mixed, incl. TOR complex, and Ribosomal protein S6 kinase activity"
142,-1,CL:11082,"['NDUFS8', 'NDUFB11']",0.0049382716049382715,0.9794079787157166,24,2,405,1.0,NADH dehydrogenase (ubiquinone) activity
143,-1,CL:2923,"['LSM14A', 'XRN1', 'CNOT11', 'CNOT4', 'PAN3', 'RC3H1']",0.014814814814814815,0.9795326328564843,51,6,405,1.0,"mixed, incl. Deadenylation-dependent mRNA decay, and PABP, RNA recognition motif 2"
144,-1,CL:18504,"['ATF4', 'FOSL2', 'EGR2']",0.007407407407407408,0.9820386616083823,32,3,405,1.0,"mixed, incl. Basic region leucin zipper, and Early growth response, N-terminal"
145,-1,CL:20717,"['BATF', 'IRF1', 'FOXO1', 'RIN1', 'CBFB', 'GATA3']",0.014814814814814815,0.9825303837990603,52,6,405,1.0,"mixed, incl. Granulocyte differentiation, and Regulation of CD4-positive, alpha-beta T cell differentiation"
