,cluster,complex,overlap_genes,overlap_fraction,raw_p_value,complex_size,overlap_size,cluster_size,fdr
948,-1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST,"['TP53', 'CCNA2', 'E2F1']",0.007407407407407408,0.6169150261293168,14,3,405,1.0
950,-1,REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY,"['TRAF3', 'CREBBP', 'EP300']",0.007407407407407408,0.6664227661509909,15,3,405,1.0
861,-1,REACTOME_RUNX3_REGULATES_P14_ARF,"['CBFB', 'EP300']",0.0049382716049382715,0.6760761957712966,10,2,405,1.0
915,-1,REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION,"['SMAD4', 'SP1', 'TGIF2', 'EP300', 'MYC', 'CCNK', 'CCNC']",0.01728395061728395,0.6977776433431903,36,7,405,1.0
605,-1,REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES,"['FOXO1', 'CREBBP', 'EP300']",0.007407407407407408,0.7111004827559166,16,3,405,1.0
756,-1,REACTOME_P75NTR_SIGNALS_VIA_NF_KB,"['TRAF6', 'RELA', 'NFKB1']",0.007407407407407408,0.7111004827559166,16,3,405,1.0
865,-1,REACTOME_SARS_COV_1_TARGETS_HOST_INTRACELLULAR_SIGNALLING_AND_REGULATORY_PATHWAYS,"['SP1', 'SMAD4', 'EP300']",0.007407407407407408,0.7111004827559166,16,3,405,1.0
936,-1,REACTOME_THE_NLRP3_INFLAMMASOME,"['NFKB2', 'RELA', 'NFKB1']",0.007407407407407408,0.7111004827559166,16,3,405,1.0
590,-1,REACTOME_FORMATION_OF_APOPTOSOME,"['CYCS', 'APAF1']",0.0049382716049382715,0.7282029639839529,11,2,405,1.0
799,-1,REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,"['CREBBP', 'EP300']",0.0049382716049382715,0.7282029639839529,11,2,405,1.0
869,-1,REACTOME_SARS_COV_2_MODULATES_AUTOPHAGY,"['VPS41', 'UVRAG']",0.0049382716049382715,0.7282029639839529,11,2,405,1.0
736,-1,REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,"['TBL1XR1', 'HDAC7', 'FBXW7', 'CREBBP', 'EP300', 'MYC', 'HDAC3', 'CCNC', 'NCOR1']",0.022222222222222223,0.749826819172984,48,9,405,1.0
840,-1,REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1,"['NFKB2', 'RELA', 'NFKB1']",0.007407407407407408,0.7510293748193209,17,3,405,1.0
989,-1,REACTOME_ZYGOTIC_GENOME_ACTIVATION_ZGA,"['TP53', 'CREBBP', 'EP300']",0.007407407407407408,0.7510293748193209,17,3,405,1.0
739,-1,REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY,"['TBL1XR1', 'HDAC7', 'CREBBP', 'HDAC3', 'NCOR1']",0.012345679012345678,0.7628581312467229,28,5,405,1.0
458,-1,REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS,"['CREBBP', 'EP300']",0.0049382716049382715,0.7730449529071823,12,2,405,1.0
665,-1,REACTOME_INTERLEUKIN_2_SIGNALING,"['IL2RB', 'SYK']",0.0049382716049382715,0.7730449529071823,12,2,405,1.0
922,-1,REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS,"['NFKB2', 'RELA']",0.0049382716049382715,0.7730449529071823,12,2,405,1.0
943,-1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES,"['TP53', 'APAF1']",0.0049382716049382715,0.7730449529071823,12,2,405,1.0
956,-1,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6,"['MGA', 'E2F1', 'MAX', 'L3MBTL2', 'CBX3', 'APAF1']",0.014814814814814815,0.7833051619243887,34,6,405,1.0
601,-1,REACTOME_FORMATION_OF_THE_POLYBROMO_BAF_PBAF_COMPLEX,"['SMARCC1', 'ACTB', 'ARID2']",0.007407407407407408,0.7864114717220957,18,3,405,1.0
530,-1,REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE,"['CYCS', 'APAF1']",0.0049382716049382715,0.811295645937918,13,2,405,1.0
649,-1,REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1,"['PPP2R1A', 'E2F1']",0.0049382716049382715,0.811295645937918,13,2,405,1.0
725,-1,REACTOME_NFE2L2_REGULATING_ANTI_OXIDANT_DETOXIFICATION_ENZYMES,"['ATF4', 'CREBBP', 'EP300']",0.007407407407407408,0.8175292768157414,19,3,405,1.0
819,-1,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION,"['TP53', 'TTC5', 'EP300']",0.007407407407407408,0.8175292768157414,19,3,405,1.0
968,-1,REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX,"['MAX', 'MYC', 'E2F1']",0.007407407407407408,0.8175292768157414,19,3,405,1.0
952,-1,REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION,"['NFKB2', 'TRAF6', 'RELA', 'NFKB1']",0.009876543209876543,0.8275529400795476,25,4,405,1.0
578,-1,REACTOME_EXPRESSION_OF_BMAL_ARNTL_CLOCK_AND_NPAS2,"['TBL1XR1', 'CREBBP', 'EP300', 'NCOA6', 'HDAC3', 'NCOR1']",0.014814814814814815,0.8292564457781271,36,6,405,1.0
602,-1,REACTOME_FORMATION_OF_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES,"['KMT2C', 'DR1', 'NCOA6', 'PHF20', 'KMT2B', 'WDR82', 'CXXC1']",0.01728395061728395,0.8417621070710488,42,7,405,1.0
540,-1,REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM,"['MMAB', 'MTRR']",0.0049382716049382715,0.8436924159060183,14,2,405,1.0
696,-1,REACTOME_METHYLATION,"['N6AMT1', 'MTRR']",0.0049382716049382715,0.8436924159060183,14,2,405,1.0
818,-1,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS,"['TP53', 'PHF20']",0.0049382716049382715,0.8436924159060183,14,2,405,1.0
860,-1,REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING,"['CREBBP', 'EP300']",0.0049382716049382715,0.8436924159060183,14,2,405,1.0
591,-1,REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,"['ATP5ME', 'ATP5PO', 'ATP5F1A']",0.007407407407407408,0.8447137324845073,20,3,405,1.0
821,-1,REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION,"['CCNA2', 'TP53', 'PPP2R1A', 'PHF20', 'USP7', 'MLST8']",0.014814814814814815,0.849137313081797,37,6,405,1.0
486,-1,REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION,"['TBL1XR1', 'CREBBP', 'NCOA6', 'BHLHE40']",0.009876543209876543,0.8508706881302508,26,4,405,1.0
647,-1,REACTOME_INFLAMMASOMES,"['NFKB2', 'RELA', 'NFKB1']",0.007407407407407408,0.868319558119583,21,3,405,1.0
942,-1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN,"['TP53', 'CNOT11', 'CNOT4']",0.007407407407407408,0.868319558119583,21,3,405,1.0
988,-1,REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS,"['NFKB2', 'RELA', 'NFKB1']",0.007407407407407408,0.868319558119583,21,3,405,1.0
882,-1,REACTOME_SIGNALING_BY_CTNNB1_PHOSPHO_SITE_MUTANTS,"['PPP2R1A', 'APC']",0.0049382716049382715,0.8709646697144839,15,2,405,1.0
607,-1,REACTOME_G0_AND_EARLY_G1,"['MAX', 'MYC', 'CCNA2', 'E2F1']",0.009876543209876543,0.8714665028586442,27,4,405,1.0
800,-1,REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS,"['CREBBP', 'EP300']",0.0049382716049382715,0.8938024107085651,16,2,405,1.0
969,-1,REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1,"['CCNA2', 'E2F1']",0.0049382716049382715,0.8938024107085651,16,2,405,1.0
954,-1,REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,"['SMAD4', 'SP1', 'TGIF2', 'EP300', 'MYC', 'CCNK', 'CCNC', 'NCOR1']",0.019753086419753086,0.8964441276956127,51,8,405,1.0
966,-1,REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,"['TBL1XR1', 'EGR2', 'NFKB1', 'CREBBP', 'EP300', 'SREBF2', 'NCOA6', 'RELA', 'MED23', 'HDAC3', 'MED24', 'CCNC', 'THRAP3', 'NCOR1']",0.0345679012345679,0.9057779929607234,84,14,405,1.0
829,-1,REACTOME_RHOBTB2_GTPASE_CYCLE,"['TXNL1', 'PHIP', 'TWF1']",0.007407407407407408,0.9062279753125799,23,3,405,1.0
933,-1,REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE,"['CCNA2', 'PPP6C', 'WRAP53']",0.007407407407407408,0.9062279753125799,23,3,405,1.0
483,-1,REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE,"['PPP2R1A', 'APC']",0.0049382716049382715,0.9128388154937976,17,2,405,1.0
595,-1,REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF,"['TP53', 'CABIN1']",0.0049382716049382715,0.9128388154937976,17,2,405,1.0
600,-1,REACTOME_FORMATION_OF_THE_NON_CANONICAL_BAF_NCBAF_COMPLEX,"['SMARCC1', 'ACTB']",0.0049382716049382715,0.9128388154937976,17,2,405,1.0
604,-1,REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES,"['FOXO1', 'SMAD4']",0.0049382716049382715,0.9128388154937976,17,2,405,1.0
769,-1,REACTOME_PLATELET_SENSITIZATION_BY_LDL,"['MAPK14', 'PPP2R1A']",0.0049382716049382715,0.9128388154937976,17,2,405,1.0
916,-1,REACTOME_SPECIFICATION_OF_THE_NEURAL_PLATE_BORDER,"['MYB', 'PAX7']",0.0049382716049382715,0.9128388154937976,17,2,405,1.0
977,-1,REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA,"['TNPO1', 'XRN1']",0.0049382716049382715,0.9128388154937976,17,2,405,1.0
895,-1,REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER,"['TBL1XR1', 'HDAC7', 'FBXW7', 'CREBBP', 'EP300', 'MYC', 'HDAC3', 'CCNC', 'NCOR1']",0.022222222222222223,0.9135544397979575,58,9,405,1.0
878,-1,REACTOME_SIGNALING_BY_ALK,"['MYC', 'HDAC3', 'SIN3A', 'EP300']",0.009876543209876543,0.9191986896802139,30,4,405,1.0
926,-1,REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES,"['UBE2G2', 'USP7', 'UBE2E1', 'UBE2H']",0.009876543209876543,0.9191986896802139,30,4,405,1.0
598,-1,REACTOME_FORMATION_OF_THE_CANONICAL_BAF_CBAF_COMPLEX,"['SMARCC1', 'ACTB']",0.0049382716049382715,0.9286422334652604,18,2,405,1.0
687,-1,REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS,"['SIN3A', 'PTPN1']",0.0049382716049382715,0.9286422334652604,18,2,405,1.0
809,-1,REACTOME_REGULATION_OF_NF_KAPPA_B_SIGNALING,"['TP53', 'TRAF6']",0.0049382716049382715,0.9286422334652604,18,2,405,1.0
883,-1,REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS,"['CPSF6', 'CEP43']",0.0049382716049382715,0.9286422334652604,18,2,405,1.0
949,-1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST,"['TP53', 'EP300']",0.0049382716049382715,0.9286422334652604,18,2,405,1.0
852,-1,REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN,"['CSNK2A1', 'SMARCC1', 'EP300', 'ARID2', 'CBFB']",0.012345679012345678,0.9309719331205281,37,5,405,1.0
981,-1,REACTOME_TURBULENT_OSCILLATORY_DISTURBED_FLOW_SHEAR_STRESS_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_IN_ENDOTHELIAL_CELLS,"['PTPN1', 'PPP2R1A', 'RELA', 'NFKB1']",0.009876543209876543,0.9311676165019896,31,4,405,1.0
537,-1,REACTOME_DEADENYLATION_OF_MRNA,"['CNOT11', 'CNOT4', 'PAN3']",0.007407407407407408,0.9339909193657172,25,3,405,1.0
645,-1,REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING,"['ELOB', 'SYK', 'SOCS3']",0.007407407407407408,0.9339909193657172,25,3,405,1.0
953,-1,REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS,"['TBL1XR1', 'CYCS', 'GABPA', 'CREBBP', 'NCOA6', 'GABPB1', 'HDAC3', 'NCOR1']",0.019753086419753086,0.9370045200554158,55,8,405,1.0
548,-1,REACTOME_DISEASES_OF_IMMUNE_SYSTEM,"['NFKB2', 'TRAF3', 'RELA', 'NFKB1']",0.009876543209876543,0.9415136379919992,32,4,405,1.0
805,-1,REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY,"['TBL1XR1', 'SIN3A', 'NCOR1', 'HDAC3']",0.009876543209876543,0.9415136379919992,32,4,405,1.0
599,-1,REACTOME_FORMATION_OF_THE_EMBRYONIC_STEM_CELL_BAF_ESBAF_COMPLEX,"['SMARCC1', 'ACTB']",0.0049382716049382715,0.9417143460122626,19,2,405,1.0
782,-1,REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,"['NFKB2', 'RELA', 'NFKB1']",0.007407407407407408,0.9448326886572999,26,3,405,1.0
476,-1,REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS,"['FBXW7', 'TP53', 'HDAC3', 'WRAP53', 'FBXW2']",0.012345679012345678,0.949092933060435,39,5,405,1.0
754,-1,REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES,"['APC', 'TP53', 'PTEN', 'TRAF3', 'TRAF6']",0.012345679012345678,0.949092933060435,39,5,405,1.0
814,-1,REACTOME_REGULATION_OF_PYRUVATE_METABOLISM,"['RMND5A', 'MAEA', 'PKM', 'GID8']",0.009876543209876543,0.9504255961395844,33,4,405,1.0
474,-1,REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,"['CYCS', 'APAF1']",0.0049382716049382715,0.952492191959791,20,2,405,1.0
738,-1,REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,"['CREBBP', 'EP300']",0.0049382716049382715,0.952492191959791,20,2,405,1.0
947,-1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE,"['TP53', 'CREBBP']",0.0049382716049382715,0.952492191959791,20,2,405,1.0
653,-1,REACTOME_INTEGRIN_SIGNALING,"['CSK', 'PTPN1', 'SYK']",0.007407407407407408,0.9540034618821318,27,3,405,1.0
783,-1,REACTOME_PYROPTOSIS,"['CYCS', 'TP53', 'IRF1']",0.007407407407407408,0.9540034618821318,27,3,405,1.0
718,-1,REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY,"['PTPN2', 'PTPN1']",0.0049382716049382715,0.9613524692061286,21,2,405,1.0
935,-1,REACTOME_TGFBR3_EXPRESSION,"['SP1', 'SMAD4', 'EP300']",0.007407407407407408,0.9617357295327119,28,3,405,1.0
862,-1,REACTOME_SARS_COV_1_ACTIVATES_MODULATES_INNATE_IMMUNE_RESPONSES,"['NFKB1', 'RELA', 'TRAF3', 'TRAF6', 'PPIH']",0.012345679012345678,0.9627976966415441,41,5,405,1.0
453,-1,REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP,"['TBL1XR1', 'SP1', 'CREBBP', 'SREBF2', 'NCOA6']",0.012345679012345678,0.9682988561836584,42,5,405,1.0
517,-1,REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM,"['MMAB', 'MTRR']",0.0049382716049382715,0.9686170293105484,22,2,405,1.0
541,-1,REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM,"['MMAB', 'MTRR']",0.0049382716049382715,0.9686170293105484,22,2,405,1.0
562,-1,REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION,"['PPP2R1A', 'E2F1']",0.0049382716049382715,0.9686170293105484,22,2,405,1.0
572,-1,REACTOME_ERK_MAPK_TARGETS,"['MAPK14', 'PPP2R1A']",0.0049382716049382715,0.9686170293105484,22,2,405,1.0
761,-1,REACTOME_PHOSPHORYLATED_BMAL1_CLOCK_ARNTL_CLOCK_ACTIVATES_EXPRESSION_OF_CORE_CLOCK_GENES,"['CREBBP', 'BHLHE40']",0.0049382716049382715,0.9686170293105484,22,2,405,1.0
633,-1,REACTOME_HEME_SIGNALING,"['TBL1XR1', 'CREBBP', 'EP300', 'NCOA6', 'HDAC3', 'NCOR1']",0.014814814814814815,0.9720586993824326,49,6,405,1.0
944,-1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,"['CCNA2', 'E2F1', 'EP300', 'CNOT11', 'CNOT4', 'TP53']",0.014814814814814815,0.9720586993824326,49,6,405,1.0
606,-1,REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,"['FOXO1', 'SIN3A', 'SMAD4']",0.007407407407407408,0.9736841028241183,30,3,405,1.0
881,-1,REACTOME_SIGNALING_BY_CSF3_G_CSF,"['ELOB', 'SYK', 'SOCS3']",0.007407407407407408,0.9736841028241183,30,3,405,1.0
951,-1,REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION,"['CREBBP', 'TRAF6', 'EP300']",0.007407407407407408,0.9736841028241183,30,3,405,1.0
448,-1,REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION,"['MAPK14', 'TRAF6']",0.0049382716049382715,0.9745588439770216,23,2,405,1.0
741,-1,REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX,"['TBL1XR1', 'HDAC3', 'NCOR1', 'EP300']",0.009876543209876543,0.9749720329902153,37,4,405,1.0
930,-1,REACTOME_TAK1_DEPENDENT_IKK_AND_NF_KAPPA_B_ACTIVATION,"['NFKB1', 'TP53', 'RELA', 'NFKB2', 'TRAF6']",0.012345679012345678,0.9771190553301966,44,5,405,1.0
477,-1,REACTOME_ATP_DEPENDENT_CHROMATIN_REMODELERS,"['SMARCC1', 'ACTB', 'ARID2']",0.007407407407407408,0.9782394406443464,31,3,405,1.0
546,-1,REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE,"['LRP6', 'PPP2R1A', 'APC']",0.007407407407407408,0.9782394406443464,31,3,405,1.0
559,-1,REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY,"['SMAD4', 'TGIF2', 'NCOR1']",0.007407407407407408,0.9782394406443464,31,3,405,1.0
857,-1,REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT,"['CBFB', 'SMAD4', 'HDAC3']",0.007407407407407408,0.9782394406443464,31,3,405,1.0
961,-1,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS,"['MYC', 'CREBBP', 'YY1', 'EP300']",0.009876543209876543,0.9790098595859815,38,4,405,1.0
623,-1,REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING,"['PTPN1', 'SOCS3']",0.0049382716049382715,0.9794079787157166,24,2,405,1.0
710,-1,REACTOME_MTORC1_MEDIATED_SIGNALLING,"['MLST8', 'RHEB']",0.0049382716049382715,0.9794079787157166,24,2,405,1.0
858,-1,REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION,"['CBFB', 'HDAC3']",0.0049382716049382715,0.9794079787157166,24,2,405,1.0
