,cluster,complex,overlap_genes,overlap_fraction,raw_p_value,complex_size,overlap_size,cluster_size,fdr
752,1,Distal appendage,"['CEP89', 'CCP110']",0.02040816326530612,0.029898660449475735,12,2,98,0.04684908212161946
158,2,"Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial","['NDUFA2', 'NDUFS2']",0.02040816326530612,0.00503243366888972,5,2,98,0.01274114885634929
161,2,"Respiratory chain complex I (lambda subunit), mitochondrial","['NDUFA2', 'NDUFS2', 'NDUFV3']",0.030612244897959183,0.00535698610066182,16,3,98,0.013325502925396276
159,2,"Respiratory chain complex I (intermediate VII/650kD), mitochondrial","['NDUFA2', 'NDUFS2']",0.02040816326530612,0.021004377217222096,10,2,98,0.035124966943085686
160,2,"Respiratory chain complex I (intermediate), mitochondrial","['NDUFA2', 'NDUFS2']",0.02040816326530612,0.02529060818061739,11,2,98,0.04118519662801032
162,2,"Respiratory chain complex I (incomplete intermediate), mitochondrial","['NDUFS2', 'NDUFV3']",0.02040816326530612,0.02529060818061739,11,2,98,0.04118519662801032
156,2,"Respiratory chain complex I (holoenzyme), mitochondrial","['NDUFA2', 'NDUFS2', 'NDUFV3']",0.030612244897959183,0.07991006560364845,44,3,98,0.10141647356585487
157,2,ALL-1 supercomplex,"['CPSF2', 'CHD3']",0.02040816326530612,0.1353436213939294,28,2,98,0.16185925875836507
163,2,"Spliceosome, A complex","['HNRNPUL1', 'TRIR']",0.02040816326530612,0.7370370492574143,112,2,98,0.7490825985813353
164,2,"Spliceosome, E complex","['SNRNP40', 'LUC7L3']",0.02040816326530612,0.805181022659643,129,2,98,0.805181022659643
935,4,ING2 complex,"['ING2', 'SIN3A', 'ARID4A']",0.030612244897959183,0.0028767896276550246,13,3,98,0.009414096419695388
937,4,CCC complex,"['VPS35L', 'COMMD7', 'COMMD9']",0.030612244897959183,0.0028767896276550246,13,3,98,0.009414096419695388
936,4,"CCC-Wash (WASH1, FAM21C) complex","['VPS35L', 'COMMD7', 'COMMD9']",0.030612244897959183,0.004425947777199793,15,3,98,0.01274114885634929
933,4,TREX complex,"['DDX39B', 'THOC6']",0.02040816326530612,0.01346766586219806,8,2,98,0.02533143200923832
932,4,Anti-HDAC2 complex,"['HMG20B', 'SIN3A']",0.02040816326530612,0.0571983149807814,17,2,98,0.07608599385812499
934,4,17S U2 snRNP,"['HMG20B', 'SF3B5']",0.02040816326530612,0.1759185589312596,33,2,98,0.20424616818740177
906,5,PA28-20S proteasome,"['PSMA4', 'PSMA3', 'PSMA7', 'PSME2']",0.04081632653061224,0.000391448375531009,16,4,98,0.004532429990624558
918,5,20S proteasome,"['PSMA4', 'PSMA3', 'PSMA7']",0.030612244897959183,0.0036005276048554757,14,3,98,0.0107907378519012
908,5,PA28gamma-20S proteasome,"['PSMA4', 'PSMA3', 'PSMA7']",0.030612244897959183,0.004425947777199793,15,3,98,0.01274114885634929
910,5,17S U2 snRNP,"['PUF60', 'HSPD1', 'SNRPB2', 'SNRPE']",0.04081632653061224,0.006518614979338801,33,4,98,0.016134382846870913
907,5,PA700-20S-PA28 complex,"['PSMA4', 'PSMA3', 'PSMA7', 'PSME2']",0.04081632653061224,0.008902540489999824,36,4,98,0.020223807734132022
905,5,26S proteasome,"['PSMA4', 'PSMA3', 'PSMA7']",0.030612244897959183,0.013330242945540381,22,3,98,0.02533143200923832
912,5,"Spliceosome, C complex","['MAGOH', 'SNRPE', 'SNRPB2']",0.030612244897959183,0.059806859538851335,39,3,98,0.07934376698820943
911,5,Emerin complex 52,"['LMNB1', 'DDX39A']",0.02040816326530612,0.0974208090387962,23,2,98,0.11996745667525027
909,5,C complex spliceosome,"['MAGOH', 'SNRPE', 'HNRNPA3', 'SNRPB2']",0.04081632653061224,0.11196649644135771,80,4,98,0.13664121172699145
917,5,Nuclear pore complex,"['SEC13', 'NUP93']",0.02040816326530612,0.15944085804632335,31,2,98,0.18863692479915783
913,5,"Spliceosome, pre-B complex","['SNRPE', 'SNRPB2']",0.02040816326530612,0.2181156876406551,38,2,98,0.24606021451525148
915,5,"Spliceosome, A complex","['PUF60', 'SNRPE', 'HNRNPA3', 'SNRPB2']",0.04081632653061224,0.2579652199748226,112,4,98,0.28839931896061627
914,5,"Spliceosome, B complex","['SNRPE', 'SNRPB2']",0.02040816326530612,0.2610959781686297,43,2,98,0.29026871315953806
916,5,"Spliceosome, E complex","['PUF60', 'DDX39A', 'SNRPE', 'SNRPB2']",0.04081632653061224,0.3469711796871295,129,4,98,0.3797979359611593
268,6,Prefoldin complex,"['PFDN6', 'PFDN5']",0.02040816326530612,0.0074354917469861784,6,2,98,0.017086176185337754
270,6,17S U2 snRNP,"['SF3B5', 'SNRPB2']",0.02040816326530612,0.1759185589312596,33,2,98,0.20424616818740177
272,6,"Spliceosome, pre-B complex","['SF3B5', 'SNRPB2']",0.02040816326530612,0.2181156876406551,38,2,98,0.24606021451525148
271,6,"Spliceosome, C complex","['ISY1', 'SNRPB2']",0.02040816326530612,0.2266729215921038,39,2,98,0.2548469570442297
269,6,C complex spliceosome,"['ISY1', 'SNRPB2']",0.02040816326530612,0.5556408217780362,80,2,98,0.5850398070572974
273,6,"Spliceosome, A complex","['SF3B5', 'SNRPB2']",0.02040816326530612,0.7370370492574143,112,2,98,0.7490825985813353
307,7,FACT complex,"['SSRP1', 'SUPT16H']",0.02040816326530612,0.0005266554354874238,2,2,98,0.004532429990624558
319,7,ILF3-PA2G4 complex,"['ILF3', 'PA2G4']",0.02040816326530612,0.0005266554354874238,2,2,98,0.004532429990624558
306,7,FACT-NEK9 complex,"['SSRP1', 'SUPT16H']",0.02040816326530612,0.001556157066148265,3,2,98,0.006196273349029975
318,7,ILF3-NR5A2-SERBP1 complex,"['SERBP1', 'ILF3']",0.02040816326530612,0.001556157066148265,3,2,98,0.006196273349029975
310,7,"H2AX complex, without IR exposure","['SSRP1', 'HNRNPR', 'SUPT16H']",0.030612244897959183,0.0028767896276550246,13,3,98,0.009414096419695388
308,7,"FACT complex, UV-activated","['SSRP1', 'SUPT16H']",0.02040816326530612,0.00503243366888972,5,2,98,0.01274114885634929
320,7,SRCAP-containing complex,"['ACTL6A', 'SRCAP']",0.02040816326530612,0.010253916969668063,7,2,98,0.021211325124365327
314,7,DNA-PK-Ku-eIF2-NF90-NF45 complex,"['ILF3', 'ILF2']",0.02040816326530612,0.01346766586219806,8,2,98,0.02533143200923832
303,7,SRCAP complex,"['ACTL6A', 'SRCAP']",0.02040816326530612,0.021004377217222096,10,2,98,0.035124966943085686
304,7,DMAP1-associated complex,"['ACTL6A', 'SRCAP']",0.02040816326530612,0.021004377217222096,10,2,98,0.035124966943085686
313,7,DGCR8 multiprotein complex,"['ILF3', 'HNRNPR']",0.02040816326530612,0.02529060818061739,11,2,98,0.04118519662801032
322,7,"Spliceosome, E complex","['NUDT21', 'ACTL6A', 'SNRPC', 'ALYREF', 'HNRNPR', 'HNRNPD', 'HNRNPA0']",0.07142857142857142,0.02835609106331394,129,7,98,0.045728218165311786
321,7,"Spliceosome, A complex","['SNRPC', 'ILF3', 'HNRNPR', 'ILF2', 'HNRNPAB', 'HNRNPA3']",0.061224489795918366,0.04348599339723131,112,6,98,0.06243659946644323
316,7,CENP-A nucleosomal complex,"['SSRP1', 'SUPT16H']",0.02040816326530612,0.04548861716822296,15,2,98,0.06347990754892265
305,7,CEN complex,"['CBX3', 'SSRP1', 'SUPT16H']",0.030612244897959183,0.05253402141298624,37,3,98,0.07073254574549569
311,7,Large Drosha complex,"['ILF3', 'ILF2']",0.02040816326530612,0.07645147514214128,20,2,98,0.09777534417278994
315,7,Emerin complex 52,"['LMNB1', 'ILF3']",0.02040816326530612,0.0974208090387962,23,2,98,0.11996745667525027
317,7,H2A.Z histone-exchange complex p400/TIP60,"['ACTL6A', 'SRCAP']",0.02040816326530612,0.127510210919501,27,2,98,0.15285862634325723
309,7,C complex spliceosome,"['ALYREF', 'HNRNPA3', 'HNRNPR']",0.030612244897959183,0.2805222218660683,80,3,98,0.3091025589775614
312,7,Nop56p-associated pre-rRNA complex,"['ILF3', 'ILF2']",0.02040816326530612,0.6985655205399913,104,2,98,0.7217784973388279
197,8,MDM2-MDM4-TP53 complex,"['MDM2', 'TP53', 'MDM4']",0.030612244897959183,1.1904620157003223e-05,3,3,98,0.00045558065600839254
193,8,p53-MDM2 complex,"['MDM2', 'TP53']",0.02040816326530612,0.0005266554354874238,2,2,98,0.004532429990624558
194,8,p53beta-MDM2 complex,"['MDM2', 'TP53']",0.02040816326530612,0.0005266554354874238,2,2,98,0.004532429990624558
195,8,p53gamma-MDM2 complex,"['MDM2', 'TP53']",0.02040816326530612,0.0005266554354874238,2,2,98,0.004532429990624558
196,8,DHCR24-DHCR7 complex,"['DHCR24', 'DHCR7']",0.02040816326530612,0.0005266554354874238,2,2,98,0.004532429990624558
201,8,ACTN4-VDR complex,"['VDR', 'ACTN4']",0.02040816326530612,0.0005266554354874238,2,2,98,0.004532429990624558
185,8,EP300-MDM2-TP53 complex,"['MDM2', 'TP53']",0.02040816326530612,0.001556157066148265,3,2,98,0.006196273349029975
188,8,ESR1-MDM2-TP53 complex,"['MDM2', 'TP53']",0.02040816326530612,0.001556157066148265,3,2,98,0.006196273349029975
190,8,NUMB-TP53-MDM2 complex,"['MDM2', 'TP53']",0.02040816326530612,0.001556157066148265,3,2,98,0.006196273349029975
191,8,MDM2-TP53-YY1 complex,"['MDM2', 'TP53']",0.02040816326530612,0.001556157066148265,3,2,98,0.006196273349029975
192,8,CDKN1A-TP53-CDK1-PCNA complex,"['TP53', 'CDKN1A']",0.02040816326530612,0.001556157066148265,3,2,98,0.006196273349029975
198,8,MDM2-TP53-WWOX complex,"['MDM2', 'TP53']",0.02040816326530612,0.001556157066148265,3,2,98,0.006196273349029975
200,8,MDM2-RSL1D1-TP53 complex,"['MDM2', 'TP53']",0.02040816326530612,0.001556157066148265,3,2,98,0.006196273349029975
199,8,ARRB2-GNB1-GNG2-PTH1R complex,"['GNG2', 'ARRB2']",0.02040816326530612,0.0030654947135490508,4,2,98,0.009414096419695388
204,8,CUL2-ELOB-EGLN1-LIMD1-VHL complex,"['ELOB', 'LIMD1']",0.02040816326530612,0.00503243366888972,5,2,98,0.01274114885634929
189,8,"Respiratory chain complex I (beta subunit), mitochondrial","['NDUFB3', 'NDUFB8', 'NDUFB9']",0.030612244897959183,0.00535698610066182,16,3,98,0.013325502925396276
187,8,WIP-WASp-actin-myosin-IIa complex,"['MYH9', 'MYL6']",0.02040816326530612,0.0074354917469861784,6,2,98,0.017086176185337754
202,8,CD3-LAG3-TCR complex,"['CD3E', 'CD3D']",0.02040816326530612,0.0074354917469861784,6,2,98,0.017086176185337754
203,8,TCR-CD3 complex,"['CD3E', 'CD3D']",0.02040816326530612,0.0074354917469861784,6,2,98,0.017086176185337754
186,8,"Respiratory chain complex I (holoenzyme), mitochondrial","['NDUFB3', 'NDUFB8', 'NDUFB9']",0.030612244897959183,0.07991006560364845,44,3,98,0.10141647356585487
261,9,ATP1A1-ATP1B3-CD98- CD147-SLC1A5 complex,"['BSG', 'SLC3A2']",0.02040816326530612,0.00503243366888972,5,2,98,0.01274114885634929
210,10,"Dynein-2 complex, cytoplasmic","['DYNLT3', 'DYNLT1', 'DYNLRB1']",0.030612244897959183,0.002250346836325688,12,3,98,0.008645154834533047
208,10,WIP-WASp-actin-myosin-IIa complex,"['MYL6', 'MYL12A']",0.02040816326530612,0.0074354917469861784,6,2,98,0.017086176185337754
209,10,Nop56p-associated pre-rRNA complex,"['FBL', 'LYAR', 'NOLC1']",0.030612244897959183,0.4323866734547754,104,3,98,0.4681444397034837
919,11,BSG-gamma-secretase complex,"['NCSTN', 'BSG']",0.02040816326530612,0.00503243366888972,5,2,98,0.01274114885634929
920,11,TIP60 histone acetylase complex,"['KAT5', 'RUVBL1']",0.02040816326530612,0.00503243366888972,5,2,98,0.01274114885634929
922,11,LSm1-7 complex,"['LSM7', 'LSM4']",0.02040816326530612,0.010253916969668063,7,2,98,0.021211325124365327
923,11,LSm2-8 complex,"['LSM7', 'LSM4']",0.02040816326530612,0.010253916969668063,7,2,98,0.021211325124365327
924,11,NuA4/Tip60-HAT complex B,"['KAT5', 'RUVBL1']",0.02040816326530612,0.01346766586219806,8,2,98,0.02533143200923832
926,11,NuA4/Tip60 HAT complex,"['KAT5', 'RUVBL1']",0.02040816326530612,0.040013594582753186,14,2,98,0.05786849797941777
925,11,NuA4/Tip60-HAT complex A,"['KAT5', 'RUVBL1']",0.02040816326530612,0.04548861716822296,15,2,98,0.06347990754892265
921,11,NuA4/Tip60-HAT complex,"['KAT5', 'RUVBL1']",0.02040816326530612,0.05122170732073169,16,2,98,0.06972038137363616
931,11,TIP60-C complex,"['KAT5', 'RUVBL1']",0.02040816326530612,0.0974208090387962,23,2,98,0.11996745667525027
927,11,H2A.Z histone-exchange complex p400/TIP60,"['KAT5', 'RUVBL1']",0.02040816326530612,0.127510210919501,27,2,98,0.15285862634325723
928,11,"Spliceosome, pre-B complex","['LSM7', 'LSM4']",0.02040816326530612,0.2181156876406551,38,2,98,0.24606021451525148
929,11,"Spliceosome, B complex","['LSM7', 'LSM4']",0.02040816326530612,0.2610959781686297,43,2,98,0.29026871315953806
930,11,"Spliceosome, E complex","['RUVBL1', 'LSM4', 'SMARCB1']",0.030612244897959183,0.5771806990146475,129,3,98,0.6013558068267794
941,12,FBXL20-PDE6D complex,"['PDE6D', 'FBXL20']",0.02040816326530612,0.0005266554354874238,2,2,98,0.004532429990624558
938,12,CHTOP-ERH-PRMT1-PRMT5-WDR77 complex,"['CHTOP', 'PRMT1']",0.02040816326530612,0.00503243366888972,5,2,98,0.01274114885634929
940,12,"Spliceosome, E complex","['HNRNPA0', 'LSM4', 'HNRNPR']",0.030612244897959183,0.5771806990146475,129,3,98,0.6013558068267794
939,12,"Spliceosome, A complex","['CIRBP', 'HNRNPR']",0.02040816326530612,0.7370370492574143,112,2,98,0.7490825985813353
900,13,"Spliceosome, pre-B complex","['LSM6', 'SF3B5']",0.02040816326530612,0.2181156876406551,38,2,98,0.24606021451525148
843,14,Condensin II,"['NCAPG2', 'SMC4']",0.02040816326530612,0.00503243366888972,5,2,98,0.01274114885634929
847,14,MCPH1-Condensin II complex,"['NCAPG2', 'SMC4']",0.02040816326530612,0.01346766586219806,8,2,98,0.02533143200923832
844,14,SRCAP complex,"['H2AZ1', 'YEATS4']",0.02040816326530612,0.021004377217222096,10,2,98,0.035124966943085686
850,14,TIP60-C complex,"['YEATS4', 'TUBB']",0.02040816326530612,0.0974208090387962,23,2,98,0.11996745667525027
846,14,H2A.Z histone-exchange complex p400/TIP60,"['YEATS4', 'H2AZ1']",0.02040816326530612,0.127510210919501,27,2,98,0.15285862634325723
849,14,"Spliceosome, E complex","['HNRNPA2B1', 'ALYREF', 'SRSF3', 'DDX39A']",0.04081632653061224,0.3469711796871295,129,4,98,0.3797979359611593
845,14,C complex spliceosome,"['HNRNPA2B1', 'ALYREF']",0.02040816326530612,0.5556408217780362,80,2,98,0.5850398070572974
848,14,"Spliceosome, A complex","['HNRNPA2B1', 'SRSF3']",0.02040816326530612,0.7370370492574143,112,2,98,0.7490825985813353
105,15,CDC5L complex,"['SRSF2', 'RBMX', 'GCN1', 'SFI1']",0.04081632653061224,0.004602077824476124,30,4,98,0.01274114885634929
111,15,NARC1 complex,"['ALYREF', 'RBMX']",0.02040816326530612,0.00503243366888972,5,2,98,0.01274114885634929
106,15,HCF-1 complex,"['HDAC1', 'ASH2L', 'OGT']",0.030612244897959183,0.007549539249044994,18,3,98,0.01726848632827533
110,15,MLL1 complex,"['OGT', 'ASH2L']",0.02040816326530612,0.01346766586219806,8,2,98,0.02533143200923832
108,15,Set1A complex,"['OGT', 'ASH2L']",0.02040816326530612,0.021004377217222096,10,2,98,0.035124966943085686
109,15,MLL2 complex,"['OGT', 'ASH2L']",0.02040816326530612,0.021004377217222096,10,2,98,0.035124966943085686
113,15,"Spliceosome, E complex","['DDX39A', 'HNRNPD', 'ALYREF', 'SRSF3', 'SRSF2', 'SNRNP40', 'HNRNPA2B1']",0.07142857142857142,0.02835609106331394,129,7,98,0.045728218165311786
107,15,Set1B complex,"['OGT', 'ASH2L']",0.02040816326530612,0.029898660449475735,12,2,98,0.04684908212161946
103,15,Integrator-RNAPII complex,"['INTS3', 'POLR2A']",0.02040816326530612,0.040013594582753186,14,2,98,0.05786849797941777
104,15,C complex spliceosome,"['SNRNP40', 'HNRNPA2B1', 'ALYREF', 'RBMX']",0.04081632653061224,0.11196649644135771,80,4,98,0.13664121172699145
112,15,"Spliceosome, A complex","['SRSF2', 'HNRNPA2B1', 'SRSF3', 'RBMX']",0.04081632653061224,0.2579652199748226,112,4,98,0.28839931896061627
80,16,"Ubiquitin E3 ligase (SMURF2, SMAD7) - TGF(beta)","['TGFBR2', 'SMAD7']",0.02040816326530612,0.0030654947135490508,4,2,98,0.009414096419695388
81,16,Ubiquitin E3 ligase (SMAD7-SMURF1) - TGF(beta),"['TGFBR2', 'SMAD7']",0.02040816326530612,0.0030654947135490508,4,2,98,0.009414096419695388
84,16,PRC1.6a complex,"['TFDP1', 'RYBP']",0.02040816326530612,0.03481172787162497,13,2,98,0.05216516450642597
86,16,Nuclear pore complex,"['NUP205', 'NUP188']",0.02040816326530612,0.15944085804632335,31,2,98,0.18863692479915783
82,16,"Spliceosome, pre-B complex","['LSM4', 'TXNL4A']",0.02040816326530612,0.2181156876406551,38,2,98,0.24606021451525148
83,16,"Spliceosome, B complex","['LSM4', 'TXNL4A']",0.02040816326530612,0.2610959781686297,43,2,98,0.29026871315953806
85,16,"Spliceosome, E complex","['YBX1', 'LSM4']",0.02040816326530612,0.805181022659643,129,2,98,0.805181022659643
467,17,SRCAP complex,"['H2AZ1', 'EAF2']",0.02040816326530612,0.021004377217222096,10,2,98,0.035124966943085686
468,17,"Spliceosome, A complex","['YBX1', 'BCAS2']",0.02040816326530612,0.7370370492574143,112,2,98,0.7490825985813353
469,17,"Spliceosome, E complex","['YBX1', 'BCAS2']",0.02040816326530612,0.805181022659643,129,2,98,0.805181022659643
579,18,XFIM complex,"['HDAC1', 'GTF2I']",0.02040816326530612,0.00503243366888972,5,2,98,0.01274114885634929
578,18,anti-BHC110 complex,"['HDAC1', 'GTF2I']",0.02040816326530612,0.02529060818061739,11,2,98,0.04118519662801032
580,18,SIN3-SAP25 complex,"['HDAC1', 'SUDS3']",0.02040816326530612,0.02529060818061739,11,2,98,0.04118519662801032
583,18,ING2 complex,"['HDAC1', 'SUDS3']",0.02040816326530612,0.03481172787162497,13,2,98,0.05216516450642597
577,18,Anti-HDAC2 complex,"['HDAC1', 'GTF2I']",0.02040816326530612,0.0571983149807814,17,2,98,0.07608599385812499
582,18,HCF-1 complex,"['HDAC1', 'SUDS3']",0.02040816326530612,0.06340441194724844,18,2,98,0.08300972353620026
584,18,"Spliceosome, A complex","['SF3B3', 'HNRNPA2B1', 'HNRNPA3', 'CIRBP']",0.04081632653061224,0.2579652199748226,112,4,98,0.28839931896061627
581,18,C complex spliceosome,"['SF3B3', 'HNRNPA2B1', 'HNRNPA3']",0.030612244897959183,0.2805222218660683,80,3,98,0.3091025589775614
585,18,"Spliceosome, E complex","['HNRNPA2B1', 'SF3B3']",0.02040816326530612,0.805181022659643,129,2,98,0.805181022659643
440,19,CD4 receptor complex,"['CD4', 'VIM']",0.02040816326530612,0.017057382346729842,9,2,98,0.03041594163977812
439,19,ALL-1 supercomplex,"['SMARCA2', 'TAF12', 'CHD3']",0.030612244897959183,0.02567587475193298,28,3,98,0.04174427349374724
438,19,SNF2h-cohesin-NuRD complex,"['CHD3', 'BAZ1A']",0.02040816326530612,0.05122170732073169,16,2,98,0.06972038137363616
373,20,DNA polymerase alpha-primase complex,"['POLA2', 'PRIM1']",0.02040816326530612,0.0030654947135490508,4,2,98,0.009414096419695388
374,20,DNA synthesome core complex,"['POLA2', 'PRIM1']",0.02040816326530612,0.040013594582753186,14,2,98,0.05786849797941777
372,20,"DNA synthesome complex, leukemia cells","['POLA2', 'PRIM1']",0.02040816326530612,0.06982647594566552,19,2,98,0.09046529110148072
375,20,"DNA synthesome complex, breast cancer cells","['POLA2', 'PRIM1']",0.02040816326530612,0.07645147514214128,20,2,98,0.09777534417278994
376,20,"DNA synthesome complex, breast cancer MCF7 cells","['POLA2', 'PRIM1']",0.02040816326530612,0.0974208090387962,23,2,98,0.11996745667525027
5,21,CAPN1-HSP90AB1 complex,"['HSP90AB1', 'CAPN1']",0.02040816326530612,0.0005266554354874238,2,2,98,0.004532429990624558
7,21,MSN-SELPLG-SYK complex,"['SELPLG', 'MSN']",0.02040816326530612,0.001556157066148265,3,2,98,0.006196273349029975
3,21,TNF-alpha/NF-kappa B signaling complex 8,"['HSP90AB1', 'IKBKE']",0.02040816326530612,0.0074354917469861784,6,2,98,0.017086176185337754
4,21,"TOM complex (TOMM5, TOMM6, TOMM7, TOMM20, TOMM22, TOMM40, TOMM70), mitochondrial","['TOMM5', 'TOMM40']",0.02040816326530612,0.010253916969668063,7,2,98,0.021211325124365327
2,21,DNA-PK-Ku-eIF2-NF90-NF45 complex,"['EIF2S1', 'ILF2']",0.02040816326530612,0.01346766586219806,8,2,98,0.02533143200923832
0,21,17S U2 snRNP,"['TRAP1', 'HSPD1']",0.02040816326530612,0.1759185589312596,33,2,98,0.20424616818740177
1,21,Nop56p-associated pre-rRNA complex,"['TUFM', 'LYAR', 'BRIX1', 'ILF2']",0.04081632653061224,0.2178662396557279,104,4,98,0.24606021451525148
6,21,"Spliceosome, A complex","['HNRNPAB', 'ILF2']",0.02040816326530612,0.7370370492574143,112,2,98,0.7490825985813353
695,22,TNF-alpha/NF-kappa B signaling complex 8,"['HSP90AB1', 'IKBKE']",0.02040816326530612,0.0074354917469861784,6,2,98,0.017086176185337754
694,22,Nop56p-associated pre-rRNA complex,"['BRIX1', 'SNU13', 'TUFM', 'NOLC1', 'LYAR']",0.05102040816326531,0.09084059399404774,104,5,98,0.11412423109100694
693,22,17S U2 snRNP,"['TRAP1', 'HSPD1']",0.02040816326530612,0.1759185589312596,33,2,98,0.20424616818740177
982,23,HCF-1 complex,"['OGT', 'HSP90AA1', 'HCFC1', 'HSPA8']",0.04081632653061224,0.0006352029769269631,18,4,98,0.005016087000335939
986,23,HSP90-CIP1-FKBPL complex,"['HSP90AA1', 'CDKN1A']",0.02040816326530612,0.001556157066148265,3,2,98,0.006196273349029975
990,23,ASXL1-HCFC1-OGT complex,"['OGT', 'HCFC1']",0.02040816326530612,0.001556157066148265,3,2,98,0.006196273349029975
