,cluster,complex,overlap_genes,overlap_fraction,raw_p_value,complex_size
13,29,KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,"['CD247', 'CD3G', 'LAT', 'VAV1', 'CD3D', 'ZAP70', 'CD3E', 'LCP2', 'PLCG1']",0.8181818181818182,1.7041872355532086e-10,108
14,29,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,"['CD247', 'VAV1', 'LAT', 'ZAP70', 'LCP2', 'PLCG1']",0.5454545454545454,3.626868357045886e-05,137
15,29,KEGG_HEMATOPOIETIC_CELL_LINEAGE,"['CD3E', 'CD3D', 'CD3G']",0.2727272727272727,0.010776737104821446,87
16,29,KEGG_PRIMARY_IMMUNODEFICIENCY,"['CD3E', 'CD3D', 'ZAP70']",0.2727272727272727,0.0007821277790273619,35
17,29,KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,"['PLCG1', 'VAV1', 'LCP2', 'LAT']",0.36363636363636365,0.0006519805102894941,79
18,39,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,"['ELOC', 'ELOB']",0.6666666666666666,0.013507539140882393,135
19,39,KEGG_RENAL_CELL_CARCINOMA,"['ELOC', 'ELOB']",0.6666666666666666,0.003690137966914355,70
20,40,KEGG_PROTEIN_EXPORT,['OXA1L'],0.25,0.04814758604592453,24
21,51,KEGG_OXIDATIVE_PHOSPHORYLATION,"['CYC1', 'UQCRC2', 'UQCRQ', 'COX6B1', 'UQCRB', 'COX11', 'COX6C', 'COX4I1', 'COX15', 'COX5A', 'COX17']",0.11827956989247312,0.046309887062350244,133
22,51,KEGG_CARDIAC_MUSCLE_CONTRACTION,"['CYC1', 'UQCRC2', 'UQCRQ', 'COX6B1', 'UQCRB', 'COX6C', 'COX4I1', 'COX5A']",0.08602150537634409,0.03081383961464059,79
23,51,KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,"['VARS2', 'EARS2', 'LARS2', 'PARS2', 'WARS2', 'TARS2']",0.06451612903225806,0.011389223190050816,41
24,52,KEGG_OXIDATIVE_PHOSPHORYLATION,"['ATP5ME', 'ATP5F1A', 'ATP5MF', 'ATP5PO']",0.23529411764705882,0.02415682235703547,133
25,55,KEGG_N_GLYCAN_BIOSYNTHESIS,"['ALG8', 'DOLPP1']",0.5,0.0031417147566264935,46
26,59,KEGG_MTOR_SIGNALING_PATHWAY,"['TSC1', 'TSC2']",0.5,0.00400838172980151,52
27,59,KEGG_INSULIN_SIGNALING_PATHWAY,"['TSC1', 'TSC2']",0.5,0.026533154629351456,137
28,71,KEGG_PARKINSONS_DISEASE,"['COX7C', 'NDUFA9', 'COX6C', 'NDUFS7', 'NDUFS8', 'CYC1', 'ATP5F1E', 'ATP5PO', 'NDUFA6', 'NDUFB9', 'NDUFS5', 'NDUFB2', 'NDUFC1', 'NDUFA8', 'UQCRQ', 'NDUFB4', 'UQCRB', 'NDUFB6', 'NDUFS2']",0.1165644171779141,0.009804667432285804,131
29,71,KEGG_OXIDATIVE_PHOSPHORYLATION,"['COX7C', 'NDUFA9', 'COX6C', 'ATP5ME', 'NDUFS7', 'NDUFS8', 'CYC1', 'ATP5F1E', 'COX17', 'ATP5MF', 'ATP5PO', 'NDUFA6', 'NDUFB9', 'NDUFS5', 'NDUFB2', 'NDUFC1', 'NDUFA8', 'UQCRQ', 'NDUFB4', 'UQCRB', 'NDUFB6', 'NDUFS2', 'COX15']",0.1411042944785276,0.0003769050086510078,133
30,71,KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,"['VARS2', 'SARS2', 'FARS2', 'EARS2', 'LARS2', 'PARS2', 'CARS2', 'WARS2', 'NARS2', 'TARS2']",0.06134969325153374,0.0013999220218589264,41
31,72,KEGG_LYSINE_DEGRADATION,"['EHMT1', 'EHMT2']",0.5,0.0028755246915875246,44
32,78,KEGG_LYSINE_DEGRADATION,"['EHMT1', 'EHMT2']",0.5,0.0028755246915875246,44
33,85,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,['BCAT2'],0.14285714285714285,0.03870813197920108,11
34,90,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE,"['EXT1', 'B3GAT1', 'NDST2', 'EXT2', 'B4GALT7']",0.03937007874015748,0.023098638054545675,26
