,cluster,complex,overlap_genes,overlap_fraction,raw_p_value,complex_size,overlap_size,cluster_size,fdr
1062,-1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES,"['TP53INP1', 'BNIP3L', 'BCL6', 'BBC3']",0.04081632653061224,0.01783956319695904,44,4,98,0.467581392678851
1013,-1,REACTOME_PROTEIN_FOLDING,"['CCT4', 'CCT6A', 'CCT5', 'TUBA1B', 'STAT3', 'TCP1']",0.061224489795918366,0.024694617241347663,98,6,98,0.49408700412418605
1003,-1,REACTOME_PEXOPHAGY,"['NBR1', 'SQSTM1']",0.02040816326530612,0.02529060818061739,11,2,98,0.49408700412418605
888,-1,REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,"['BMF', 'TFDP1', 'BBC3']",0.030612244897959183,0.030788763577832896,30,3,98,0.5192416128237354
969,-1,REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,"['LMNB1', 'TCP1', 'STAT3', 'PDCD4']",0.04081632653061224,0.04143215468016393,57,4,98,0.5793561595812537
1064,-1,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6,"['CBX3', 'RRM2', 'TFDP1']",0.030612244897959183,0.042493716703994,34,3,98,0.5868280348137997
949,-1,REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES,"['BCL6', 'BBC3']",0.02040816326530612,0.05122170732073169,16,2,98,0.6256017742698876
1068,-1,REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1,"['CCNA2', 'TFDP1']",0.02040816326530612,0.05122170732073169,16,2,98,0.6256017742698876
954,-1,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,"['LMNB1', 'TCP1', 'PDCD4']",0.030612244897959183,0.05611362806916163,38,3,98,0.6353846087286269
983,-1,REACTOME_MITOCHONDRIAL_UNFOLDED_PROTEIN_RESPONSE_UPRMT,"['HSPD1', 'HSPE1']",0.02040816326530612,0.06340441194724844,18,2,98,0.6599751009172444
1004,-1,REACTOME_PHOSPHORYLATION_OF_THE_APC_C,"['PLK1', 'UBE2S']",0.02040816326530612,0.07645147514214128,20,2,98,0.6944688949799732
1012,-1,REACTOME_PROGRAMMED_CELL_DEATH,"['CYCS', 'BBC3', 'CASP8', 'TFDP1', 'STAT3', 'LMNB1', 'BMF', 'HSP90AA1']",0.08163265306122448,0.08478844996598853,198,8,98,0.7182282905287389
898,-1,REACTOME_APOPTOSIS,"['CYCS', 'BBC3', 'CASP8', 'STAT3', 'LMNB1', 'BMF', 'TFDP1']",0.07142857142857142,0.08704979560835752,166,7,98,0.7344029244452436
970,-1,REACTOME_INTERLEUKIN_12_SIGNALING,"['LMNB1', 'TCP1', 'PDCD4']",0.030612244897959183,0.09320528115297785,47,3,98,0.7565169538794936
1027,-1,REACTOME_RHOBTB2_GTPASE_CYCLE,"['CCT6A', 'HSP90AA1']",0.02040816326530612,0.0974208090387962,23,2,98,0.7565313040979708
1057,-1,REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE,"['CCNA2', 'DKC1']",0.02040816326530612,0.0974208090387962,23,2,98,0.7565313040979708
1061,-1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,"['CCNA2', 'TFDP1', 'BTG2']",0.030612244897959183,0.10254441515169366,49,3,98,0.7765013154442811
907,-1,REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE,"['CCT4', 'CCT5', 'TCP1']",0.030612244897959183,0.11224136356523134,51,3,98,0.7933877248455132
999,-1,REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN,"['LMNB1', 'NDC1', 'PLK1']",0.030612244897959183,0.1222760868367304,53,3,98,0.8192011752918251
950,-1,REACTOME_G0_AND_EARLY_G1,"['CCNA2', 'TFDP1']",0.02040816326530612,0.127510210919501,27,2,98,0.8262109744829605
951,-1,REACTOME_G1_S_SPECIFIC_TRANSCRIPTION,"['RRM2', 'TFDP1']",0.02040816326530612,0.14328240112662813,29,2,98,0.8533687227163897
1078,-1,REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS,"['HSP90AA1', 'VAMP2']",0.02040816326530612,0.14328240112662813,29,2,98,0.8533687227163897
1043,-1,REACTOME_SELECTIVE_AUTOPHAGY,"['SQSTM1', 'TUBA1B', 'NBR1', 'HSP90AA1']",0.04081632653061224,0.1528500332270685,90,4,98,0.8809058180045343
1018,-1,REACTOME_REGULATED_NECROSIS,"['CASP8', 'HSP90AA1', 'CYCS']",0.030612244897959183,0.15420211971610623,59,3,98,0.8820002023912674
924,-1,REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION,"['CCNA2', 'PLK1']",0.02040816326530612,0.16764378495611765,32,2,98,0.9041887818172877
1033,-1,REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS,"['CASP8', 'HSP90AA1']",0.02040816326530612,0.16764378495611765,32,2,98,0.9041887818172877
1017,-1,REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,"['TUBB', 'TUBA1B', 'PLK1', 'HSP90AA1']",0.04081632653061224,0.17516059761567407,95,4,98,0.9201554698985935
918,-1,REACTOME_CILIUM_ASSEMBLY,"['CCT4', 'CCT5', 'TUBA1B', 'PLK1', 'TUBB', 'TCP1', 'HSP90AA1']",0.07142857142857142,0.18002505740243663,201,7,98,0.9362943148567316
887,-1,REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS,"['CCNA2', 'PLK1', 'UBE2S']",0.030612244897959183,0.18258721477297835,64,3,98,0.9362943148567316
1028,-1,REACTOME_RHOBTB_GTPASE_CYCLE,"['CCT6A', 'HSP90AA1']",0.02040816326530612,0.1926536787613044,35,2,98,0.9451934905234446
948,-1,REACTOME_FOXO_MEDIATED_TRANSCRIPTION,"['FBXO32', 'BCL6', 'BBC3']",0.030612244897959183,0.19431669416914854,66,3,98,0.9461392609647431
1059,-1,REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,"['TUBA1B', 'PLK1', 'HSP90AA1']",0.030612244897959183,0.19431669416914854,66,3,98,0.9461392609647431
1074,-1,REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA,"['ALYREF', 'NDC1']",0.02040816326530612,0.20109979090999552,36,2,98,0.9549380287352915
899,-1,REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,"['LMNB1', 'CASP8']",0.02040816326530612,0.2181156876406551,38,2,98,0.9699026267308063
931,-1,REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE,"['UBE2S', 'TFDP1']",0.02040816326530612,0.2181156876406551,38,2,98,0.9699026267308063
904,-1,REACTOME_BACTERIAL_INFECTION_PATHWAYS,"['CORO1A', 'HSP90AA1', 'VAMP2']",0.030612244897959183,0.22440463293008667,71,3,98,0.9827398335242183
902,-1,REACTOME_AURKA_ACTIVATION_BY_TPX2,"['TUBB', 'PLK1', 'HSP90AA1']",0.030612244897959183,0.23053390791047468,72,3,98,0.9879348373904736
897,-1,REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,"['CCNA2', 'PLK1', 'UBE2S']",0.030612244897959183,0.2491030177930973,75,3,98,0.9999999999999997
1045,-1,REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP,"['UBE2S', 'CCNA2', 'STAT3', 'H2BC9']",0.04081632653061224,0.25286563346492746,111,4,98,0.9999999999999997
1000,-1,REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,"['LMNB1', 'NDC1', 'TUBA1B']",0.030612244897959183,0.2553456144273843,76,3,98,0.9999999999999997
1071,-1,REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS,"['ALYREF', 'NDC1']",0.02040816326530612,0.2610959781686297,43,2,98,0.9999999999999997
892,-1,REACTOME_AGGREPHAGY,"['TUBA1B', 'HSP90AA1']",0.02040816326530612,0.2697238787669622,44,2,98,0.9999999999999997
934,-1,REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,"['LMNB1', 'CCNA2', 'H2BC9']",0.030612244897959183,0.27420138216264156,79,3,98,0.9999999999999997
1054,-1,REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,"['CCNA2', 'UBE2S', 'GMNN']",0.030612244897959183,0.27420138216264156,79,3,98,0.9999999999999997
1016,-1,REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,"['TUBB', 'PLK1', 'HSP90AA1']",0.030612244897959183,0.2868574067045305,81,3,98,0.9999999999999997
928,-1,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,"['CASP8', 'TANK', 'HSP90AA1']",0.030612244897959183,0.2932049243665593,82,3,98,0.9999999999999997
912,-1,REACTOME_CELLULAR_SENESCENCE,"['H2BC9', 'CCNA2', 'STAT3', 'LMNB1', 'UBE2S', 'TFDP1']",0.061224489795918366,0.301587757708343,197,6,98,0.9999999999999997
1072,-1,REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,"['SRSF2', 'ALYREF', 'NDC1']",0.030612244897959183,0.3059290983319781,84,3,98,0.9999999999999997
991,-1,REACTOME_MRNA_SPLICING_MINOR_PATHWAY,"['SRSF2', 'SNRNP40']",0.02040816326530612,0.32132162215238613,50,2,98,0.9999999999999997
1020,-1,REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION,"['TUBB', 'PLK1', 'HSP90AA1']",0.030612244897959183,0.3250597401269352,87,3,98,0.9999999999999997
944,-1,REACTOME_EXTENSION_OF_TELOMERES,"['CCNA2', 'DKC1']",0.02040816326530612,0.32985551025798454,51,2,98,0.9999999999999997
1067,-1,REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS,"['TFDP1', 'STAT3', 'H2BC9']",0.030612244897959183,0.3378218553099938,89,3,98,0.9999999999999997
900,-1,REACTOME_APOPTOTIC_EXECUTION_PHASE,"['LMNB1', 'CASP8']",0.02040816326530612,0.3383610198314352,52,2,98,0.9999999999999997
1022,-1,REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION,"['TP53INP1', 'CCNA2', 'SSRP1']",0.030612244897959183,0.35694311800586936,92,3,98,0.9999999999999997
1077,-1,REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR,"['EXOSC8', 'TPP1', 'CREBRF']",0.030612244897959183,0.3633044949193736,93,3,98,0.9999999999999997
959,-1,REACTOME_HDACS_DEACETYLATE_HISTONES,"['ARID4B', 'H2BC9', 'PHF21A']",0.030612244897959183,0.3696570748066643,94,3,98,0.9999999999999997
1001,-1,REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,"['CYCS', 'CCT4', 'CCT5', 'TUBA1B', 'PLK1', 'TUBB', 'TCP1', 'HSP90AA1']",0.08163265306122448,0.37766701321449814,297,8,98,0.9999999999999997
964,-1,REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,"['TUBA1B', 'HSP90AA1']",0.02040816326530612,0.3803559559183167,57,2,98,0.9999999999999997
893,-1,REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE,"['TUBB', 'PLK1', 'HSP90AA1']",0.030612244897959183,0.388647162042786,97,3,98,0.9999999999999997
984,-1,REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,"['CCNA2', 'RRM2', 'TFDP1', 'GMNN']",0.04081632653061224,0.4000006366603981,139,4,98,0.9999999999999997
908,-1,REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6,"['CCNA2', 'UBE2S']",0.02040816326530612,0.40503028398240476,60,2,98,0.9999999999999997
927,-1,REACTOME_CYTOPROTECTION_BY_HMOX1,"['CYCS', 'STAT3']",0.02040816326530612,0.40503028398240476,60,2,98,0.9999999999999997
896,-1,REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,"['PLK1', 'UBE2S']",0.02040816326530612,0.4131539356074751,61,2,98,0.9999999999999997
988,-1,REACTOME_MITOTIC_PROPHASE,"['LMNB1', 'NDC1', 'PLK1', 'H2BC9']",0.04081632653061224,0.4158147864141586,142,4,98,0.9999999999999997
932,-1,REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,"['LMNB1', 'CASP8', 'H2BC9']",0.030612244897959183,0.4323866734547754,104,3,98,0.9999999999999997
1044,-1,REACTOME_SEMAPHORIN_INTERACTIONS,"['RHOC', 'HSP90AA1']",0.02040816326530612,0.4371940876589666,64,2,98,0.9999999999999997
982,-1,REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,"['TIMM13', 'HSPD1']",0.02040816326530612,0.44509143459515804,65,2,98,0.9999999999999997
1066,-1,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,"['CYCS', 'BBC3', 'TP53INP1', 'CCNA2', 'SSRP1', 'BNIP3L', 'BCL6', 'BTG2', 'TFDP1']",0.09183673469387756,0.45186930892478483,360,9,98,0.9999999999999997
1055,-1,REACTOME_SYNTHESIS_OF_DNA,"['CCNA2', 'UBE2S', 'GMNN']",0.030612244897959183,0.4568955511499187,108,3,98,0.9999999999999997
1056,-1,REACTOME_S_PHASE,"['CCNA2', 'UBE2S', 'TFDP1', 'GMNN']",0.04081632653061224,0.4575124876994592,150,4,98,0.9999999999999997
1035,-1,REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,"['SRSF2', 'ALYREF']",0.02040816326530612,0.460702800894663,67,2,98,0.9999999999999997
985,-1,REACTOME_MITOTIC_G2_G2_M_PHASES,"['TUBA1B', 'CCNA2', 'PLK1', 'TUBB', 'HSP90AA1']",0.05102040816326531,0.4615640060966393,193,5,98,0.9999999999999997
973,-1,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,"['HSP90AA1', 'STAT3', 'BCL6']",0.030612244897959183,0.4749928858643561,111,3,98,0.9999999999999997
1008,-1,REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,"['TUBB', 'ARID4B', 'HSP90AA1', 'PHF21A']",0.04081632653061224,0.4780137844028874,154,4,98,0.9999999999999997
1058,-1,REACTOME_TELOMERE_MAINTENANCE,"['CCNA2', 'DKC1', 'H2BC9']",0.030612244897959183,0.4809661243750767,112,3,98,0.9999999999999997
1069,-1,REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,"['TUBA1B', 'VAMP2']",0.02040816326530612,0.49860212723130903,72,2,98,0.9999999999999997
903,-1,REACTOME_AUTOPHAGY,"['SQSTM1', 'TUBA1B', 'NBR1', 'HSP90AA1']",0.04081632653061224,0.5032297461796311,159,4,98,0.9999999999999997
921,-1,REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES,"['PLK1', 'H2BC9']",0.02040816326530612,0.5059797950301425,73,2,98,0.9999999999999997
1019,-1,REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,"['HNRNPD', 'EXOSC8']",0.02040816326530612,0.5132879733014959,74,2,98,0.9999999999999997
925,-1,REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,"['CCNA2', 'TFDP1']",0.02040816326530612,0.5205259172880281,75,2,98,0.9999999999999997
941,-1,REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION,"['CBX3', 'H2BC9']",0.02040816326530612,0.5205259172880281,75,2,98,0.9999999999999997
1005,-1,REACTOME_PKR_MEDIATED_SIGNALING,"['TUBA1B', 'STAT3']",0.02040816326530612,0.5276929525004783,76,2,98,0.9999999999999997
1014,-1,REACTOME_PROTEIN_LOCALIZATION,"['ABCD2', 'HSPD1', 'VAMP2', 'TIMM13']",0.04081632653061224,0.5279218444021975,164,4,98,0.9999999999999997
936,-1,REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,"['KDM4B', 'H2BC9']",0.02040816326530612,0.5418119333721956,78,2,98,0.9999999999999997
978,-1,REACTOME_MEIOTIC_SYNAPSIS,"['LMNB1', 'H2BC9']",0.02040816326530612,0.5418119333721956,78,2,98,0.9999999999999997
990,-1,REACTOME_MRNA_SPLICING,"['ALYREF', 'DHX15', 'SRSF2', 'SNRNP40', 'HNRNPD']",0.05102040816326531,0.5458228604060101,212,5,98,0.9999999999999997
1015,-1,REACTOME_PROTEIN_UBIQUITINATION,"['UBE2S', 'H2BC9']",0.02040816326530612,0.5487628567802361,79,2,98,0.9999999999999997
986,-1,REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,"['TUBA1B', 'PLK1', 'LMNB1', 'NDC1', 'UBE2S']",0.05102040816326531,0.5917747577761289,223,5,98,0.9999999999999997
938,-1,REACTOME_DNA_REPLICATION,"['CCNA2', 'UBE2S', 'H2BC9', 'GMNN']",0.04081632653061224,0.6203191679592079,184,4,98,0.9999999999999997
1036,-1,REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE,"['CBX3', 'H2BC9']",0.02040816326530612,0.6203532669397913,90,2,98,0.9999999999999997
956,-1,REACTOME_HCMV_EARLY_EVENTS,"['TUBA1B', 'NDC1', 'H2BC9']",0.030612244897959183,0.6234777190466991,138,3,98,0.9999999999999997
917,-1,REACTOME_CHROMOSOME_MAINTENANCE,"['CCNA2', 'DKC1', 'H2BC9']",0.030612244897959183,0.628407360569926,139,3,98,0.9999999999999997
955,-1,REACTOME_GENE_SILENCING_BY_RNA,"['HSP90AA1', 'H2BC9', 'NDC1']",0.030612244897959183,0.628407360569926,139,3,98,0.9999999999999997
971,-1,REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,"['CASP8', 'STAT3', 'SQSTM1']",0.030612244897959183,0.628407360569926,139,3,98,0.9999999999999997
1029,-1,REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,"['TUBA1B', 'PLK1', 'RHOC']",0.030612244897959183,0.633293358739763,140,3,98,0.9999999999999997
915,-1,REACTOME_CELL_CYCLE_MITOTIC,"['TUBA1B', 'RRM2', 'H2BC9', 'GMNN', 'TFDP1', 'CCNA2', 'PLK1', 'LMNB1', 'NDC1', 'UBE2S', 'TUBB', 'HSP90AA1']",0.12244897959183673,0.6340237384017808,552,12,98,0.9999999999999997
1030,-1,REACTOME_RHO_GTPASES_ACTIVATE_PKNS,"['RHOC', 'H2BC9']",0.02040816326530612,0.6383182658733415,93,2,98,0.9999999999999997
1047,-1,REACTOME_SIGNALING_BY_ALK_IN_CANCER,"['STAT3', 'SQSTM1']",0.02040816326530612,0.6383182658733415,93,2,98,0.9999999999999997
1010,-1,REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,"['ALYREF', 'DHX15', 'SRSF2', 'SNRNP40', 'NDC1', 'HNRNPD']",0.061224489795918366,0.6450718730973245,283,6,98,0.9999999999999997
953,-1,REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,"['CCNA2', 'H2BC9']",0.02040816326530612,0.6556191211798598,96,2,98,0.9999999999999997
1011,-1,REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,"['CCNA2', 'H2BC9']",0.02040816326530612,0.6612395834774825,97,2,98,0.9999999999999997
939,-1,REACTOME_DNA_REPLICATION_PRE_INITIATION,"['UBE2S', 'H2BC9', 'GMNN']",0.030612244897959183,0.6752849713835178,149,3,98,0.9999999999999997
943,-1,REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,"['HSP90AA1', 'H2BC9', 'KDM4B']",0.030612244897959183,0.6752849713835178,149,3,98,0.9999999999999997
911,-1,REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,"['NDC1', 'HSP90AA1']",0.02040816326530612,0.6829972351671708,101,2,98,0.9999999999999997
972,-1,REACTOME_INTERLEUKIN_1_SIGNALING,"['CASP8', 'SQSTM1']",0.02040816326530612,0.6829972351671708,101,2,98,0.9999999999999997
895,-1,REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,"['NDC1', 'STAT3', 'TUBA1B']",0.030612244897959183,0.6841293071965441,151,3,98,0.9999999999999997
987,-1,REACTOME_MITOTIC_PROMETAPHASE,"['TUBB', 'TUBA1B', 'PLK1', 'HSP90AA1']",0.04081632653061224,0.7008029298325007,204,4,98,0.9999999999999997
1006,-1,REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,"['CBX3', 'H2BC9']",0.02040816326530612,0.7036143366447758,105,2,98,0.9999999999999997
1065,-1,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS,"['NDC1', 'H2BC9']",0.02040816326530612,0.7085936134425035,106,2,98,0.9999999999999997
1025,-1,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,"['GOT2', 'CYCS', 'ISCU']",0.030612244897959183,0.7177391219788485,159,3,98,0.9999999999999997
995,-1,REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,"['ARID4B', 'H2BC9']",0.02040816326530612,0.718345500940086,108,2,98,0.9999999999999997
1021,-1,REACTOME_REGULATION_OF_TP53_ACTIVITY,"['TP53INP1', 'CCNA2', 'SSRP1']",0.030612244897959183,0.7217428204027714,160,3,98,0.9999999999999997
992,-1,REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE,"['CASP8', 'TANK']",0.02040816326530612,0.7231191234878078,109,2,98,0.9999999999999997
993,-1,REACTOME_M_PHASE,"['TUBA1B', 'H2BC9', 'PLK1', 'LMNB1', 'NDC1', 'UBE2S', 'TUBB', 'HSP90AA1']",0.08163265306122448,0.7275379207595787,404,8,98,0.9999999999999997
1037,-1,REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION,"['CBX3', 'H2BC9']",0.02040816326530612,0.7278252286151686,110,2,98,0.9999999999999997
957,-1,REACTOME_HCMV_INFECTION,"['TUBA1B', 'NDC1', 'H2BC9']",0.030612244897959183,0.7296198117763524,162,3,98,0.9999999999999997
989,-1,REACTOME_MITOTIC_SPINDLE_CHECKPOINT,"['PLK1', 'UBE2S']",0.02040816326530612,0.7324643541702297,111,2,98,0.9999999999999997
1075,-1,REACTOME_TRNA_PROCESSING,"['TPRKB', 'NDC1']",0.02040816326530612,0.7370370492574143,112,2,98,0.9999999999999997
1048,-1,REACTOME_SIGNALING_BY_INTERLEUKINS,"['VAMP2', 'CASP8', 'STAT3', 'LMNB1', 'BCL6', 'SQSTM1', 'TCP1', 'HSP90AA1', 'PDCD4']",0.09183673469387756,0.7515272381075656,461,9,98,0.9999999999999997
958,-1,REACTOME_HCMV_LATE_EVENTS,"['NDC1', 'H2BC9']",0.02040816326530612,0.7546748574601803,116,2,98,0.9999999999999997
935,-1,REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,"['CCNA2', 'H2BC9', 'KDM4B']",0.030612244897959183,0.7594128797072752,170,3,98,0.9999999999999997
945,-1,REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,"['JMJD1C', 'PHF21A', 'TUBA1B']",0.030612244897959183,0.7594128797072752,170,3,98,0.9999999999999997
977,-1,REACTOME_MEIOSIS,"['LMNB1', 'H2BC9']",0.02040816326530612,0.7712961197768983,120,2,98,0.9999999999999997
1026,-1,REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_PATHWAY,"['HSP90AA1', 'RAB5B']",0.02040816326530612,0.7752971383809468,121,2,98,0.9999999999999997
1046,-1,REACTOME_SEPARATION_OF_SISTER_CHROMATIDS,"['TUBA1B', 'PLK1', 'UBE2S']",0.030612244897959183,0.7865390604116133,178,3,98,0.9999999999999997
1009,-1,REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,"['TFDP1', 'H2BC9']",0.02040816326530612,0.7869398217448522,124,2,98,0.9999999999999997
1002,-1,REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,"['TFDP1', 'H2BC9']",0.02040816326530612,0.7907026925806342,125,2,98,0.9999999999999997
1039,-1,REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES,"['NDC1', 'HSP90AA1']",0.02040816326530612,0.7944076092482452,126,2,98,0.9999999999999997
