,cluster,complex,overlap_genes,overlap_fraction,raw_p_value,complex_size,overlap_size,cluster_size,best_described_by
19,37,CL:17317,"['FLT3LG', 'RASGRP1', 'SOS1', 'CYBA', 'KLF6', 'EVL', 'ARHGAP30']",0.07142857142857142,0.8679872514658042,702,7,98,"mixed, incl. Signaling by Receptor Tyrosine Kinases, and Axon guidance"
20,37,CL:17318,"['FLT3LG', 'RASGRP1', 'SOS1', 'CYBA', 'EVL', 'ARHGAP30']",0.061224489795918366,0.7691577945336361,539,6,98,"mixed, incl. Transmembrane receptor protein tyrosine kinase signaling pathway, and Small GTPase mediated signal transduction"
21,37,CL:17319,"['FLT3LG', 'RASGRP1', 'SOS1', 'EVL', 'ARHGAP30']",0.05102040816326531,0.8519660893519567,515,5,98,"mixed, incl. Transmembrane receptor protein tyrosine kinase signaling pathway, and Small GTPase mediated signal transduction"
22,37,CL:17810,"['RASGRP1', 'EVL', 'ARHGAP30']",0.030612244897959183,0.5045875679058972,193,3,98,"mixed, incl. Actin filament organization, and CDC42 GTPase cycle"
23,37,CL:17320,"['FLT3LG', 'RASGRP1', 'SOS1', 'EVL', 'ARHGAP30']",0.05102040816326531,0.7359251869974461,438,5,98,"mixed, incl. Regulation of actin cytoskeleton, and Transmembrane receptor protein tyrosine kinase signaling pathway"
24,37,CL:17811,"['EVL', 'ARHGAP30']",0.02040816326530612,0.6385800760063043,155,2,98,"mixed, incl. Regulation of actin dynamics for phagocytic cup formation, and CDC42 GTPase cycle"
25,37,CL:17321,"['SOS1', 'FLT3LG']",0.02040816326530612,0.859832768689349,245,2,98,"mixed, incl. Ras signaling pathway, and SH2 domain superfamily"
26,37,CL:17323,"['SOS1', 'FLT3LG']",0.02040816326530612,0.8467837488086173,237,2,98,"mixed, incl. Ras signaling pathway, and SH2 domain superfamily"
27,37,CL:17324,"['SOS1', 'FLT3LG']",0.02040816326530612,0.8344824569390592,230,2,98,"mixed, incl. Ras signaling pathway, and SH2 domain superfamily"
28,37,CL:15526,"['SAMD9L', 'SAMHD1', 'IFIH1', 'RASAL3', 'SELPLG', 'C1QBP', 'CXCR4', 'IL10RA', 'IL32', 'XAF1', 'OAS3', 'CD96', 'IKBKE', 'ARHGAP15', 'B2M', 'RNF125', 'LAPTM5']",0.17346938775510204,0.10994172579717158,896,17,98,"Immune response, and Apoptosis modulation and signaling"
29,37,CL:15527,"['SAMD9L', 'SAMHD1', 'IFIH1', 'RASAL3', 'SELPLG', 'C1QBP', 'CXCR4', 'IL10RA', 'IL32', 'XAF1', 'OAS3', 'CD96', 'IKBKE', 'ARHGAP15', 'B2M', 'RNF125', 'LAPTM5']",0.17346938775510204,0.0687147130559953,839,17,98,"Immune response, and Apoptosis modulation and signaling"
30,37,CL:16998,"['SAMD9L', 'SAMHD1', 'OAS3', 'XAF1']",0.04081632653061224,0.009397105711336852,60,4,98,"mixed, incl. Antiviral defense, and Aicardi-Goutieres syndrome"
31,37,CL:16996,"['SAMD9L', 'SAMHD1', 'OAS3', 'XAF1']",0.04081632653061224,0.01372602612982367,67,4,98,"mixed, incl. Antiviral defense, and Guanylate-binding protein, C-terminal"
32,37,CL:16994,"['SAMD9L', 'SAMHD1', 'OAS3', 'XAF1']",0.04081632653061224,0.02002127134429849,75,4,98,"mixed, incl. Interferon alpha/beta signaling, and Guanylate-binding protein, C-terminal"
33,37,CL:15528,"['SAMD9L', 'SAMHD1', 'IFIH1', 'RASAL3', 'SELPLG', 'CXCR4', 'IL10RA', 'IL32', 'XAF1', 'OAS3', 'CD96', 'IKBKE', 'ARHGAP15', 'B2M', 'RNF125', 'LAPTM5']",0.16326530612244897,0.08975448025105548,808,16,98,"Immune response, and Apoptosis modulation and signaling"
34,37,CL:16999,"['SAMD9L', 'SAMHD1', 'OAS3', 'XAF1']",0.04081632653061224,0.006926827405484769,55,4,98,"mixed, incl. Interferon alpha/beta signaling, and Aicardi-Goutieres syndrome"
35,37,CL:17003,"['SAMD9L', 'OAS3', 'XAF1']",0.030612244897959183,0.018880049075255704,41,3,98,"mixed, incl. Interferon alpha/beta signaling, and Guanylate-binding protein, C-terminal"
36,37,CL:17001,"['SAMD9L', 'OAS3', 'XAF1']",0.030612244897959183,0.025587070557830254,46,3,98,"mixed, incl. Interferon alpha/beta signaling, and Guanylate-binding protein, C-terminal"
37,37,CL:17006,"['SAMD9L', 'OAS3', 'XAF1']",0.030612244897959183,0.010463141364824572,33,3,98,"mixed, incl. Interferon alpha/beta signaling, and ISG15-protein conjugation"
38,37,CL:17012,"['OAS3', 'XAF1']",0.02040816326530612,0.022644961908759694,17,2,98,"mixed, incl. 2-5-oligoadenylate synthetase activity, and Interferon-induced 6-16 family "
39,37,CL:17009,"['OAS3', 'XAF1']",0.02040816326530612,0.0399266115633117,23,2,98,"Interferon alpha/beta signaling, and ISG15-protein conjugation"
40,37,CL:16581,"['RNF125', 'IKBKE', 'IFIH1']",0.030612244897959183,0.55218500890269,207,3,98,"mixed, incl. Death-like domain superfamily, and Toll-like Receptor Cascades"
41,37,CL:15529,"['IFIH1', 'RASAL3', 'SELPLG', 'CXCR4', 'IL10RA', 'IL32', 'CD96', 'IKBKE', 'ARHGAP15', 'B2M', 'RNF125', 'LAPTM5']",0.12244897959183673,0.3168105754628425,733,12,98,"mixed, incl. Cytokine-cytokine receptor interaction, and Immunity"
42,37,CL:16582,"['RNF125', 'IKBKE', 'IFIH1']",0.030612244897959183,0.34580886620276247,150,3,98,"Toll-like Receptor Cascades, and Death-like domain superfamily"
43,37,CL:16583,"['RNF125', 'IKBKE', 'IFIH1']",0.030612244897959183,0.21399519455583274,115,3,98,"Toll-like Receptor Cascades, and NF-kappa B signaling pathway"
44,37,CL:16584,"['RNF125', 'IKBKE', 'IFIH1']",0.030612244897959183,0.17852358889952344,105,3,98,"Toll-like Receptor Cascades, and Novel intracellular components of RIG-I-like receptor pathway"
45,37,CL:16681,"['RNF125', 'IKBKE', 'IFIH1']",0.030612244897959183,0.004777863869475595,25,3,98,"mixed, incl. TRAF3-dependent IRF activation pathway, and Regulation of innate immune responses to cytosolic DNA"
46,37,CL:16585,"['RNF125', 'IKBKE', 'IFIH1']",0.030612244897959183,0.08048086687468906,73,3,98,"mixed, incl. Novel intracellular components of RIG-I-like receptor pathway, and TNFR1-induced NFkappaB signaling pathway"
47,37,CL:16704,"['RNF125', 'IFIH1']",0.02040816326530612,0.0018555509805276392,5,2,98,"C-terminal domain of RIG-I, and RIG-I binding"
48,37,CL:16682,"['RNF125', 'IKBKE', 'IFIH1']",0.030612244897959183,0.0018185103830368047,18,3,98,"TRAF3-dependent IRF activation pathway, and TBD domain"
49,37,CL:16550,"['LAPTM5', 'RASAL3']",0.02040816326530612,0.013462940979234363,13,2,98,"mostly uncharacterized, incl. Protein THEMIS, and Congenital disorder of glycosylation Ig"
50,37,CL:16468,"['LAPTM5', 'ARHGAP15', 'RASAL3']",0.030612244897959183,0.04425713406897787,57,3,98,"mixed, incl. Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell, and Tertiary granule membrane"
51,37,CL:15530,"['RASAL3', 'SELPLG', 'CXCR4', 'IL10RA', 'IL32', 'CD96', 'ARHGAP15', 'B2M', 'LAPTM5']",0.09183673469387756,0.3062655135761217,526,9,98,"mixed, incl. Cytokine-cytokine receptor interaction, and Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell"
52,37,CL:15531,"['SELPLG', 'CXCR4', 'IL10RA', 'IL32', 'CD96', 'B2M']",0.061224489795918366,0.6413688940738769,469,6,98,"mixed, incl. Cytokine-cytokine receptor interaction, and Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell"
53,37,CL:16224,"['IL32', 'B2M', 'CD96']",0.030612244897959183,0.19251463810931263,109,3,98,"mixed, incl. MHC classes I/II-like antigen recognition protein, and Regulation of natural killer cell mediated immunity"
54,37,CL:15532,"['SELPLG', 'CXCR4', 'IL10RA', 'IL32', 'CD96', 'B2M']",0.061224489795918366,0.6115230703819812,455,6,98,"Cytokine-cytokine receptor interaction, and Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell"
55,37,CL:16225,"['IL32', 'B2M']",0.02040816326530612,0.3662653025260239,92,2,98,"mixed, incl. MHC classes I/II-like antigen recognition protein, and Antigen processing and presentation"
56,37,CL:15533,"['SELPLG', 'CXCR4', 'IL10RA']",0.030612244897959183,0.8660640846914762,346,3,98,"Cytokine-cytokine receptor interaction, and Adaptive immunity"
57,37,CL:15534,"['SELPLG', 'CXCR4']",0.02040816326530612,0.7784370748810142,203,2,98,"mixed, incl. Chemokine-mediated signaling pathway, and Adaptive immunity"
58,37,CL:15535,"['SELPLG', 'CXCR4']",0.02040816326530612,0.7325285560091999,185,2,98,"mixed, incl. Chemokine-mediated signaling pathway, and Adaptive immunity"
59,37,CL:14979,"['BIN2', 'AKNA']",0.02040816326530612,0.15255538695635537,50,2,98,"mixed, incl. Plasma membrane tubulation, and RHOB GTPase cycle"
60,37,CL:13119,"['SQSTM1', 'BIN2', 'CYTIP', 'STK17B', 'HCLS1', 'AKNA', 'ACAP1', 'OPTN']",0.08163265306122448,0.9710535463720447,980,8,98,"mixed, incl. Vesicle-mediated transport, and mTOR signaling pathway"
61,37,CL:15042,"['BIN2', 'AKNA']",0.02040816326530612,0.011494842662043854,12,2,98,"mixed, incl. BAR, and AKNA domain"
62,37,CL:14980,"['BIN2', 'AKNA']",0.02040816326530612,0.11948977119300941,43,2,98,"mixed, incl. Plasma membrane tubulation, and RHOB GTPase cycle"
63,37,CL:13120,"['SQSTM1', 'CYTIP', 'STK17B', 'HCLS1', 'ACAP1', 'OPTN']",0.061224489795918366,0.9924859675407888,930,6,98,"mixed, incl. Vesicle-mediated transport, and Amino acids regulate mTORC1"
64,37,CL:13121,"['SQSTM1', 'CYTIP', 'STK17B', 'HCLS1', 'ACAP1', 'OPTN']",0.061224489795918366,0.988554711452748,889,6,98,"mixed, incl. Vesicle-mediated transport, and Amino acids regulate mTORC1"
65,37,CL:14302,"['STK17B', 'SQSTM1', 'OPTN']",0.030612244897959183,0.6959738475448813,256,3,98,"mixed, incl. Amino acids regulate mTORC1, and Autophagy"
66,37,CL:13122,"['SQSTM1', 'CYTIP', 'STK17B', 'HCLS1', 'ACAP1', 'OPTN']",0.061224489795918366,0.9824428081210628,846,6,98,"Vesicle-mediated transport, and Amino acids regulate mTORC1"
67,37,CL:14303,"['OPTN', 'SQSTM1']",0.02040816326530612,0.8484725232337363,238,2,98,"mixed, incl. Amino acids regulate mTORC1, and Autophagy"
68,37,CL:14304,"['OPTN', 'SQSTM1']",0.02040816326530612,0.5464708336113613,131,2,98,"mixed, incl. Autophagy, and Hereditary spastic paraplegia"
69,37,CL:14305,"['OPTN', 'SQSTM1']",0.02040816326530612,0.4347714455856656,106,2,98,"Autophagy, and Parkinson disease"
70,37,CL:14306,"['OPTN', 'SQSTM1']",0.02040816326530612,0.3712708712381872,93,2,98,"Autophagy, and Parkinson disease"
71,37,CL:14309,"['OPTN', 'SQSTM1']",0.02040816326530612,0.20738994032735053,61,2,98,"Autophagy - other, and Autophagosome membrane"
72,37,CL:13123,"['CYTIP', 'HCLS1', 'ACAP1']",0.030612244897959183,0.9907834067519964,590,3,98,"Membrane Trafficking, and Protein transport"
73,37,CL:13124,"['CYTIP', 'HCLS1', 'ACAP1']",0.030612244897959183,0.980244900757862,525,3,98,"Membrane Trafficking, and Protein transport"
74,37,CL:13125,"['CYTIP', 'HCLS1', 'ACAP1']",0.030612244897959183,0.9712583207538453,492,3,98,"Membrane Trafficking, and Protein transport"
75,37,CL:13936,"['CYTIP', 'ACAP1']",0.02040816326530612,0.07626146889811324,33,2,98,"mixed, incl. Sec7, C-terminal domain superfamily, and Small GTPase superfamily, ARF type"
76,37,CL:13766,"['CYTIP', 'HCLS1', 'ACAP1']",0.030612244897959183,0.22492710167705648,118,3,98,"mixed, incl. Membrane coat, and Sec7, C-terminal domain superfamily"
77,37,CL:13126,"['CYTIP', 'HCLS1', 'ACAP1']",0.030612244897959183,0.9479538112228965,438,3,98,"Membrane Trafficking, and Vesicle fusion"
78,37,CL:13939,"['CYTIP', 'ACAP1']",0.02040816326530612,0.03373708914167098,21,2,98,"mixed, incl. Sec7, C-terminal domain superfamily, and ADP-ribosylation factor 1-5"
79,37,CL:13937,"['CYTIP', 'ACAP1']",0.02040816326530612,0.05706156571144059,28,2,98,"mixed, incl. Sec7, C-terminal domain superfamily, and Small GTPase superfamily, ARF type"
80,37,CL:12186,"['SLC43A3', 'SLC29A1']",0.02040816326530612,0.979542321581854,406,2,98,"mixed, incl. SLC-mediated transmembrane transport, and Lipid transporter activity"
81,37,CL:12187,"['SLC43A3', 'SLC29A1']",0.02040816326530612,0.9624038378650193,357,2,98,"mixed, incl. SLC-mediated transmembrane transport, and Lipid transporter activity"
82,37,CL:12188,"['SLC43A3', 'SLC29A1']",0.02040816326530612,0.9543149367743108,341,2,98,"mixed, incl. SLC-mediated transmembrane transport, and Lipid transporter activity"
83,37,CL:12189,"['SLC43A3', 'SLC29A1']",0.02040816326530612,0.9121942909890081,286,2,98,"mixed, incl. SLC-mediated transmembrane transport, and Monocarboxylic acid transmembrane transporter activity"
84,37,CL:12190,"['SLC43A3', 'SLC29A1']",0.02040816326530612,0.6915256920009001,171,2,98,"SLC-mediated transmembrane transport, and Monocarboxylic acid transmembrane transporter activity"
85,37,CL:11052,"['TOMM5', 'CYCS', 'TOMM40']",0.030612244897959183,0.9567066485035134,455,3,98,"Mitochondrial inner membrane, and Iron-sulfur cluster assembly"
86,37,CL:11053,"['TOMM5', 'CYCS', 'TOMM40']",0.030612244897959183,0.9408269300427743,426,3,98,"Mitochondrial inner membrane, and Iron-sulfur cluster assembly"
87,37,CL:11054,"['TOMM5', 'CYCS', 'TOMM40']",0.030612244897959183,0.9376024583438334,421,3,98,"Mitochondrial inner membrane, and Iron-sulfur cluster assembly"
88,37,CL:11055,"['TOMM5', 'CYCS', 'TOMM40']",0.030612244897959183,0.925406930971277,404,3,98,"mixed, incl. Inner mitochondrial membrane protein complex, and Mitochondrion organization"
89,37,CL:11056,"['TOMM5', 'CYCS', 'TOMM40']",0.030612244897959183,0.8451997874678902,331,3,98,"mixed, incl. Inner mitochondrial membrane protein complex, and Mitochondrial respiratory chain complex assembly"
90,37,CL:11057,"['TOMM5', 'CYCS', 'TOMM40']",0.030612244897959183,0.8006548338746658,304,3,98,"Inner mitochondrial membrane protein complex, and Mitochondrial respiratory chain complex assembly"
91,37,CL:11059,"['TOMM5', 'CYCS', 'TOMM40']",0.030612244897959183,0.7756917973744928,291,3,98,"Inner mitochondrial membrane protein complex, and Mitochondrial respiratory chain complex assembly"
92,37,CL:11524,"['TOMM5', 'TOMM40']",0.02040816326530612,0.1623106711781018,52,2,98,"Mitochondrial protein import, and SAM complex"
93,37,CL:11420,"['TOMM5', 'TOMM40']",0.02040816326530612,0.42521199837430884,104,2,98,"mixed, incl. Protein targeting to mitochondrion, and Mitochondrial calcium ion transport"
94,37,CL:11060,"['TOMM5', 'CYCS', 'TOMM40']",0.030612244897959183,0.7612383964591384,284,3,98,"Inner mitochondrial membrane protein complex, and Mitochondrial respiratory chain complex assembly"
95,37,CL:11526,"['TOMM5', 'TOMM40']",0.02040816326530612,0.11492877521237285,42,2,98,"Mitochondrial outer membrane translocase complex, and TIM23 mitochondrial import inner membrane translocase complex"
96,37,CL:11555,"['TOMM5', 'TOMM40']",0.02040816326530612,0.00275817038092151,6,2,98,Outer mitochondrial membrane organization
97,37,CL:11528,"['TOMM5', 'TOMM40']",0.02040816326530612,0.03079793311387834,20,2,98,Mitochondrial outer membrane translocase complex
98,37,CL:10559,"['CTPS1', 'PAICS', 'NME1', 'UCK2']",0.04081632653061224,0.450044571673643,247,4,98,"mixed, incl. Purine metabolism, and Pyridine-containing compound metabolic process"
99,37,CL:10560,"['CTPS1', 'PAICS', 'NME1', 'UCK2']",0.04081632653061224,0.39985100070077007,231,4,98,"mixed, incl. Purine metabolism, and Pyridine-containing compound metabolic process"
100,37,CL:10561,"['CTPS1', 'PAICS', 'NME1', 'UCK2']",0.04081632653061224,0.21606762922093564,172,4,98,"Purine metabolism, and Pyrimidine metabolism"
101,37,CL:10564,"['CTPS1', 'PAICS', 'NME1', 'UCK2']",0.04081632653061224,0.03728269579636221,91,4,98,"Metabolism of nucleotides, and Ribose-phosphate pyrophosphokinase"
102,37,CL:10562,"['CTPS1', 'PAICS', 'NME1', 'UCK2']",0.04081632653061224,0.045426596837186986,97,4,98,"Metabolism of nucleotides, and Ribose-phosphate pyrophosphokinase"
103,37,CL:10681,"['CTPS1', 'NME1']",0.02040816326530612,0.0399266115633117,23,2,98,"Interconversion of nucleotide di- and triphosphates, and UTP metabolic process"
104,37,CL:10565,"['CTPS1', 'NME1', 'UCK2']",0.030612244897959183,0.10218494658672285,81,3,98,"Pyrimidine metabolism, and Purine nucleoside monophosphate biosynthetic process"
105,37,CL:5660,"['GPN3', 'DRAP1', 'SSRP1']",0.030612244897959183,0.6503359438147882,239,3,98,"mixed, incl. DNA-directed RNA polymerase complex, and Positive regulation of DNA-templated transcription, elongation"
106,37,CL:4748,"['EED', 'DRAP1', 'PRMT2', 'GPN3', 'SSRP1']",0.05102040816326531,0.9704895748521181,695,5,98,"mixed, incl. Chromatin organization, and DNA-directed RNA polymerase complex"
107,37,CL:5661,"['GPN3', 'DRAP1', 'SSRP1']",0.030612244897959183,0.6302112559402209,232,3,98,"DNA-directed RNA polymerase complex, and Positive regulation of transcription elongation from RNA polymerase II promoter"
108,37,CL:5662,"['GPN3', 'DRAP1', 'SSRP1']",0.030612244897959183,0.5845197544149562,217,3,98,"mixed, incl. DNA-directed RNA polymerase complex, and Positive regulation of transcription elongation from RNA polymerase II promoter"
109,37,CL:5664,"['GPN3', 'SSRP1']",0.02040816326530612,0.712630352198194,178,2,98,"mixed, incl. RNA Polymerase II Pre-transcription Events, and Mediator complex"
110,37,CL:4749,"['EED', 'PRMT2']",0.02040816326530612,0.9891841816617536,456,2,98,"Chromatin organization, and Structural constituent of chromatin"
111,37,CL:2016,"['HNRNPAB', 'NDC1', 'ILF2', 'GEMIN4']",0.04081632653061224,0.991174263549743,706,4,98,"mRNA metabolic process, and Nuclear transport"
112,37,CL:2017,"['HNRNPAB', 'NDC1', 'ILF2', 'GEMIN4']",0.04081632653061224,0.9889584029399985,686,4,98,"mRNA metabolic process, and Nuclear transport"
113,37,CL:2018,"['HNRNPAB', 'NDC1', 'ILF2', 'GEMIN4']",0.04081632653061224,0.9819192449283003,641,4,98,"mRNA metabolic process, and Nuclear transport"
114,37,CL:2019,"['HNRNPAB', 'NDC1', 'ILF2', 'GEMIN4']",0.04081632653061224,0.97263042747341,602,4,98,"mRNA metabolic process, and Nuclear transport"
115,37,CL:2020,"['HNRNPAB', 'NDC1', 'ILF2', 'GEMIN4']",0.04081632653061224,0.9705553238484935,595,4,98,"mRNA metabolic process, and Nuclear transport"
116,37,CL:2021,"['HNRNPAB', 'NDC1', 'ILF2', 'GEMIN4']",0.04081632653061224,0.9611221959127104,568,4,98,"Processing of Capped Intron-Containing Pre-mRNA, and mRNA metabolic process"
117,37,CL:2022,"['HNRNPAB', 'NDC1', 'ILF2', 'GEMIN4']",0.04081632653061224,0.8794137270665767,450,4,98,"Processing of Capped Intron-Containing Pre-mRNA, and mRNA metabolic process"
118,37,CL:2023,"['HNRNPAB', 'NDC1', 'ILF2', 'GEMIN4']",0.04081632653061224,0.873909725161256,445,4,98,"Processing of Capped Intron-Containing Pre-mRNA, and mRNA metabolic process"
119,37,CL:2024,"['HNRNPAB', 'NDC1', 'ILF2', 'GEMIN4']",0.04081632653061224,0.8634655586985158,436,4,98,"Processing of Capped Intron-Containing Pre-mRNA, and mRNA metabolic process"
120,37,CL:2025,"['HNRNPAB', 'NDC1', 'ILF2', 'GEMIN4']",0.04081632653061224,0.7898284269889696,385,4,98,"Processing of Capped Intron-Containing Pre-mRNA, and Nuclear transport"
121,37,CL:2026,"['HNRNPAB', 'ILF2', 'GEMIN4']",0.030612244897959183,0.7460539813450356,277,3,98,"mRNA Splicing, and Nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
122,37,CL:2027,"['HNRNPAB', 'ILF2', 'GEMIN4']",0.030612244897959183,0.7347518298390754,272,3,98,"mRNA Splicing, and Nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
123,37,CL:2028,"['HNRNPAB', 'ILF2', 'GEMIN4']",0.030612244897959183,0.664235858866274,244,3,98,"mRNA Splicing, and Sm-like protein family complex"
124,37,CL:2329,"['HNRNPAB', 'ILF2']",0.02040816326530612,0.3154996676460251,82,2,98,"mRNA processing, and RNA recognition motif domain"
125,37,CL:2029,"['HNRNPAB', 'ILF2', 'GEMIN4']",0.030612244897959183,0.6302112559402209,232,3,98,"mRNA Splicing - Major Pathway, and Sm-like protein family complex"
126,37,CL:2330,"['HNRNPAB', 'ILF2']",0.02040816326530612,0.2278488994494019,65,2,98,"mRNA processing, and K Homology domain, type 1"
127,37,CL:2333,"['HNRNPAB', 'ILF2']",0.02040816326530612,0.17714653073107914,55,2,98,"mRNA processing, and CRD-mediated mRNA stability complex"
128,37,CL:2331,"['HNRNPAB', 'ILF2']",0.02040816326530612,0.2023064935911144,60,2,98,"mRNA processing, and CRD-mediated mRNA stability complex"
129,37,CL:2335,"['HNRNPAB', 'ILF2']",0.02040816326530612,0.13816032740038672,47,2,98,"mRNA processing, and CRD-mediated mRNA stability complex"
130,37,CL:2336,"['HNRNPAB', 'ILF2']",0.02040816326530612,0.07227369147185331,32,2,98,"mixed, incl. CRD-mediated mRNA stabilization, and Zinc finger, CHHC-type"
131,37,CL:2337,"['HNRNPAB', 'ILF2']",0.02040816326530612,0.04993881169571003,26,2,98,"mixed, incl. Zinc finger, CHHC-type, and Multisystem proteinopathy"
132,37,CL:99,"['NOL11', 'ABCE1', 'LYAR', 'HSP90AB1', 'SERBP1', 'EMG1', 'EIF3J', 'DKC1', 'RRP9', 'CCT6A', 'FARSA', 'MAK16', 'PNO1', 'IFRD2', 'TRAP1', 'RPF2', 'TUFM', 'CCDC59', 'METAP2', 'LONP1', 'EIF2S1', 'BRIX1', 'IMP4', 'HSPD1', 'RRP1', 'CCT2', 'EIF4E3', 'HSPE1']",0.2857142857142857,6.9347445771561e-05,959,28,98,"mixed, incl. Translation, and Ribosome biogenesis"
133,37,CL:1758,"['LONP1', 'HSP90AB1', 'HSPD1', 'CCT6A', 'CCT2', 'TRAP1', 'HSPE1']",0.07142857142857142,0.0007108832396692452,108,7,98,"Chaperone, and RPAP3/R2TP/prefoldin-like complex"
134,37,CL:1536,"['LONP1', 'HSP90AB1', 'HSPD1', 'CCT6A', 'CCT2', 'TRAP1', 'HSPE1']",0.07142857142857142,0.03207688878901514,219,7,98,"Protein folding, and Endoplasmic reticulum protein-containing complex"
135,37,CL:100,"['NOL11', 'ABCE1', 'LYAR', 'HSP90AB1', 'SERBP1', 'EMG1', 'EIF3J', 'DKC1', 'RRP9', 'CCT6A', 'FARSA', 'MAK16', 'PNO1', 'IFRD2', 'TRAP1', 'RPF2', 'TUFM', 'CCDC59', 'METAP2', 'LONP1', 'EIF2S1', 'BRIX1', 'IMP4', 'HSPD1', 'RRP1', 'CCT2', 'EIF4E3', 'HSPE1']",0.2857142857142857,4.553133890537592e-05,937,28,98,"mixed, incl. Translation, and Ribosome biogenesis"
136,37,CL:1759,"['LONP1', 'HSP90AB1', 'HSPD1', 'CCT6A', 'CCT2', 'TRAP1', 'HSPE1']",0.07142857142857142,0.000534410950102352,103,7,98,"Chaperone, and RPAP3/R2TP/prefoldin-like complex"
137,37,CL:1879,"['CCT2', 'CCT6A']",0.02040816326530612,0.07227369147185331,32,2,98,"Chaperone complex, and Prefoldin"
138,37,CL:1761,"['LONP1', 'HSP90AB1', 'HSPD1', 'CCT6A', 'CCT2', 'TRAP1', 'HSPE1']",0.07142857142857142,0.00024993639278267,91,7,98,"Unfolded protein binding, and Chaperone complex"
139,37,CL:1880,"['CCT2', 'CCT6A']",0.02040816326530612,0.036781119600455305,22,2,98,"Chaperonin-containing T-complex, and Cellular proteostasis"
140,37,CL:1885,"['CCT2', 'CCT6A']",0.02040816326530612,0.00275817038092151,6,2,98,"Chaperonin TCP-1, conserved site"
141,37,CL:1883,"['CCT2', 'CCT6A']",0.02040816326530612,0.013462940979234363,13,2,98,"Chaperonin TCP-1, conserved site, and Cellular proteostasis"
