,cluster,complex,overlap_genes,overlap_fraction,raw_p_value,complex_size,overlap_size,cluster_size,best_described_by
30,21,CL:30178,"['CAST', 'CAPNS1', 'ADAM8', 'CAPN2', 'CAPN1', 'RNPEPL1']",0.023904382,0.207962322,78,6,251,"mixed, incl. Calcium-dependent cysteine-type endopeptidase activity, and Rhomboid family"
31,21,CL:30271,"['CAST', 'CAPNS1', 'CAPN2', 'CAPN1', 'RNPEPL1']",0.019920319,0.006428945,24,5,251,"mixed, incl. Calcium-dependent cysteine-type endopeptidase activity, and Xin repeat"
32,21,CL:30278,"['CAPN1', 'CAPNS1', 'CAST', 'CAPN2']",0.015936255,3.22E-05,5,4,251,"Calpain complex, and Negative regulation of type B pancreatic cell apoptotic process"
33,21,CL:30274,"['CAPN2', 'CAPN1', 'CAST', 'CAPNS1']",0.015936255,0.001100682,10,4,251,Calcium-dependent cysteine-type endopeptidase activity
34,21,CL:30272,"['CAST', 'CAPNS1', 'CAPN2', 'CAPN1', 'RNPEPL1']",0.019920319,0.000924544,16,5,251,"Calcium-dependent cysteine-type endopeptidase activity, and Xin repeat"
35,21,CL:30045,"['ARHGAP45', 'ITM2B']",0.007968127,0.865169421,67,2,251,"mixed, incl. CD20-like family, and Peptidase A22B, signal peptide peptidase"
36,21,CL:29789,"['ARHGAP45', 'ITM2B']",0.007968127,0.999655705,195,2,251,"mostly uncharacterized, incl. CD20-like family, and GTPase GIMA/IAN/Toc"
37,21,CL:30046,"['ARHGAP45', 'ITM2B']",0.007968127,0.713121744,48,2,251,"mixed, incl. CD20-like family, and Peptidase A22B, signal peptide peptidase"
38,21,CL:29658,"['TENT5C', 'SH3BGRL']",0.007968127,0.859484653,66,2,251,"mostly uncharacterized, incl. Bromodomain, and Cytoskeletal calyx"
39,21,CL:29498,"['TMEM50A', 'TENT5C', 'SH3BGRL']",0.011952191,0.982668807,146,3,251,"mostly uncharacterized, incl. Brain expressed X-linked like family , and Bromodomain"
40,21,CL:29659,"['TENT5C', 'SH3BGRL']",0.007968127,0.586671545,38,2,251,"mixed, incl. Bromodomain, and Cytoskeletal calyx"
41,21,CL:29660,"['TENT5C', 'SH3BGRL']",0.007968127,0.44151574,29,2,251,"mixed, incl. Cytoskeletal calyx, and Bromodomain"
42,21,CL:29040,"['LNPEP', 'CALHM2', 'DOCK8']",0.011952191,0.996480074,183,3,251,"mixed, incl. Leucine-rich repeat, typical subtype, and GAIN domain superfamily"
43,21,CL:29193,"['LNPEP', 'CALHM2']",0.007968127,0.813211312,59,2,251,"mixed, incl. Anion channel activity, and Calcium homeostasis modulator"
44,21,CL:29041,"['LNPEP', 'CALHM2', 'DOCK8']",0.011952191,0.97272037,135,3,251,"mixed, incl. Leucine-rich repeat, typical subtype, and Chloride channel activity"
45,21,CL:29268,"['LNPEP', 'CALHM2']",0.007968127,0.034124764,6,2,251,"mixed, incl. UDP-N-acetylglucosamine transferase complex, and Limb expression 1"
46,21,CL:29266,"['LNPEP', 'CALHM2']",0.007968127,0.105807817,11,2,251,"mixed, incl. Calcium homeostasis modulator, and UDP-N-acetylglucosamine transferase complex"
47,21,CL:29194,"['LNPEP', 'CALHM2']",0.007968127,0.702097416,47,2,251,"mixed, incl. Anion channel activity, and Calcium homeostasis modulator"
48,21,CL:28109,"['CSGALNACT2', 'UTRN', 'ST3GAL1', 'PGAP6']",0.015936255,0.999999974,466,4,251,"mixed, incl. Glycoprotein biosynthetic process, and Membrane lipid metabolic process"
49,21,CL:28110,"['CSGALNACT2', 'UTRN', 'ST3GAL1', 'PGAP6']",0.015936255,0.999999952,454,4,251,"mixed, incl. Glycoprotein biosynthetic process, and Membrane lipid metabolic process"
50,21,CL:28583,"['PGAP6', 'UTRN']",0.007968127,0.945029446,88,2,251,"mixed, incl. GPI anchor metabolic process, and Oligosaccharide-lipid intermediate biosynthetic process"
51,21,CL:28111,"['PGAP6', 'UTRN', 'ST3GAL1']",0.011952191,0.99999567,324,3,251,"Glycosylation, and Sphingolipid metabolism"
52,21,CL:27756,"['PNRC1', 'SLFN5', 'RCBTB2', 'TRIM21', 'PIK3IP1']",0.019920319,0.954015076,177,5,251,"mixed, incl. B-box-type zinc finger, and Magnesium ion transmembrane transport"
53,21,CL:27757,"['SLFN5', 'PIK3IP1', 'TRIM21', 'PNRC1']",0.015936255,0.929439947,138,4,251,"mixed, incl. B-box-type zinc finger, and Prader-Willi and Angelman syndrome"
54,21,CL:27896,"['SLFN5', 'PIK3IP1']",0.007968127,0.195981008,16,2,251,"mostly uncharacterized, incl. NACHT domain binding, and Mucolipidosis III gamma"
55,21,CL:27758,"['SLFN5', 'PIK3IP1', 'TRIM21', 'PNRC1']",0.015936255,0.640051725,85,4,251,"mixed, incl. B-box-type zinc finger, and PHR domain "
56,21,CL:27759,"['PNRC1', 'TRIM21']",0.007968127,0.875912904,69,2,251,"mixed, incl. B-box-type zinc finger, and PHR domain "
57,21,CL:25742,"['DYNLRB1', 'CCDC92', 'CORO1A', 'UNC119', 'MACF1']",0.019920319,1,977,5,251,"mixed, incl. Cilium, and Microtubule-based process"
58,21,CL:25743,"['DYNLRB1', 'CCDC92', 'CORO1A', 'UNC119', 'MACF1']",0.019920319,1,771,5,251,"mixed, incl. Microtubule-based process, and Cilium"
59,21,CL:25744,"['DYNLRB1', 'CCDC92', 'CORO1A', 'UNC119', 'MACF1']",0.019920319,1,744,5,251,"Microtubule-based process, and Cilium"
60,21,CL:25745,"['DYNLRB1', 'CCDC92', 'CORO1A', 'UNC119', 'MACF1']",0.019920319,1,716,5,251,"Microtubule-based process, and Cilium"
61,21,CL:25746,"['DYNLRB1', 'CCDC92', 'CORO1A', 'UNC119', 'MACF1']",0.019920319,1,700,5,251,"mixed, incl. Microtubule-based process, and Ciliopathies"
62,21,CL:25747,"['DYNLRB1', 'CCDC92', 'CORO1A', 'UNC119', 'MACF1']",0.019920319,1,680,5,251,"mixed, incl. Microtubule-based process, and Ciliopathies"
63,21,CL:25748,"['DYNLRB1', 'CCDC92', 'CORO1A', 'UNC119', 'MACF1']",0.019920319,1,664,5,251,"mixed, incl. Microtubule-based process, and Ciliopathies"
64,21,CL:25749,"['DYNLRB1', 'CCDC92', 'CORO1A', 'UNC119', 'MACF1']",0.019920319,1,635,5,251,"Microtubule-based process, and Ciliopathies"
65,21,CL:25750,"['DYNLRB1', 'CCDC92', 'CORO1A', 'UNC119', 'MACF1']",0.019920319,1,609,5,251,"Microtubule-based process, and Ciliopathies"
66,21,CL:25751,"['DYNLRB1', 'CCDC92', 'CORO1A', 'UNC119', 'MACF1']",0.019920319,1,591,5,251,"Microtubule-based process, and Ciliopathies"
67,21,CL:26208,"['MACF1', 'DYNLRB1']",0.007968127,0.998629013,167,2,251,"mixed, incl. Golgi-to-ER retrograde transport, and Cytoplasmic dynein complex"
68,21,CL:25752,"['CORO1A', 'UNC119', 'MACF1', 'DYNLRB1']",0.015936255,0.999999073,395,4,251,"mixed, incl. Cilium Assembly, and Microtubule"
69,21,CL:26209,"['MACF1', 'DYNLRB1']",0.007968127,0.997770927,157,2,251,"mixed, incl. Golgi-to-ER retrograde transport, and Cytoplasmic dynein complex"
70,21,CL:25753,"['UNC119', 'CORO1A']",0.007968127,0.999934697,228,2,251,"Cilium Assembly, and Ciliopathies"
71,21,CL:25754,"['UNC119', 'CORO1A']",0.007968127,0.999845581,211,2,251,"Cilium Assembly, and Centriole"
72,21,CL:24968,"['ADD3', 'ADD1']",0.007968127,0.870643308,68,2,251,"mixed, incl. Hemoglobin complex, and Actin filament capping"
73,21,CL:24808,"['SLC44A2', 'ADD3', 'TWF2', 'ADD1']",0.015936255,0.950459127,148,4,251,"mixed, incl. Sensory processing of sound by outer hair cells of the cochlea, and Hemolytic anemia"
74,21,CL:24969,"['ADD3', 'ADD1']",0.007968127,0.820565238,60,2,251,"mixed, incl. Hemoglobin complex, and Actin filament capping"
75,21,CL:25043,"['ADD3', 'ADD1']",0.007968127,0.046184853,7,2,251,"mixed, incl. Class II aldolase/adducin N-terminal, and Pyropoikilocytosis"
76,21,CL:25025,"['ADD3', 'ADD1']",0.007968127,0.195981008,16,2,251,"Spectrin-associated cytoskeleton, and Class II aldolase/adducin N-terminal"
77,21,CL:25023,"['ADD3', 'ADD1']",0.007968127,0.330776714,23,2,251,"Spectrin, and Spectrin binding"
78,21,CL:24971,"['ADD3', 'ADD1']",0.007968127,0.723803431,49,2,251,"mixed, incl. Hemoglobin complex, and Actin filament capping"
79,21,CL:24809,"['SLC44A2', 'TWF2']",0.007968127,0.922152611,80,2,251,"mixed, incl. Sensory processing of sound by outer hair cells of the cochlea, and Brush border assembly"
80,21,CL:23861,"['LPAR6', 'GPR68', 'S1PR4', 'LPAR2', 'PTGER2']",0.019920319,0.999999875,474,5,251,"GPCR downstream signalling, and Vision"
81,21,CL:23862,"['LPAR6', 'GPR68', 'S1PR4', 'LPAR2', 'PTGER2']",0.019920319,0.999999832,468,5,251,"GPCR downstream signalling, and Vision"
82,21,CL:23863,"['S1PR4', 'PTGER2', 'LPAR2', 'LPAR6']",0.015936255,0.999999406,404,4,251,"GPCR ligand binding, and Vision"
83,21,CL:24306,"['S1PR4', 'PTGER2', 'LPAR2', 'LPAR6']",0.015936255,0.977240597,169,4,251,"mixed, incl. Photoreceptor outer segment, and Calcium regulation in cardiac cells"
84,21,CL:23864,"['S1PR4', 'PTGER2', 'LPAR2', 'LPAR6']",0.015936255,0.999998814,390,4,251,"GPCR ligand binding, and Vision"
85,21,CL:24458,"['S1PR4', 'LPAR6', 'LPAR2']",0.011952191,0.031685653,14,3,251,"Bioactive lipid receptor activity, and Phospholipase C-activating G protein-coupled acetylcholine receptor signaling pathway"
86,21,CL:24307,"['S1PR4', 'PTGER2', 'LPAR2', 'LPAR6']",0.015936255,0.701099681,92,4,251,"mixed, incl. Heterotrimeric G-protein complex, and Signal transduction inhibitor"
87,21,CL:24461,"['LPAR6', 'LPAR2']",0.007968127,0.034124764,6,2,251,Lysophosphatidic acid receptor activity
88,21,CL:22092,"['MYH9', 'OSTF1', 'MYL12A', 'SH3BGRL3', 'ATP2A3', 'MYL6', 'TRPV2', 'MYO1F', 'ATP2B4']",0.035856574,1,885,9,251,"mixed, incl. Ion channel, and Synapse"
89,21,CL:22093,"['MYH9', 'OSTF1', 'MYL12A', 'ATP2A3', 'MYL6', 'TRPV2', 'MYO1F', 'ATP2B4']",0.03187251,1,868,8,251,"mixed, incl. Ion channel, and Synapse"
90,21,CL:22094,"['MYH9', 'OSTF1', 'MYL12A', 'ATP2A3', 'MYL6', 'TRPV2', 'MYO1F', 'ATP2B4']",0.03187251,0.99993862,439,8,251,"mixed, incl. Cation channel activity, and Contractile fiber"
91,21,CL:22845,"['OSTF1', 'MYO1F']",0.007968127,0.666913416,44,2,251,"mixed, incl. Filamentous actin, and Glomerulosclerosis"
92,21,CL:22563,"['MYH9', 'OSTF1', 'MYL12A', 'ATP2A3', 'MYL6', 'MYO1F']",0.023904382,0.919543607,185,6,251,"mixed, incl. Contractile fiber, and Microfilament motor activity"
93,21,CL:22095,"['MYH9', 'OSTF1', 'MYL12A', 'ATP2A3', 'MYL6', 'TRPV2', 'MYO1F', 'ATP2B4']",0.03187251,0.999861972,419,8,251,"Cation channel activity, and Contractile fiber"
94,21,CL:22565,"['MYL6', 'ATP2A3', 'MYH9', 'MYL12A']",0.015936255,0.931855404,139,4,251,"mixed, incl. Muscle protein, and Sarcoplasmic reticulum membrane"
95,21,CL:22567,"['MYL6', 'ATP2A3', 'MYH9', 'MYL12A']",0.015936255,0.893892128,126,4,251,"mixed, incl. Muscle protein, and Sarcoplasmic reticulum membrane"
96,21,CL:22568,"['MYL6', 'ATP2A3', 'MYH9', 'MYL12A']",0.015936255,0.874959146,121,4,251,"mixed, incl. Muscle protein, and Sarcoplasmic reticulum membrane"
97,21,CL:22569,"['MYL6', 'ATP2A3', 'MYH9', 'MYL12A']",0.015936255,0.787753067,104,4,251,"Muscle protein, and Sarcoplasmic reticulum membrane"
98,21,CL:22573,"['MYL6', 'MYH9', 'MYL12A']",0.011952191,0.730246652,73,3,251,"Muscle protein, and Sarcomere organization"
99,21,CL:22570,"['MYL6', 'MYH9', 'MYL12A']",0.011952191,0.778073939,79,3,251,"Muscle protein, and Myofibril assembly"
100,21,CL:22574,"['MYL6', 'MYH9', 'MYL12A']",0.011952191,0.56466515,57,3,251,"Muscle protein, and Myosin light chain kinase activity"
101,21,CL:22647,"['MYL6', 'MYH9']",0.007968127,0.023536525,5,2,251,"Myosin II filament, and DJBP, EF-hand domain"
102,21,CL:22629,"['MYL6', 'MYH9']",0.007968127,0.177136438,15,2,251,Myosin II complex
103,21,CL:22576,"['MYL6', 'MYH9', 'MYL12A']",0.011952191,0.393059071,44,3,251,"Striated muscle contraction pathway, and Myosin II complex"
104,21,CL:22097,"['TRPV2', 'ATP2B4']",0.007968127,0.999943947,231,2,251,"Cation channel activity, and Renin-angiotensin-aldosterone system (RAAS)"
105,21,CL:20248,"['SMAD3', 'TLE5', 'WBP2', 'NCOA3']",0.015936255,1,733,4,251,"Pattern specification process, and DNA-binding transcription factor activity, RNA polymerase II-specific"
106,21,CL:20249,"['SMAD3', 'TLE5', 'WBP2', 'NCOA3']",0.015936255,1,704,4,251,"mixed, incl. Pattern specification process, and Chromatin"
107,21,CL:20250,"['SMAD3', 'TLE5', 'WBP2', 'NCOA3']",0.015936255,1,697,4,251,"mixed, incl. Pattern specification process, and Chromatin"
108,21,CL:20251,"['SMAD3', 'TLE5', 'WBP2', 'NCOA3']",0.015936255,1,685,4,251,"mixed, incl. Pattern specification process, and Chromatin"
109,21,CL:20252,"['SMAD3', 'TLE5', 'WBP2', 'NCOA3']",0.015936255,1,662,4,251,"mixed, incl. Pattern specification process, and Wnt signaling pathway"
110,21,CL:21047,"['SMAD3', 'TLE5']",0.007968127,0.999655705,195,2,251,"Wnt signaling pathway, and Regulation of pathway-restricted SMAD protein phosphorylation"
111,21,CL:20253,"['SMAD3', 'TLE5', 'WBP2', 'NCOA3']",0.015936255,1,592,4,251,"mixed, incl. Pattern specification process, and Wnt signaling pathway"
112,21,CL:21048,"['SMAD3', 'TLE5']",0.007968127,0.99943417,185,2,251,"Wnt signaling pathway, and Regulation of pathway-restricted SMAD protein phosphorylation"
113,21,CL:20254,"['WBP2', 'NCOA3']",0.007968127,0.999999991,397,2,251,"Homeobox, and RNA polymerase II cis-regulatory region sequence-specific DNA binding"
114,21,CL:20713,"['WBP2', 'NCOA3']",0.007968127,0.998163844,161,2,251,"mixed, incl. Transcription coregulator binding, and DNA-binding transcription repressor activity"
115,21,CL:20255,"['WBP2', 'NCOA3']",0.007968127,0.999999987,390,2,251,"mixed, incl. Homeobox, and DNA-binding transcription activator activity, RNA polymerase II-specific"
116,21,CL:20714,"['WBP2', 'NCOA3']",0.007968127,0.990685587,127,2,251,"mixed, incl. Transcription coregulator binding, and Activation of the TFAP2 (AP-2) family of transcription factors"
117,21,CL:20823,"['WBP2', 'NCOA3']",0.007968127,0.73414852,50,2,251,"mixed, incl. Activation of the TFAP2 (AP-2) family of transcription factors, and Loss of MECP2 binding ability to the NCoR/SMRT complex"
118,21,CL:20715,"['WBP2', 'NCOA3']",0.007968127,0.973089049,104,2,251,"mixed, incl. Transcription coregulator binding, and Activation of the TFAP2 (AP-2) family of transcription factors"
119,21,CL:19448,"['SPOCK2', 'ITGB7', 'ITGAL', 'NUCB1', 'FURIN']",0.019920319,0.99982765,319,5,251,"Extracellular matrix organization, and Extracellular matrix"
120,21,CL:18720,"['SPOCK2', 'ITGB7', 'S100A6', 'ITGAL', 'S100A10', 'NUCB1', 'S100A11', 'FURIN', 'GPSM3', 'CTSS', 'TMSB10', 'TES', 'CSTB']",0.051792829,0.999998712,683,13,251,"mixed, incl. Extracellular matrix, and Serine-type endopeptidase activity"
121,21,CL:19449,"['SPOCK2', 'ITGB7', 'ITGAL', 'NUCB1', 'FURIN']",0.019920319,0.999734126,309,5,251,"Extracellular matrix organization, and Biomineralization"
122,21,CL:19450,"['SPOCK2', 'ITGB7', 'ITGAL', 'NUCB1', 'FURIN']",0.019920319,0.999536292,296,5,251,"Extracellular matrix organization, and Biomineralization"
123,21,CL:19452,"['SPOCK2', 'FURIN', 'ITGAL', 'ITGB7']",0.015936255,0.999111781,248,4,251,"Extracellular matrix organization, and Defective B3GALTL causes PpS"
124,21,CL:19453,"['SPOCK2', 'FURIN', 'ITGAL', 'ITGB7']",0.015936255,0.998570676,237,4,251,"Extracellular matrix organization, and Defective B3GALTL causes PpS"
125,21,CL:19454,"['FURIN', 'ITGAL', 'ITGB7']",0.011952191,0.999546274,228,3,251,"Extracellular matrix organization, and Defective B3GALTL causes PpS"
126,21,CL:19455,"['FURIN', 'ITGAL', 'ITGB7']",0.011952191,0.999171368,215,3,251,"Extracellular matrix organization, and Defective B3GALTL causes PpS"
127,21,CL:19456,"['FURIN', 'ITGAL', 'ITGB7']",0.011952191,0.998498925,202,3,251,"Extracellular matrix organization, and TSP type-3 repeat"
128,21,CL:19457,"['FURIN', 'ITGAL', 'ITGB7']",0.011952191,0.995980707,180,3,251,Extracellular matrix organization
129,21,CL:19587,"['ITGAL', 'ITGB7']",0.007968127,0.763228562,53,2,251,"Protein complex involved in cell adhesion, and Junctional epidermolysis bullosa"
130,21,CL:19458,"['ITGAL', 'ITGB7']",0.007968127,0.986474498,119,2,251,"Collagen formation, and Protein complex involved in cell adhesion"
131,21,CL:19588,"['ITGAL', 'ITGB7']",0.007968127,0.493061778,32,2,251,"Integrin domain superfamily, and Cerebral malaria"
132,21,CL:19590,"['ITGAL', 'ITGB7']",0.007968127,0.349790682,24,2,251,Integrin domain superfamily
133,21,CL:18721,"['S100A6', 'S100A10', 'S100A11', 'GPSM3', 'CTSS', 'TMSB10', 'TES', 'CSTB']",0.03187251,0.9988441,364,8,251,"mixed, incl. Complement and coagulation cascades, and Serine-type endopeptidase activity"
134,21,CL:19234,"['S100A11', 'S100A6', 'GPSM3', 'S100A10']",0.015936255,0.175744971,43,4,251,"mixed, incl. S100/CaBP-9k-type, calcium binding, subdomain, and Formyl peptide receptors bind formyl peptides and many other ligands"
135,21,CL:19114,"['S100A6', 'S100A10', 'S100A11', 'GPSM3', 'CTSS', 'TMSB10', 'TES', 'CSTB']",0.03187251,0.155637949,103,8,251,"mixed, incl. S100/CaBP-9k-type, calcium binding, subdomain, and Cystatin superfamily"
136,21,CL:18722,"['S100A6', 'S100A10', 'S100A11', 'GPSM3', 'CTSS', 'TMSB10', 'TES', 'CSTB']",0.03187251,0.988694347,299,8,251,"mixed, incl. Complement and coagulation cascades, and Protein-lipid complex"
137,21,CL:19274,"['S100A11', 'S100A10']",0.007968127,0.023536525,5,2,251,"Positive regulation of plasma membrane repair, and EF hand"
138,21,CL:19272,"['S100A11', 'S100A6', 'S100A10']",0.011952191,0.020651227,12,3,251,"mixed, incl. Positive regulation of plasma membrane repair, and Annexin"
139,21,CL:19236,"['S100A11', 'S100A6', 'S100A10']",0.011952191,0.196407673,30,3,251,"S100/CaBP-9k-type, calcium binding, subdomain, and Annexin"
140,21,CL:19115,"['CTSS', 'TMSB10', 'TES', 'CSTB']",0.015936255,0.36891548,60,4,251,"mixed, incl. Cystatin superfamily, and Specific granule lumen"
141,21,CL:19116,"['CTSS', 'TMSB10', 'CSTB']",0.011952191,0.237207972,33,3,251,"mixed, incl. Cystatin domain, and Cysteine peptidase, asparagine active site"
142,21,CL:19118,"['CTSS', 'TMSB10', 'CSTB']",0.011952191,0.12162307,24,3,251,"mixed, incl. Proteinase inhibitor I25, cystatin, conserved site, and Cysteine peptidase, asparagine active site"
143,21,CL:19123,"['CTSS', 'CSTB']",0.007968127,0.046184853,7,2,251,"Endolysosome lumen, and Proteinase inhibitor I25A, stefin"
144,21,CL:19120,"['CTSS', 'CSTB']",0.007968127,0.122839135,12,2,251,"Proteinase inhibitor I25, cystatin, conserved site, and Endolysosome lumen"
145,21,CL:18395,"['YWHAZ', 'ARL4C', 'KLF6', 'IER2']",0.015936255,0.971448833,163,4,251,"mixed, incl. Basic-leucine zipper domain, and MAPK signaling pathway"
146,21,CL:17317,"['FLT3LG', 'FYB1', 'CYFIP2', 'RSU1', 'ARPC1B', 'LPXN', 'ACTR2', 'EVL', 'CYBA', 'SH3GLB1', 'WIPF1', 'NCKAP1L', 'ILK', 'KLF6', 'PARVG', 'AKAP13', 'GMFG', 'SH3KBP1', 'DOCK11', 'RAC2', 'TMSB4X', 'ARL4C', 'IER2', 'ARHGAP30', 'YWHAZ', 'SOS1', 'RASGRP1']",0.107569721,0.963327725,702,27,251,"mixed, incl. Signaling by Receptor Tyrosine Kinases, and Axon guidance"
147,21,CL:18396,"['YWHAZ', 'ARL4C', 'KLF6', 'IER2']",0.015936255,0.9341962,140,4,251,"mixed, incl. Basic-leucine zipper domain, and MAPK signaling pathway"
148,21,CL:18501,"['ARL4C', 'IER2', 'KLF6']",0.011952191,0.421018255,46,3,251,"mixed, incl. Basic-leucine zipper domain, and Early growth response, N-terminal"
149,21,CL:18397,"['ARL4C', 'KLF6', 'IER2']",0.011952191,0.885576318,98,3,251,"mixed, incl. Basic-leucine zipper domain, and Host-pathogen interaction of human coronaviruses - MAPK signaling"
150,21,CL:18544,"['IER2', 'KLF6']",0.007968127,0.122839135,12,2,251,"mixed, incl. Early growth response, N-terminal, and NAB family"
151,21,CL:18504,"['ARL4C', 'IER2', 'KLF6']",0.011952191,0.223430377,32,3,251,"mixed, incl. Basic region leucin zipper, and Early growth response, N-terminal"
152,21,CL:18502,"['ARL4C', 'IER2', 'KLF6']",0.011952191,0.307738121,38,3,251,"mixed, incl. Basic region leucin zipper, and Early growth response, N-terminal"
153,21,CL:18545,"['IER2', 'KLF6']",0.007968127,0.034124764,6,2,251,"mixed, incl. Regulation of polynucleotide adenylyltransferase activity, and Immediate early response"
154,21,CL:18348,"['CYBA', 'RAC2']",0.007968127,0.349790682,24,2,251,"NADPH oxidase complex, and Dual oxidase maturation factor"
155,21,CL:17318,"['FLT3LG', 'FYB1', 'CYFIP2', 'RSU1', 'ARPC1B', 'LPXN', 'ACTR2', 'EVL', 'CYBA', 'SH3GLB1', 'WIPF1', 'NCKAP1L', 'ILK', 'PARVG', 'AKAP13', 'GMFG', 'SH3KBP1', 'DOCK11', 'RAC2', 'TMSB4X', 'ARHGAP30', 'SOS1', 'RASGRP1']",0.091633466,0.8546736,539,23,251,"mixed, incl. Transmembrane receptor protein tyrosine kinase signaling pathway, and Small GTPase mediated signal transduction"
156,21,CL:18351,"['CYBA', 'RAC2']",0.007968127,0.195981008,16,2,251,NADPH oxidase complex
