,cluster,complex,overlap_genes,overlap_fraction,raw_p_value,complex_size,overlap_size,cluster_size,fdr
349,2,KEGG_PYRIMIDINE_METABOLISM,"['NME7', 'TXNRD2', 'DTYMK']",0.030612244897959183,0.3949498769892526,98,3,98,0.9965150726943937
343,2,KEGG_HUNTINGTONS_DISEASE,"['NDUFA2', 'TP53', 'NDUFS2', 'NDUFV3', 'IFT57']",0.05102040816326531,0.4155374717771822,183,5,98,0.9965150726943937
346,2,KEGG_P53_SIGNALING_PATHWAY,"['DDB2', 'TP53']",0.02040816326530612,0.4684140789663388,68,2,98,0.9965150726943937
347,2,KEGG_PARKINSONS_DISEASE,"['NDUFA2', 'NDUFS2', 'NDUFV3']",0.030612244897959183,0.5877645224374716,131,3,98,0.9965150726943937
345,2,KEGG_OXIDATIVE_PHOSPHORYLATION,"['NDUFA2', 'NDUFS2', 'NDUFV3']",0.030612244897959183,0.5981813085292307,133,3,98,0.9965150726943937
351,2,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,"['DDB2', 'RNF7', 'ANAPC11']",0.030612244897959183,0.6084286791165874,135,3,98,0.9965150726943937
340,2,KEGG_ALZHEIMERS_DISEASE,"['NDUFA2', 'NDUFS2', 'NDUFV3']",0.030612244897959183,0.7485588752135259,167,3,98,0.9965150726943937
341,2,KEGG_CELL_CYCLE,"['TP53', 'ANAPC11']",0.02040816326530612,0.7907026925806342,125,2,98,0.9965150726943937
348,2,KEGG_PURINE_METABOLISM,"['NME7', 'PRPS1']",0.02040816326530612,0.8883133569147309,159,2,98,0.9965150726943937
1388,3,KEGG_ACUTE_MYELOID_LEUKEMIA,"['PIM2', 'RARA', 'PIM1']",0.030612244897959183,0.14327710775838617,57,3,98,0.9965150726943937
1389,3,KEGG_APOPTOSIS,"['IRAK2', 'CSF2RB', 'BCL2']",0.030612244897959183,0.3250597401269352,87,3,98,0.9965150726943937
1398,3,KEGG_P53_SIGNALING_PATHWAY,"['SESN3', 'GADD45G']",0.02040816326530612,0.4684140789663388,68,2,98,0.9965150726943937
1401,3,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,"['HUWE1', 'UBE2F', 'UBE2J1']",0.030612244897959183,0.6084286791165874,135,3,98,0.9965150726943937
1394,3,KEGG_JAK_STAT_SIGNALING_PATHWAY,"['IL2RB', 'CSF2RB', 'PIM1']",0.030612244897959183,0.7012866765441563,155,3,98,0.9965150726943937
1397,3,KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,"['IRAK2', 'BCL2']",0.02040816326530612,0.7944076092482452,126,2,98,0.9965150726943937
1392,3,KEGG_ENDOCYTOSIS,"['IL2RB', 'GRK3', 'RAB11FIP5']",0.030612244897959183,0.7960484199810283,181,3,98,0.9965150726943937
1399,3,KEGG_PARKINSONS_DISEASE,"['NDUFC1', 'UBE2J1']",0.02040816326530612,0.8120852620055694,131,2,98,0.9965150726943937
1390,3,KEGG_CELL_ADHESION_MOLECULES_CAMS,"['ALCAM', 'ITGA4']",0.02040816326530612,0.8187730668418263,133,2,98,0.9965150726943937
1393,3,KEGG_FOCAL_ADHESION,"['BCL2', 'ZYX', 'ITGA4']",0.030612244897959183,0.8460198161749771,199,3,98,0.9965150726943937
1396,3,KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,"['GABBR1', 'TSPO', 'LPAR2', 'CYSLTR2']",0.04081632653061224,0.8827142793373827,272,4,98,0.9965150726943937
1391,3,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,"['IL2RB', 'CSF2RB', 'IL18RAP']",0.030612244897959183,0.9491022602585188,264,3,98,0.9965150726943937
1395,3,KEGG_MAPK_SIGNALING_PATHWAY,"['NFATC2', 'DUSP16', 'GADD45G']",0.030612244897959183,0.9517810909653321,267,3,98,0.9965150726943937
1400,3,KEGG_PATHWAYS_IN_CANCER,"['EGLN3', 'BCL2', 'RARA']",0.030612244897959183,0.9837518225804422,325,3,98,0.9965150726943937
2345,4,KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,"['CREB3', 'PRKACA']",0.02040816326530612,0.2697238787669622,44,2,98,0.9965150726943937
2339,4,KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,"['MAPK13', 'PIK3CB', 'PRKACA']",0.030612244897959183,0.31230192049842626,85,3,98,0.9965150726943937
2336,4,KEGG_MTOR_SIGNALING_PATHWAY,"['PIK3CB', 'MLST8']",0.02040816326530612,0.3383610198314352,52,2,98,0.9965150726943937
2330,4,KEGG_INOSITOL_PHOSPHATE_METABOLISM,"['CDIPT', 'PIK3CB']",0.02040816326530612,0.3552742151247571,54,2,98,0.9965150726943937
2338,4,KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,"['CDIPT', 'PIK3CB']",0.02040816326530612,0.5276929525004783,76,2,98,0.9965150726943937
2346,4,KEGG_VEGF_SIGNALING_PATHWAY,"['MAPK13', 'PIK3CB']",0.02040816326530612,0.5276929525004783,76,2,98,0.9965150726943937
2327,4,KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,"['CDIPT', 'AGPAT3']",0.02040816326530612,0.534788471933813,77,2,98,0.9965150726943937
2325,4,KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,"['MAPK13', 'PIK3CB']",0.02040816326530612,0.5487628567802361,79,2,98,0.9965150726943937
2322,4,KEGG_APOPTOSIS,"['PIK3CB', 'PRKACA']",0.02040816326530612,0.6017198638577907,87,2,98,0.9965150726943937
2340,4,KEGG_PROSTATE_CANCER,"['CREB3', 'PIK3CB']",0.02040816326530612,0.6142165319856294,89,2,98,0.9965150726943937
2331,4,KEGG_INSULIN_SIGNALING_PATHWAY,"['FLOT2', 'PIK3CB', 'PRKACA']",0.030612244897959183,0.6185045991042396,137,3,98,0.9965150726943937
2341,4,KEGG_PYRIMIDINE_METABOLISM,"['NME7', 'TXNRD2']",0.02040816326530612,0.6667872856959874,98,2,98,0.9965150726943937
2328,4,KEGG_GNRH_SIGNALING_PATHWAY,"['MAPK13', 'PRKACA']",0.02040816326530612,0.6829972351671708,101,2,98,0.9965150726943937
2335,4,KEGG_MELANOGENESIS,"['CREB3', 'PRKACA']",0.02040816326530612,0.6829972351671708,101,2,98,0.9965150726943937
2343,4,KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,"['MAPK13', 'PIK3CB']",0.02040816326530612,0.6882574128189559,102,2,98,0.9965150726943937
2344,4,KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,"['MAPK13', 'PIK3CB']",0.02040816326530612,0.718345500940086,108,2,98,0.9965150726943937
2333,4,KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,"['MAPK13', 'PIK3CB']",0.02040816326530612,0.7546748574601803,116,2,98,0.9965150726943937
2337,4,KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,"['MAPK13', 'PIK3CB']",0.02040816326530612,0.7944076092482452,126,2,98,0.9965150726943937
2342,4,KEGG_SPLICEOSOME,"['DDX39B', 'SF3B5']",0.02040816326530612,0.7980552097856778,127,2,98,0.9965150726943937
2329,4,KEGG_HUNTINGTONS_DISEASE,"['AP2A1', 'SIN3A', 'CREB3']",0.030612244897959183,0.8021928138195451,183,3,98,0.9965150726943937
2347,4,KEGG_WNT_SIGNALING_PATHWAY,"['DAAM1', 'PRKACA']",0.02040816326530612,0.8700628114026998,151,2,98,0.9965150726943937
2332,4,KEGG_JAK_STAT_SIGNALING_PATHWAY,"['IL12RB1', 'PIK3CB']",0.02040816326530612,0.8795028547213923,155,2,98,0.9965150726943937
2323,4,KEGG_CALCIUM_SIGNALING_PATHWAY,"['P2RX5', 'PRKACA']",0.02040816326530612,0.9226286847575544,178,2,98,0.9965150726943937
2324,4,KEGG_CHEMOKINE_SIGNALING_PATHWAY,"['PIK3CB', 'PRKACA']",0.02040816326530612,0.9364717917903896,188,2,98,0.9965150726943937
2326,4,KEGG_FOCAL_ADHESION,"['PARVB', 'PIK3CB']",0.02040816326530612,0.9490023947296687,199,2,98,0.9965150726943937
2334,4,KEGG_MAPK_SIGNALING_PATHWAY,"['MAPK13', 'PRKACA']",0.02040816326530612,0.9876065381855544,267,2,98,0.9965150726943937
2300,5,KEGG_PROTEASOME,"['PSMA4', 'PSMA3', 'PSMA7', 'PSME2']",0.04081632653061224,0.020710745666965225,46,4,98,0.8841345908863086
2305,5,KEGG_SPLICEOSOME,"['MAGOH', 'PUF60', 'SNRPE', 'SNRPB2', 'HNRNPA3']",0.05102040816326531,0.1681516008959569,127,5,98,0.9965150726943937
2298,5,KEGG_PRIMARY_IMMUNODEFICIENCY,"['TAP2', 'CD3E']",0.02040816326530612,0.1926536787613044,35,2,98,0.9965150726943937
2296,5,KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,"['ABL1', 'ARPC5L']",0.02040816326530612,0.37203739984252937,56,2,98,0.9965150726943937
2304,5,KEGG_RNA_DEGRADATION,"['HSPD1', 'EXOSC8']",0.02040816326530612,0.39685466453950297,59,2,98,0.9965150726943937
2293,5,KEGG_LONG_TERM_POTENTIATION,"['ATF4', 'EP300']",0.02040816326530612,0.4836416707669797,70,2,98,0.9965150726943937
2288,5,KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,"['PSME2', 'TAP2']",0.02040816326530612,0.6080054156558397,88,2,98,0.9965150726943937
2299,5,KEGG_PROSTATE_CANCER,"['ATF4', 'EP300']",0.02040816326530612,0.6142165319856294,89,2,98,0.9965150726943937
2302,5,KEGG_PYRIMIDINE_METABOLISM,"['PNP', 'PRIM1']",0.02040816326530612,0.6667872856959874,98,2,98,0.9965150726943937
2301,5,KEGG_PURINE_METABOLISM,"['PNP', 'PRIM1', 'IMPDH2']",0.030612244897959183,0.7177391219788485,159,3,98,0.9965150726943937
2290,5,KEGG_CELL_CYCLE,"['ABL1', 'EP300']",0.02040816326530612,0.7907026925806342,125,2,98,0.9965150726943937
2295,5,KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,"['ATF4', 'ABL1']",0.02040816326530612,0.7944076092482452,126,2,98,0.9965150726943937
2289,5,KEGG_AXON_GUIDANCE,"['ABL1', 'ARHGEF12']",0.02040816326530612,0.805181022659643,129,2,98,0.9965150726943937
2306,5,KEGG_WNT_SIGNALING_PATHWAY,"['PPP2R5E', 'EP300']",0.02040816326530612,0.8700628114026998,151,2,98,0.9965150726943937
2303,5,KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,"['ABI2', 'ARHGEF12', 'ARPC5L']",0.030612244897959183,0.8772900162112387,213,3,98,0.9965150726943937
2292,5,KEGG_JAK_STAT_SIGNALING_PATHWAY,"['IFNAR1', 'EP300']",0.02040816326530612,0.8795028547213923,155,2,98,0.9965150726943937
2291,5,KEGG_HUNTINGTONS_DISEASE,"['NDUFB6', 'EP300']",0.02040816326530612,0.9298686156268883,183,2,98,0.9965150726943937
2294,5,KEGG_MAPK_SIGNALING_PATHWAY,"['ATF4', 'NF1', 'ATF2']",0.030612244897959183,0.9517810909653321,267,3,98,0.9965150726943937
2297,5,KEGG_PATHWAYS_IN_CANCER,"['ABL1', 'EP300']",0.02040816326530612,0.9965167640135537,325,2,98,0.9971622099298599
641,6,KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS,"['SCP2', 'HSD17B4']",0.02040816326530612,0.05122170732073169,16,2,98,0.9965150726943937
625,6,KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,"['CMAS', 'UAP1', 'PGM1']",0.030612244897959183,0.07991006560364845,44,3,98,0.9965150726943937
623,6,KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,"['GLUL', 'ADSS2']",0.02040816326530612,0.16764378495611765,32,2,98,0.9965150726943937
639,6,KEGG_PEROXISOME,"['SCP2', 'HSD17B4', 'ACSL5']",0.030612244897959183,0.267896937275251,78,3,98,0.9965150726943937
636,6,KEGG_N_GLYCAN_BIOSYNTHESIS,"['STT3B', 'DPM1']",0.02040816326530612,0.2869724566676405,46,2,98,0.9965150726943937
643,6,KEGG_PROTEASOME,"['PSMB9', 'PSME1']",0.02040816326530612,0.2869724566676405,46,2,98,0.9965150726943937
634,6,KEGG_LYSOSOME,"['GNPTG', 'CTSA', 'CTNS', 'LAMP1']",0.04081632653061224,0.3046784411585956,121,4,98,0.9965150726943937
626,6,KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,"['TAP2', 'PDIA3', 'PSME1']",0.030612244897959183,0.3314411365416785,88,3,98,0.9965150726943937
645,6,KEGG_PYRIMIDINE_METABOLISM,"['NME2', 'TYMS', 'POLR2K']",0.030612244897959183,0.3949498769892526,98,3,98,0.9965150726943937
631,6,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,"['ENO1', 'PGM1']",0.02040816326530612,0.4212236623244327,62,2,98,0.9965150726943937
630,6,KEGG_GLIOMA,"['CDKN2A', 'CALM2']",0.02040816326530612,0.44509143459515804,65,2,98,0.9965150726943937
640,6,KEGG_PPAR_SIGNALING_PATHWAY,"['SCP2', 'ACSL5']",0.02040816326530612,0.47606074930782605,69,2,98,0.9965150726943937
646,6,KEGG_SPLICEOSOME,"['ISY1', 'SF3B5', 'SNRPB2']",0.030612244897959183,0.5664325756587238,127,3,98,0.9965150726943937
642,6,KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,"['ANAPC11', 'GNAI1']",0.02040816326530612,0.5889254318687254,85,2,98,0.9965150726943937
629,6,KEGG_GAP_JUNCTION,"['TUBA1B', 'GNAI1']",0.02040816326530612,0.6203532669397913,90,2,98,0.9965150726943937
635,6,KEGG_MELANOGENESIS,"['CALM2', 'GNAI1']",0.02040816326530612,0.6829972351671708,101,2,98,0.9965150726943937
644,6,KEGG_PURINE_METABOLISM,"['ADSS2', 'POLR2K', 'NME2']",0.030612244897959183,0.7177391219788485,159,3,98,0.9965150726943937
637,6,KEGG_OOCYTE_MEIOSIS,"['CALM2', 'ANAPC11']",0.02040816326530612,0.7415438734454146,113,2,98,0.9965150726943937
627,6,KEGG_CELL_CYCLE,"['CDKN2A', 'ANAPC11']",0.02040816326530612,0.7907026925806342,125,2,98,0.9965150726943937
638,6,KEGG_OXIDATIVE_PHOSPHORYLATION,"['NDUFS4', 'ATP6V1G1']",0.02040816326530612,0.8187730668418263,133,2,98,0.9965150726943937
633,6,KEGG_INSULIN_SIGNALING_PATHWAY,"['CALM2', 'RPTOR']",0.02040816326530612,0.8315199033062286,137,2,98,0.9965150726943937
624,6,KEGG_ALZHEIMERS_DISEASE,"['CALM2', 'NDUFS4']",0.02040816326530612,0.904187775448735,167,2,98,0.9965150726943937
628,6,KEGG_ENDOCYTOSIS,"['CHMP1B', 'ARFGAP2']",0.02040816326530612,0.9270520065999187,181,2,98,0.9965150726943937
632,6,KEGG_HUNTINGTONS_DISEASE,"['POLR2K', 'NDUFS4']",0.02040816326530612,0.9298686156268883,183,2,98,0.9965150726943937
683,7,KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,"['ATF4', 'CALM2', 'ARHGDIB', 'IRAK4']",0.04081632653061224,0.33106491772000723,126,4,98,0.9965150726943937
681,7,KEGG_LONG_TERM_POTENTIATION,"['ATF4', 'CALM2']",0.02040816326530612,0.4836416707669797,70,2,98,0.9965150726943937
685,7,KEGG_PURINE_METABOLISM,"['POLR2K', 'HPRT1', 'NT5C2', 'DGUOK']",0.04081632653061224,0.5032297461796311,159,4,98,0.9965150726943937
677,7,KEGG_CARDIAC_MUSCLE_CONTRACTION,"['TPM4', 'CACNB1']",0.02040816326530612,0.5487628567802361,79,2,98,0.9965150726943937
688,7,KEGG_SPLICEOSOME,"['SNRPC', 'ALYREF', 'HNRNPA3']",0.030612244897959183,0.5664325756587238,127,3,98,0.9965150726943937
680,7,KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,"['TPM4', 'CACNB1']",0.02040816326530612,0.5758336065793734,83,2,98,0.9965150726943937
678,7,KEGG_DILATED_CARDIOMYOPATHY,"['TPM4', 'CACNB1']",0.02040816326530612,0.6203532669397913,90,2,98,0.9965150726943937
686,7,KEGG_PYRIMIDINE_METABOLISM,"['POLR2K', 'NT5C2']",0.02040816326530612,0.6667872856959874,98,2,98,0.9965150726943937
679,7,KEGG_GNRH_SIGNALING_PATHWAY,"['ATF4', 'CALM2']",0.02040816326530612,0.6829972351671708,101,2,98,0.9965150726943937
684,7,KEGG_OOCYTE_MEIOSIS,"['PPP2CA', 'CALM2']",0.02040816326530612,0.7415438734454146,113,2,98,0.9965150726943937
689,7,KEGG_TIGHT_JUNCTION,"['PPP2CA', 'CLDN15']",0.02040816326530612,0.8154558975438924,132,2,98,0.9965150726943937
687,7,KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,"['CFL1', 'PFN1']",0.02040816326530612,0.9615975699513579,213,2,98,0.9965150726943937
682,7,KEGG_MAPK_SIGNALING_PATHWAY,"['ATF4', 'CACNB1']",0.02040816326530612,0.9876065381855544,267,2,98,0.9965150726943937
414,8,KEGG_P53_SIGNALING_PATHWAY,"['MDM2', 'BAX', 'DDB2', 'MDM4', 'ZMAT3', 'TP53', 'CDKN1A']",0.07142857142857142,0.0008588084087573596,68,7,98,0.14121679986519453
421,8,KEGG_STEROID_BIOSYNTHESIS,"['DHCR24', 'DHCR7']",0.02040816326530612,0.0571983149807814,17,2,98,0.9965150726943937
399,8,KEGG_BLADDER_CANCER,"['MDM2', 'TP53', 'CDKN1A']",0.030612244897959183,0.07154949784676087,42,3,98,0.9965150726943937
406,8,KEGG_GLIOMA,"['MDM2', 'TP53', 'CDKN1A']",0.030612244897959183,0.18842765916892923,65,3,98,0.9965150726943937
417,8,KEGG_PRIMARY_IMMUNODEFICIENCY,"['CD3E', 'CD3D']",0.02040816326530612,0.1926536787613044,35,2,98,0.9965150726943937
411,8,KEGG_MELANOMA,"['MDM2', 'TP53', 'CDKN1A']",0.030612244897959183,0.22440463293008667,71,3,98,0.9965150726943937
403,8,KEGG_CHRONIC_MYELOID_LEUKEMIA,"['MDM2', 'TP53', 'CDKN1A']",0.030612244897959183,0.23669492037272033,73,3,98,0.9965150726943937
407,8,KEGG_HEMATOPOIETIC_CELL_LINEAGE,"['CD7', 'CD3E', 'CD3D']",0.030612244897959183,0.3250597401269352,87,3,98,0.9965150726943937
401,8,KEGG_CELL_CYCLE,"['YWHAZ', 'MDM2', 'TP53', 'CDKN1A']",0.04081632653061224,0.325772402697842,125,4,98,0.9965150726943937
418,8,KEGG_PROSTATE_CANCER,"['MDM2', 'TP53', 'CDKN1A']",0.030612244897959183,0.3378218553099938,89,3,98,0.9965150726943937
397,8,KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,"['TP53', 'BAX']",0.02040816326530612,0.3468349387724041,53,2,98,0.9965150726943937
408,8,KEGG_HUNTINGTONS_DISEASE,"['NDUFB8', 'BAX', 'NDUFB9', 'TP53', 'NDUFB3']",0.05102040816326531,0.4155374717771822,183,5,98,0.9965150726943937
404,8,KEGG_COLORECTAL_CANCER,"['TP53', 'BAX']",0.02040816326530612,0.4212236623244327,62,2,98,0.9965150726943937
412,8,KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,"['YWHAZ', 'TP53', 'BAX']",0.030612244897959183,0.5609978591887469,126,3,98,0.9965150726943937
415,8,KEGG_PARKINSONS_DISEASE,"['NDUFB3', 'NDUFB8', 'NDUFB9']",0.030612244897959183,0.5877645224374716,131,3,98,0.9965150726943937
422,8,KEGG_TIGHT_JUNCTION,"['MYH9', 'RRAS2', 'ACTN4']",0.030612244897959183,0.5929939520145809,132,3,98,0.9965150726943937
413,8,KEGG_OXIDATIVE_PHOSPHORYLATION,"['NDUFB3', 'NDUFB8', 'NDUFB9']",0.030612244897959183,0.5981813085292307,133,3,98,0.9965150726943937
398,8,KEGG_APOPTOSIS,"['TP53', 'BAX']",0.02040816326530612,0.6017198638577907,87,2,98,0.9965150726943937
405,8,KEGG_ENDOCYTOSIS,"['ARF6', 'MDM2', 'CXCR4', 'ARRB2']",0.04081632653061224,0.6071763977930076,181,4,98,0.9965150726943937
424,8,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,"['DDB2', 'MDM2', 'ELOB']",0.030612244897959183,0.6084286791165874,135,3,98,0.9965150726943937
402,8,KEGG_CHEMOKINE_SIGNALING_PATHWAY,"['GNG2', 'CXCR4', 'PREX1', 'ARRB2']",0.04081632653061224,0.6374197439694266,188,4,98,0.9965150726943937
419,8,KEGG_PYRIMIDINE_METABOLISM,"['POLR1D', 'DCTD']",0.02040816326530612,0.6667872856959874,98,2,98,0.9965150726943937
423,8,KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,"['CD3E', 'CD3D']",0.02040816326530612,0.718345500940086,108,2,98,0.9965150726943937
420,8,KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,"['MYH9', 'RRAS2', 'ACTN4', 'PFN1']",0.04081632653061224,0.732848350935094,213,4,98,0.9965150726943937
396,8,KEGG_ALZHEIMERS_DISEASE,"['NDUFB3', 'NDUFB8', 'NDUFB9']",0.030612244897959183,0.7485588752135259,167,3,98,0.9965150726943937
409,8,KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,"['CXCR4', 'ACTN4']",0.02040816326530612,0.7546748574601803,116,2,98,0.9965150726943937
400,8,KEGG_CELL_ADHESION_MOLECULES_CAMS,"['SELPLG', 'SELL']",0.02040816326530612,0.8187730668418263,133,2,98,0.9965150726943937
410,8,KEGG_MAPK_SIGNALING_PATHWAY,"['TP53', 'RELB', 'RRAS2', 'ARRB2']",0.04081632653061224,0.8736231819281606,267,4,98,0.9965150726943937
416,8,KEGG_PATHWAYS_IN_CANCER,"['MDM2', 'BAX', 'ELOB', 'TP53', 'CDKN1A']",0.05102040816326531,0.8804912596424078,325,5,98,0.9965150726943937
564,9,KEGG_PRIMARY_IMMUNODEFICIENCY,"['LCK', 'RFX5']",0.02040816326530612,0.1926536787613044,35,2,98,0.9965150726943937
