gene	ensg	P_withShet	beta_withShet	betaSE_withShet	P_pearson	R_pearson	R_pearson_CIlower	R_pearson_CIupper
RBM6	ENSG00000004534	0.379860782017596	0.00843333583241903	0.00960309769636806	0.480247557345251	0.00681762885333123	-0.0121116769099134	0.0257420498836324
CAMKK1	ENSG00000004660	0.196190759016359	-0.0124106820993211	0.00960162121517074	0.178120787910265	-0.0130047204838028	-0.0319246050863861	0.00592448067143212
RECQL	ENSG00000004700	0.554402073678136	-0.00567837285068953	0.00960490278598487	0.390551378396464	-0.00829248955881458	-0.0272159606373611	0.0106369228367766
VPS50	ENSG00000004766	0.5886390185071	0.0051935413935054	0.00960298697573282	0.700080423752516	0.00372040891960127	-0.0152084048844876	0.0226465570172741
ARHGAP33	ENSG00000004777	0.0029440952687294	0.0285514230194428	0.00959970443495771	0.00573093006521847	0.0266786190051505	0.00775479206750412	0.0455833438088263
NDUFAB1	ENSG00000004779	0.529762846378	-0.00603526593439704	0.00960435432816988	0.372627624925016	-0.00861025145337724	-0.0275326248914961	0.0103182903601428
PDK4	ENSG00000004799	0.447282245771874	0.00729819579251803	0.00960312062844257	0.35302389103396	0.00896969866339204	-0.00995973510637379	0.0278927059914519
ARX	ENSG00000004848	0.997497715638598	-0.0000301262699688636	0.00960589694821181	0.776465793915345	0.0027422018254549	-0.016186381151758	0.0216688199780064
SLC25A13	ENSG00000004864	0.877760368122715	0.00147696284011604	0.00960235068676608	0.92662944659932	0.000889380441945293	-0.0180386660646027	0.0198167896911027
ST7	ENSG00000004866	0.69203483270757	-0.00380385932540918	0.00960313867820013	0.580078245028918	-0.00534351262422533	-0.024268800906631	0.0135856042766762
CDC27	ENSG00000004897	0.0623185380225074	0.0178996136112393	0.00960167888739953	0.0971903297972016	0.0160174706941766	-0.00291027187815734	0.0349337404594544
HCCS	ENSG00000004961	0.668375004638968	0.00411335650442054	0.00960187184793453	0.621382934495589	0.00476981075886086	-0.0141583277132216	0.023694531967819
DVL2	ENSG00000004975	0.0885826968927543	-0.0163512050605485	0.00960097965932584	0.0980330856922199	-0.0159779964449087	-0.0348951860285382	0.00295063875340865
SKAP2	ENSG00000005020	0.203863182030566	-0.0122040370702041	0.00960418885718062	0.316399723887773	-0.00967608471614128	-0.0285985898304195	0.00925335284680825
SLC25A5	ENSG00000005022	0.137531595968851	0.0142671569789149	0.00960649630709942	0.257990400392262	0.0109244893556728	-0.00800490871101983	0.0298460607531336
MCUB	ENSG00000005059	0.0446380571713478	0.0192997030928601	0.00961004220139099	0.134679501918909	0.0144468318360751	-0.00448213663017749	0.0333654510339782
DHX33	ENSG00000005100	0.344569417156694	0.00907766743615022	0.00960379220120058	0.474511435098032	0.00690699726277825	-0.0120223173055531	0.0258313630730551
MEOX1	ENSG00000005102	0.0184108279543772	-0.0226327738561428	0.00959987672577026	0.0161854091591319	-0.0232218169568818	-0.0421310416672142	-0.00429596234519014
LIG3	ENSG00000005156	0.992724320164754	-0.000087592955073919	0.00960548973156576	0.763386823481265	-0.00290743765886067	-0.0218339789523795	0.0160211868510829
RPAP3	ENSG00000005175	0.569945704074593	-0.00545591009449888	0.00960295661469751	0.453262575585036	-0.00724302900953941	-0.0261663022218415	0.0116854332138301
ACSM3	ENSG00000005187	0.237527931564759	-0.0113424637631743	0.00960205098066445	0.286613518707335	-0.0102912247556462	-0.0292132771557339	0.00863820072078588
REXO5	ENSG00000005189	0.154376722604418	0.0136795823611352	0.00960414445544852	0.253820081546921	0.0110207341061413	-0.00790865846548837	0.0299422310722562
CIAPIN1	ENSG00000005194	0.227234296459384	0.0115957126524283	0.00960241365265657	0.292289128680407	0.0101708275342473	-0.00875860143548028	0.0290929696674346
SPPL2B	ENSG00000005206	0.335971241880824	0.00923864794797013	0.00960159576018483	0.300873872742327	0.00999119835029438	-0.00893735201404293	0.0289125912140869
FAM214B	ENSG00000005238	0.597735175556667	0.00506836422414194	0.00960506923314984	0.42247074595963	0.00774706661911345	-0.0111823159383102	0.0266708985899281
PRKAR2B	ENSG00000005249	0.514747353564175	-0.0062555400666284	0.00960196941046243	0.50160033534583	-0.00648993411028084	-0.0254145550356112	0.0124393367796976
MSL3	ENSG00000005302	0.678312274125504	-0.00398279730010549	0.00960222425284717	0.713275273448787	-0.00354896905346909	-0.0224752021491207	0.0153798069135621
CREBBP	ENSG00000005339	0.636036500751984	0.00454518127683232	0.00960395993691839	0.510866129214646	0.00635004811797669	-0.0125792066472952	0.0252747531371681
TSPOAP1	ENSG00000005379	0.623544162657215	0.0047155358152751	0.00960692098853734	0.400687706375231	0.00811648686973391	-0.0108129171281541	0.0270400756343717
MPO	ENSG00000005381	0.88403438782567	-0.00140124132339466	0.00960673325837955	0.843860519565683	0.00190224034853837	-0.0170261155230161	0.0208292332338641
GCFC2	ENSG00000005436	0.00254434764691602	0.0289999696632779	0.00960668377277746	0.0114506555191484	0.0244182269472237	0.00549302287879893	0.0433259453229
WDR54	ENSG00000005448	0.141320730959607	0.014126823439368	0.00960355728111592	0.224132032851404	0.0117401372552994	-0.00718920313272205	0.0306610667721299
CROT	ENSG00000005469	0.0997367152104732	0.0158059928015929	0.00960107172602403	0.0939431263250159	0.01617585048975	-0.00275273516590011	0.0350928488744381
KMT2E	ENSG00000005483	0.824959104674645	-0.00212483190523696	0.00960694511180481	0.878630775641942	0.00147484375043761	-0.017453386313214	0.0204020170629677
RHBDD2	ENSG00000005486	0.851273246334132	-0.00180040905261815	0.00960225177761954	0.875872746280192	-0.00150862930753768	-0.0204357886089527	0.0174196109528275
SOX8	ENSG00000005513	0.894100073368648	-0.00127895171556779	0.00960742743091842	0.814337273488645	0.00226805520050507	-0.0166604028609757	0.0211948881659288
IBTK	ENSG00000005700	0.748317062214717	-0.00308103558743752	0.00960220537323453	0.763638987297197	-0.00290424399408563	-0.0218307867829198	0.01602437972291
ZNF195	ENSG00000005801	0.974655850465227	0.000305076808815885	0.00960258908431229	0.896681449785956	0.00125415064937675	-0.0176740117448607	0.0201814144223854
MYCBP2	ENSG00000005810	0.154837180309991	0.0136612150658763	0.00960196561672487	0.205808900140619	0.0122187445248365	-0.00671055029025441	0.0311392856851887
FBXL3	ENSG00000005812	0.208046218166753	0.012089505635113	0.00960222331163681	0.261086392856781	0.0108537341320115	-0.00807566775071659	0.0297753600249351
ITGAL	ENSG00000005844	0.388307359456444	-0.0082877337565701	0.00960644801153986	0.618305036631391	-0.00481216760723104	-0.0237377483350067	0.0141168610497604
PDK2	ENSG00000005882	0.526387368032948	0.00608500479873031	0.00960460053277095	0.373215357890244	0.00860007258544369	-0.0103293516703197	0.0275233351822668
ITGA3	ENSG00000005884	0.0944311017695481	0.0160589175235541	0.00960104954698282	0.0866353554360338	0.0165472756475717	-0.00238121299876633	0.0354639111034675
ZFX	ENSG00000005889	0.18827962485005	0.0126327054495121	0.00960100343157809	0.193945030242837	0.0125447847987861	-0.00638359117196138	0.0314641744462657
LAMP2	ENSG00000005893	0.106913928775602	-0.0154949567130341	0.00961013363912444	0.264155532963076	-0.0107841628916036	-0.029705842183484	0.00814524255847093
ITGA2B	ENSG00000005961	0.236981074572752	0.0113578397299608	0.00960386273872127	0.156308154928839	0.0136906865930074	-0.00523841370130332	0.0326099790896523
GDE1	ENSG00000006007	0.564026992473063	0.00554035311765573	0.0096038567757238	0.428585620508088	0.00764539186413453	-0.0112839838855869	0.0265692898661893
OSBPL7	ENSG00000006025	0.664585346607106	0.00416352190360568	0.00960214788208894	0.678653726001943	0.00400135108540807	-0.0149275223178359	0.0229273574908676
TMEM98	ENSG00000006042	0.505209670589539	-0.00640126010985675	0.00960663185855073	0.751071658690024	-0.00306380466129734	-0.0219902722697562	0.0158648582005028
YBX2	ENSG00000006047	0.669120302043172	0.00410457605413286	0.00960432560152286	0.508676590782092	0.00638298257905656	-0.0125462760492533	0.0253076678659906
MAP3K14	ENSG00000006062	0.164352110810908	-0.01335261088831	0.00960151507947369	0.208652655421893	-0.01214193350646	-0.0310616555614825	0.00678648638007082
ABCC8	ENSG00000006071	0.573194499415612	0.00541023976419517	0.00960334470985555	0.458841058477599	0.00715422225766901	-0.0117751150935656	0.0260784337357294
AP2B1	ENSG00000006125	0.0173876726097624	0.0228370130417287	0.00960032408834494	0.0254051910313545	0.0215851663782507	0.00265850969063734	0.0404963640896427
TAC1	ENSG00000006128	0.710248460841376	-0.00356915687664612	0.0096065862435611	0.988641524534398	-0.00013748865868755	-0.0190642993420816	0.0187894205287403
ZNF263	ENSG00000006194	0.822523920710003	-0.00215397887104527	0.00960288301780888	0.718800745563872	-0.00347751085040698	-0.0224037790458953	0.0154512490172034
SPATA20	ENSG00000006282	0.353948538174485	0.0089015056423093	0.00960250984310527	0.291910298937957	0.0101788144388102	-0.00875061431617662	0.0291009506362654
TNFRSF12A	ENSG00000006327	0.386902989537128	-0.0083093477421362	0.0096030435380166	0.491990024017621	-0.00663647445727596	-0.0255610064945363	0.0122928125299961
MAP3K9	ENSG00000006432	0.788871612133171	-0.0025713077449658	0.00960221161280112	0.771680226020617	-0.00280256566003946	-0.0217291558542645	0.0161260326096783
RALA	ENSG00000006451	0.365531189777925	-0.00868925714700094	0.00960229967427258	0.301394027151223	-0.00998091899826507	-0.0289032015575768	0.00894851436596196
BAIAP2L1	ENSG00000006453	0.0514575329973179	-0.0187101951888576	0.00960550301163527	0.114692902069189	-0.0152342761135083	-0.0341521711635071	0.00369453205079816
KDM7A	ENSG00000006459	0.0500195276445656	-0.0188249251387068	0.00960446435104662	0.103673027597265	-0.0157157007407456	-0.0346331415157855	0.00321299785069344
ETV1	ENSG00000006468	0.69660997922527	0.00374431129406923	0.00960298542138442	0.593324347505795	0.00515764029819572	-0.0137714469490235	0.0240830320969413
AGK	ENSG00000006530	0.533926284983476	-0.0059739435989453	0.00960373437544418	0.68213116533526	-0.0039555312137366	-0.0228815609320862	0.0149733326731518
ALDH3B1	ENSG00000006534	0.122094999682708	-0.0148469371355026	0.0096024469285017	0.185327831769425	-0.012791324654569	-0.0317105078458973	0.00613702140900921
TTC22	ENSG00000006555	0.633989396192496	0.00457239828724333	0.00960319733934413	0.759649781877883	0.00295480492861603	-0.0159738312967193	0.0218813239988572
PHTF2	ENSG00000006576	0.863137061251858	0.0016552991385369	0.0096022637049815	0.839658959854248	0.00195412241017569	-0.016974248262779	0.0208810929228385
FARP2	ENSG00000006607	0.685067581756981	-0.00389456232747495	0.00960271777871993	0.604013471739583	-0.00500903156165018	-0.0239345051836079	0.0139200310360651
GGCT	ENSG00000006625	0.456516137330895	0.00715269869556873	0.00960580207054338	0.668119553612312	0.00414070919906853	-0.0147881926591551	0.023066644211749
DBF4	ENSG00000006634	0.777892467047343	0.00270985645887539	0.00960691033577308	0.94487151168797	-0.000667843093601846	-0.0195953382378758	0.0182601305726565
TBXA2R	ENSG00000006638	0.450408137514981	0.00724760227564299	0.00960249511737377	0.525686896161824	0.00612901973248194	-0.0128002080448607	0.0250538561162671
IFRD1	ENSG00000006652	0.666470442060713	-0.00413889140024648	0.0096027942163404	0.765672685093929	-0.00287849870061752	-0.0218050535296378	0.0160501186100374
COX10	ENSG00000006695	0.811287079476816	-0.00229363088577339	0.00960595263969348	0.583137879368708	-0.0053004055687335	-0.0242257179748041	0.0136287045714366
GTF2IRD1	ENSG00000006704	0.105396229918699	-0.0155488154619331	0.00960174444730059	0.0811989114348614	-0.0168403573534703	-0.0357567027504227	0.0020880510569943
PAF1	ENSG00000006712	0.192778512043703	0.0125062047151878	0.00960180091625567	0.249221342281369	0.0111276320725662	-0.00780087117084526	0.0300481638876459
VPS41	ENSG00000006715	0.115030895832685	-0.0151359181948418	0.00960336339612023	0.185125237047409	-0.0127978185704469	-0.0317178782719541	0.00613140950858099
ELAC2	ENSG00000006744	0.670584723771416	-0.00408493544931096	0.0096035377347439	0.539852012737927	-0.00592072940209788	-0.0248456878884439	0.0130084712500956
SCIN	ENSG00000006747	0.131825504540423	-0.0144695347669538	0.00960118596816129	0.163620783644554	-0.0134524896734768	-0.0323711078489435	0.00547576482264166
PNPLA4	ENSG00000006757	0.265404452611026	0.0106971604414945	0.00960449329719548	0.403160087245802	0.00807396553763804	-0.0108554362555148	0.026997582558891
ADIPOR2	ENSG00000006831	0.424093194203037	0.0076755429609626	0.00960198161848859	0.448103402496399	0.00732636343268064	-0.0116029884156823	0.0262504660848557
PRSS21	ENSG00000007038	0.105966602524526	-0.0155235678848538	0.00960184737789114	0.143389087964004	-0.0141318840221533	-0.0330507862878872	0.00479714198405883
CCDC124	ENSG00000007080	0.789291200261242	-0.00256636359546225	0.00960329495105416	0.664794303583742	-0.00418487763619716	-0.0231107898681695	0.0147440330871936
CEACAM21	ENSG00000007129	0.677555029747191	-0.0039940774865824	0.00960546126121946	0.904158483628165	-0.00116293213703645	-0.0200902327615406	0.0177652017491949
PAFAH1B1	ENSG00000007168	0.636400068699543	-0.00453998661339258	0.00960332467952175	0.79227023648322	-0.00254347516529502	-0.021469301926179	0.0163841738618798
KIAA0100	ENSG00000007202	0.304534134303563	-0.00986074547310598	0.00960330188222623	0.222189083450058	-0.0117895230594491	-0.0307104129039426	0.00713981302740923
GAS7	ENSG00000007237	0.992708148317551	0.0000877621747422694	0.00960270167554354	0.890739125813336	0.00132672543175421	-0.0176014594189354	0.0202539596602717
TRAPPC6A	ENSG00000007255	0.959038182613243	0.000493191510662864	0.00960230236367005	0.919068227278867	0.000981336911126872	-0.0179467392847384	0.0199087099612266
MATK	ENSG00000007264	0.988611035105318	-0.000137168356739461	0.00960914760246592	0.661850530846579	-0.00422405214244082	-0.0231499441076587	0.0147048663819815
CD79B	ENSG00000007312	0.170365984077755	0.0131653487843817	0.0096018878715212	0.142199737662362	0.0141740091052617	-0.0047550094224609	0.0330928737272193
ST7L	ENSG00000007341	0.2581472707392	0.0108635965730746	0.00960665158875188	0.13829257153793	0.0143143290917183	-0.00461466404013821	0.033233067837065
TKTL1	ENSG00000007350	0.0195003540717592	-0.0224269201698547	0.00959983805027707	0.0176361094330032	-0.0229173515825397	-0.0418269509939694	-0.00399134007675457
PAX6	ENSG00000007372	0.782355420143211	-0.00265371189965806	0.00960592699960955	0.972105823015645	0.000337718190007343	-0.0185901434869958	0.0192653378855726
RPUSD1	ENSG00000007376	0.53219103430151	-0.00599989268262984	0.00960466715834645	0.378594478035005	-0.00850371207855638	-0.0274270403740642	0.0104257088469109
LUC7L	ENSG00000007392	0.935191428438708	0.00078083385800595	0.00960235289253055	0.888896290341609	0.00134924738075103	-0.0175789443982654	0.0202764724002799
CACNA2D2	ENSG00000007402	0.466819152243441	0.0069882051846131	0.00960326980346232	0.365663011144542	0.00873682729400576	-0.0101926010846218	0.0276599960484414
BAIAP3	ENSG00000007516	0.851335029656227	0.00179994482844091	0.00960381252182927	0.696526577457746	0.0037667826284475	-0.0151620412192372	0.022692907543474
TSR3	ENSG00000007520	0.569503479340601	-0.00546167367973042	0.00960209085737308	0.606854125147233	-0.00496973859427425	-0.0238952337110818	0.0139593173462391
PIGQ	ENSG00000007541	0.0791899161396396	0.0168552005943232	0.00960096862462986	0.0720109925801646	0.0173741112280032	-0.00155414270032222	0.0362899200337611
CRAMP1	ENSG00000007545	0.086073668341395	0.0164813058872372	0.00960090408228453	0.0882517473163261	0.0164630067668365	-0.00246550434724123	0.0353797250213888
TEAD3	ENSG00000007866	0.391681397790933	-0.00822671730525088	0.00960384358356962	0.534825209692733	-0.00599432603516845	-0.0249192415656892	0.0129348843889653
DNAJC11	ENSG00000007923	0.199893014068256	-0.0123079131256757	0.00960103973158189	0.203205310757226	-0.0122886510517044	-0.0312082527551449	0.0066397535522972
MYLIP	ENSG00000007944	0.441726734752141	0.00738864007528375	0.00960425301932824	0.313451074387892	0.00973521979761163	-0.00919421722588789	0.0286576820130063
E2F2	ENSG00000007968	0.281474037659916	0.0103504319491233	0.00960982043260009	0.540503658845348	0.00591121396533957	-0.0130179854084541	0.0248361779905604
PSMB1	ENSG00000008018	0.973704358979089	0.000316551960059883	0.00960312379603075	0.877577366586573	-0.00148767636055003	-0.0204139618568153	0.0174396749821817
JARID2	ENSG00000008083	0.177558626204855	-0.0129471488973601	0.00960186901450889	0.235172865696294	-0.0114646146679362	-0.0303848817710196	0.00746386520296526
CDKL5	ENSG00000008086	0.967097922166332	-0.000396080839164318	0.00960212344326054	0.955715293973021	-0.000536326570465297	-0.0194638718282038	0.0183916029752861
CDK11A	ENSG00000008128	0.364941742096138	0.00869958544334132	0.00960190162907505	0.38101699952044	0.00846059097708183	-0.0104688283442286	0.0273839485588505
NADK	ENSG00000008130	0.87144982244041	0.00155413506774134	0.00960403500031947	0.705380017950706	0.00365141374878797	-0.0152773849617189	0.0225775961872084
TFAP2D	ENSG00000008197	0.581674798772839	-0.00529163083228186	0.00960443944972906	0.759213025289103	-0.00296034546855968	-0.021886861933803	0.0159682921215753
DLEC1	ENSG00000008226	0.397778548564409	-0.00811967109414818	0.00960192936598223	0.389165576040858	-0.00831676608772945	-0.0272402208415616	0.0106126473741414
CYTH3	ENSG00000008256	0.725810774589459	-0.00336781335325507	0.00960276938962479	0.822351444540601	-0.00216845362832716	-0.0210953306372849	0.0167599771113321
ADAM22	ENSG00000008277	0.641351339898825	0.00447290689176522	0.0096021504722331	0.667565753269871	0.00414805915412254	-0.014780844184452	0.0230739903810436
SYPL1	ENSG00000008282	0.255921987876513	0.0109089532723756	0.00960174049811753	0.277488099636562	0.0104882282058738	-0.00844119037074933	0.0294101325951545
CYB561	ENSG00000008283	0.719967239325256	-0.00344257813662621	0.00960240665175753	0.66290676519483	-0.00420998825310608	-0.0231358875008942	0.0147189274773813
SPAG9	ENSG00000008294	0.639753458485693	-0.00449441544996692	0.00960228559286798	0.604572694712473	-0.00500128964711544	-0.0239267675088355	0.0139277716435508
CELSR3	ENSG00000008300	0.39060880660911	-0.00824372864661549	0.00960193601478462	0.377055027120756	-0.00853120273429035	-0.0274545123224484	0.010398219177116
AASS	ENSG00000008311	0.376404528228424	-0.00849476273951853	0.00960318941037435	0.487395635063647	-0.00670707214508972	-0.0256315610694457	0.0122222223071028
PLEKHG6	ENSG00000008323	0.293045882773973	-0.0100989910941891	0.00960423039983247	0.441996434209162	-0.00742496600799935	-0.0263481235651517	0.0115035108883346
SS18L2	ENSG00000008324	0.257049292584897	-0.010883221280835	0.00960182598523904	0.232115778602533	-0.0115403553756388	-0.0304614444389227	0.00738900146951177
MPND	ENSG00000008382	0.487665020371211	0.00666433781574861	0.00960208120489933	0.488783522547485	0.0066857081473217	-0.0122435840657748	0.0256102101382312
MGST1	ENSG00000008394	0.876181689472944	-0.00149631653025612	0.00960315387002578	0.999962672569244	0.000000451835673331047	-0.0189272911704847	0.0189281945180826
CRY1	ENSG00000008405	0.836733013514261	-0.00197937968449939	0.00960494969530995	0.637621241306591	-0.00454921339235971	-0.0234749348958926	0.0143797676411072
NFIX	ENSG00000008441	0.549380270841652	-0.00574967936736128	0.00960347841365356	0.690249683596901	-0.00384890244877083	-0.0227749861117302	0.0150799389846913
ST3GAL1	ENSG00000008513	0.365006017132954	-0.00870344820919175	0.00960745274953747	0.603419516394893	-0.00501725783899246	-0.023942726953448	0.0139118061450596
MMP25	ENSG00000008516	0.416504716492006	0.00780210808990954	0.00960222135157843	0.472437165053684	0.00693945998707409	-0.0119898577048094	0.0258638056640911
IL32	ENSG00000008517	0.931531738660312	-0.000825062831712486	0.00960270366612129	0.978037823211952	0.00026587814803169	-0.0186619586120627	0.0191935244014218
PKD1	ENSG00000008710	0.0422506472666036	-0.0195036341926421	0.0096016206649465	0.0262935106729521	-0.0214564084787234	-0.0403677571137018	-0.00252969299685195
MED24	ENSG00000008838	0.988742751088539	-0.000135503737290594	0.00960361025439685	0.839184624742046	-0.00195998315155627	-0.0208869511305387	0.0169683891870017
RHOBTB2	ENSG00000008853	0.267924081239879	-0.0106408497151506	0.00960440577185763	0.171171754237398	-0.0132160583940753	-0.032135762472409	0.00571311358645971
HEATR5B	ENSG00000008869	0.658658606463488	-0.00424206294575226	0.00960224538519303	0.705579064608791	-0.00364882601842998	-0.0225750097413291	0.015279972122472
SEC62	ENSG00000008952	0.527040862087145	-0.00607431597220788	0.00960289839222187	0.63214803421899	-0.00462337080688506	-0.0235490528741748	0.0143056239221758
CSDE1	ENSG00000009307	0.293586450503399	-0.0100848818153244	0.0096015592259566	0.293772146948212	-0.010139627602266	-0.029061792899594	0.00878980218317518
UBE3C	ENSG00000009335	0.678052225625858	0.00398651933152802	0.00960297333257553	0.788574619450406	0.00258993578190239	-0.0163386080077199	0.0215166238460348
