gene	ensg	P_withShet	beta_withShet	betaSE_withShet	P_pearson	R_pearson	R_pearson_CIlower	R_pearson_CIupper
SARM1	ENSG00000004139	0.148140056116175	-0.0138109490753659	0.00954958479387794	0.148284135767265	-0.0138837957458174	-0.0326979608321531	0.00494020534740028
POLDIP2	ENSG00000004142	0.43123682485699	-0.00751722509049338	0.00955045675657322	0.377945715630138	-0.00846802902744979	-0.0272863898816004	0.0103563317473509
PLXND1	ENSG00000004399	0.51696653747343	-0.00619024079843034	0.00955210825400852	0.667096994898269	-0.0041312254118596	-0.0229521506990091	0.0146926271655213
CD38	ENSG00000004468	0.0232655472853796	-0.0216731823135318	0.00955031847591392	0.0428204986635296	-0.0194516838020503	-0.0382603854629473	-0.000629204108608667
FKBP4	ENSG00000004478	0.120778695105616	-0.0148202459537373	0.00955137174446383	0.0777905194367054	-0.0169378071761179	-0.0357491198710483	0.00188550401774727
KDM1A	ENSG00000004487	0.114373811066704	-0.0150837799617143	0.00955296841552439	0.0616354725300199	-0.0179485149942744	-0.0367588064764321	0.000874490509415664
RBM6	ENSG00000004534	0.522064552062352	-0.00611501028738912	0.00955191234571155	0.407474221328361	-0.00795573998985599	-0.0267744406212842	0.0108685976333684
CAMKK1	ENSG00000004660	0.812822897775677	-0.00226238944226662	0.00955434604678444	0.582863072150555	-0.00527483361232969	-0.024095151351224	0.0135492217107742
RECQL	ENSG00000004700	0.00751646995243643	0.0255253936271648	0.00954736497512543	0.00774839187533065	0.0255711131190471	0.00675165274258327	0.0443724659341782
VPS50	ENSG00000004766	0.569814331756173	0.00542788408476958	0.00955037843846402	0.582376471837671	0.00528164571343758	-0.0135424106698586	0.0241019596859487
ARHGAP33	ENSG00000004777	0.00120323982926003	-0.0309284954890669	0.00954887067761894	0.00324917180631065	-0.0282616363240838	-0.0470593126905878	-0.00944395006721659
NDUFAB1	ENSG00000004779	0.121898343013147	-0.0147736147397992	0.00954999916868304	0.167633890956455	-0.0132515610893434	-0.0320654054996977	0.00557167071504722
PDK4	ENSG00000004799	0.427519308338807	-0.00758139600805733	0.00955469210905426	0.651875378234118	-0.00433313647049405	-0.0231539580680034	0.0144907554814806
ARX	ENSG00000004848	0.336400803712199	0.0091879729482264	0.00955742732189249	0.169936466138556	0.0131807376072854	-0.00564337256374407	0.031995509676928
SLC25A13	ENSG00000004864	0.0823550980092966	-0.0165904434126924	0.00954932106058856	0.073883399599207	-0.0171652150586579	-0.0359763013304984	0.00165803071029483
ST7	ENSG00000004866	0.821954162087039	-0.0021492326370765	0.00955054339999769	0.85046361936673	-0.00181070768889136	-0.0206327145420121	0.0170125822072642
CDC27	ENSG00000004897	0.920888964785601	0.000948484419096704	0.00955013747019778	0.954357284734128	0.000549697497870015	-0.0182723336785511	0.0193713392008235
SLC4A1	ENSG00000004939	0.44699570481251	0.00726772151805782	0.00955699636903922	0.236528931985937	0.0113680407481386	-0.00745539658921274	0.0301834246022123
HCCS	ENSG00000004961	0.566561994595538	0.00547345983451605	0.00954995755953316	0.550770958428089	0.00572979159860347	-0.0130934625939376	0.0245489862324848
DVL2	ENSG00000004975	0.242543937374368	-0.0111611316332447	0.00954991247101757	0.242594716032773	-0.0112227682178161	-0.0300391327300192	0.00760154762132555
SKAP2	ENSG00000005020	0.122101246953672	-0.0147648321949143	0.00954951259639257	0.125005042664302	-0.0147334839420765	-0.0335468906470214	0.00409036047953195
SLC25A5	ENSG00000005022	0.505338181955791	0.00636421777762689	0.00955392779412088	0.699141446154608	0.00371193630927663	-0.0151118296007104	0.0225330720188907
MCUB	ENSG00000005059	0.0759555710462544	0.0169549210228155	0.00955303371483885	0.147515254764907	0.0139101585033702	-0.00491383813762463	0.0327243004679468
HOXA11	ENSG00000005073	0.200170282277806	-0.0122431362797487	0.00955640459954618	0.388681461172992	-0.00827905393234304	-0.0270975412738993	0.0105452994523802
MEOX1	ENSG00000005102	0.0018889820807737	-0.029674615638285	0.00954807124566365	0.00405451624248277	-0.0275970457936661	-0.0463956555811709	-0.00877889593553708
THSD7A	ENSG00000005108	0.160878845599961	-0.103252944560974	0.0733420893243778	0.132749932925573	-0.110637804887076	-0.250529119152619	0.0337792715560368
LIG3	ENSG00000005156	0.906995930463755	-0.00111607720452098	0.00955289825491421	0.715338792857078	-0.00350271091792314	-0.0223239491546084	0.0153210092701473
RPAP3	ENSG00000005175	0.118054357915779	-0.0149303992488519	0.00955168613251746	0.0693815737026849	-0.0174389635830587	-0.036248907605185	0.00138333259794849
ACSM3	ENSG00000005187	0.327610047848366	0.0093500184889441	0.00955074299306136	0.270145421759496	0.0105908656489408	-0.00823348575259403	0.0294077133228556
REXO5	ENSG00000005189	0.695561395074554	-0.00373734633484186	0.009550382554714	0.684828650870928	-0.00389829262416951	-0.0227193356264721	0.0149255126227739
CIAPIN1	ENSG00000005194	0.0355728359836528	-0.0200705511347573	0.00954813285887645	0.0357067772272589	-0.0201689047656286	-0.0389759509983194	-0.00134757420125903
SPPL2B	ENSG00000005206	0.728081181709689	0.00332043129438389	0.00955002848075013	0.739876092184669	0.00318871057245816	-0.0156340698688943	0.0220092317604568
FAM214B	ENSG00000005238	0.574321189428951	0.00536489645494759	0.00955090666266986	0.498985529305273	0.00649341603739849	-0.0123308011446702	0.0253130322513413
COPZ2	ENSG00000005243	0.617421811164343	0.00477066220200087	0.00955045414457917	0.700379367047544	0.00369571426137972	-0.015127180112562	0.0225159901707362
PRKAR2B	ENSG00000005249	0.0288929969591476	-0.020868941918243	0.00954997871413668	0.0492176597933161	-0.0188875228966576	-0.0376968311976473	-0.0000648358806605793
MSL3	ENSG00000005302	0.0938352177304283	-0.0160033989178856	0.00955055043872548	0.0648617990372649	-0.0177305486998506	-0.036541063661794	0.00109252598255272
CREBBP	ENSG00000005339	0.100890567310701	-0.0156695260786597	0.00955056447682297	0.135864420971809	-0.0143231461647752	-0.0331369225023869	0.00450077731279644
TSPOAP1	ENSG00000005379	0.303410104515414	0.00983790328670394	0.00955881515890144	0.134747029902041	0.0143641696840065	-0.0044597461752521	0.0331779093524333
MPO	ENSG00000005381	0.887604479829247	-0.00135049513214319	0.00955498234863045	0.843277220765736	0.00189884201691067	-0.0169244729527313	0.020720811493162
GCFC2	ENSG00000005436	0.100940881081268	0.0156735628740904	0.00955443536347858	0.204088810536275	0.0121971649447199	-0.0066270665878275	0.0310127549877858
WDR54	ENSG00000005448	0.424947728392068	-0.00762161436332742	0.00955212781559152	0.309792946370125	-0.0097546547351162	-0.0285721187019754	0.00906972061364355
CROT	ENSG00000005469	0.595220721141205	0.00507417768098262	0.00955046664203056	0.627146372072288	0.00466534041635582	-0.0141586129791242	0.0234859880756626
KMT2E	ENSG00000005483	0.0353362101129086	0.0200974356041917	0.00954861860846096	0.0265878541522996	0.0212957454463297	0.00247402707827048	0.0401023807280627
RHBDD2	ENSG00000005486	0.510096294136737	0.00629144788753863	0.00955117160719801	0.422916316322525	0.00769667375770403	-0.0111276483959363	0.026515542457264
SOX8	ENSG00000005513	0.665579459836461	0.00412876376132589	0.00955213459040867	0.523260388024933	0.00613076894334973	-0.012693405912408	0.0249505997679487
IBTK	ENSG00000005700	0.455497641750311	-0.00712862129522809	0.00955185060307743	0.346185403388021	-0.00904740172537127	-0.0278653664137532	0.0097769733262195
ZNF195	ENSG00000005801	0.961086559364719	0.000466060420683601	0.00955213244330857	0.800804450929755	0.0024232739079667	-0.0164001842128676	0.0212450149340612
MYCBP2	ENSG00000005810	0.642694196734749	0.00443151178291809	0.00955173891653776	0.791922573138258	0.00253380928051588	-0.0162896776917312	0.0213555008353362
FBXL3	ENSG00000005812	0.53471302836612	-0.00593116567804917	0.00955333765323811	0.730557149522483	-0.00330763624526754	-0.0221289685910206	0.0155160398289449
ITGAL	ENSG00000005844	0.478212745780238	-0.00677482602982856	0.00955270964933709	0.662207366208374	-0.00419588207429996	-0.0230167743245332	0.0146279832787716
PDK2	ENSG00000005882	0.683803841791088	0.00388994730736759	0.00955083016927792	0.608047573370846	0.00492576368700122	-0.0138982349709182	0.023746272088457
ITGA3	ENSG00000005884	0.550344413500993	0.00570410272586616	0.00955040687481624	0.524967579876288	0.00610559670275411	-0.0127185750312763	0.0249254422403921
ZFX	ENSG00000005889	0.452027185044347	0.00718228609410029	0.00955006337962663	0.502992190748844	0.00643263558269234	-0.0123907067353901	0.0252514204159378
LAMP2	ENSG00000005893	0.313116235879187	0.00963575874064453	0.00955216088627917	0.216812287704978	0.0118616262550757	-0.00696263834501155	0.0306774870214627
ITGA2B	ENSG00000005961	0.366517102407111	-0.00862690978072463	0.00955303468119672	0.531006633700529	-0.00601688581181055	-0.024836783010459	0.0128072747306099
GDE1	ENSG00000006007	0.24512426583605	0.0111014272087962	0.00955095548274155	0.185964973376753	0.0127025161763424	-0.00612165755222348	0.0315176904956621
OSBPL7	ENSG00000006025	0.430148936679879	0.00753525190081544	0.00955079012794408	0.505567319265411	0.00639419301090263	-0.0124300130823475	0.0252138684355997
TMEM98	ENSG00000006042	0.354418664032528	-0.00884951757585235	0.00955576259820769	0.588168079382523	-0.00520073772180135	-0.024021096315247	0.0136233059566534
YBX2	ENSG00000006047	0.905226846315875	-0.0011378565196769	0.00955667858920655	0.781335778930553	0.00266600353250475	-0.0161575173406063	0.0214876353187182
MAP3K14	ENSG00000006062	0.216139156606933	-0.0118119963060193	0.00954943132393425	0.208396104077073	-0.0120813636004347	-0.0308961801343491	0.00674201161432545
AP2B1	ENSG00000006125	0.875889765859008	0.00149165447649651	0.0095505351157975	0.902602841497958	0.0011753420972607	-0.0176477583923622	0.019997609753754
TAC1	ENSG00000006128	0.479374128046957	-0.00675699404261101	0.00955276258634794	0.666817163274713	-0.00413472991342818	-0.0229547856228015	0.0146882552991145
ZNF263	ENSG00000006194	0.296947288240877	-0.00996620162571244	0.00955484277407755	0.493622693227578	-0.00657477787659312	-0.025394345261982	0.0122494481216303
CX3CL1	ENSG00000006210	0.719802555069664	0.00342903181487754	0.00955875581159925	0.407281950895263	0.00795863494357968	-0.0108648346920681	0.026776466056525
SPATA20	ENSG00000006282	0.248651172702461	0.0110182011436802	0.00955036888999493	0.209881453730167	0.0120425801666777	-0.0067816671269863	0.0308582954596534
TNFRSF12A	ENSG00000006327	0.364967443554659	0.00865618625743976	0.00955451768735717	0.217050499742164	0.0118554814763295	-0.00696878368979714	0.0306713471610412
DLX6	ENSG00000006377	0.75432760721593	-0.00759553420015403	0.024267736754407	0.788014319649234	-0.0065359044065441	-0.0541313872573097	0.0410892101061339
MAP3K9	ENSG00000006432	0.605098751130825	0.00493852167624042	0.00955046789761533	0.577384963397569	0.00535167816460678	-0.013472389016805	0.0241719533152277
RALA	ENSG00000006451	0.978280722140744	-0.000260010634588135	0.00955041234391124	0.974481888006999	0.000307225930090992	-0.0185155912084096	0.0191298253717502
BAIAP2L1	ENSG00000006453	0.729244449624939	-0.00330624677441852	0.00955177002145483	0.870571393597242	-0.00156488862662772	-0.02038699818461	0.0172583297912387
KDM7A	ENSG00000006459	0.64368013236358	0.00441810022373461	0.00955115260272707	0.55034773238475	0.0057361438005105	-0.0130879793717178	0.0245562025390138
ETV1	ENSG00000006468	0.683106057423433	0.00390089742324756	0.00955541852733998	0.445944959670485	0.00732039220929393	-0.0115039029752111	0.0261395005235306
AGK	ENSG00000006530	0.596158861427658	-0.0050623324926537	0.00955250855835711	0.768583246861599	-0.00282591649337122	-0.0216474750998005	0.0159976445099303
TTC22	ENSG00000006555	0.0844902563990271	0.0164863151384014	0.00955526356780448	0.186581615700747	0.0126847399351378	-0.00613943598994049	0.0314999290409291
PHTF2	ENSG00000006576	0.23003222698304	0.0114634926576203	0.00955017750870441	0.267522028667816	0.010649058225128	-0.0081752905299984	0.0294658620319719
CCL26	ENSG00000006606	0.853585992599582	0.00176453108117083	0.00956129825684335	0.472252216468281	0.00690350930182708	-0.0119198816540192	0.0257220091922541
FARP2	ENSG00000006607	0.000684613213735581	-0.0324238598779772	0.00954583577722252	0.00103010305731067	-0.0315158448645189	-0.0503087111184473	-0.0127006690081513
GGCT	ENSG00000006625	0.206255100431803	-0.012071695281896	0.00955034750345773	0.172072416814432	-0.0131151180548672	-0.0319299458286005	0.00570900134707643
DBF4	ENSG00000006634	0.309990143595144	-0.00969790758715454	0.00955185715834101	0.221081344632728	-0.0117522312853704	-0.0305681793998839	0.00707204317919677
TBXA2R	ENSG00000006638	0.898831856052765	-0.00121428293592698	0.00955074554621461	0.960158265463334	-0.000479793206192986	-0.0193023289527819	0.0183430825164236
IFRD1	ENSG00000006652	0.458617125116538	-0.00707853217836423	0.00955071135151521	0.528252693724952	-0.00605727580441352	-0.0248771495185585	0.0127668898702729
LGALS14	ENSG00000006659	0.0710199737171176	-0.0172420035772528	0.00954956806407932	0.100815336725797	-0.0157584711512144	-0.0345700596770537	0.00306427984979808
COX10	ENSG00000006695	0.514770791637078	-0.00622259842431744	0.00955194153185452	0.39499485136203	-0.00816940595836374	-0.0269879660751951	0.0106549425220653
GTF2IRD1	ENSG00000006704	0.651066285335456	-0.00431980754463473	0.00955088512103029	0.576857642057536	-0.00535909322870393	-0.0241793642580451	0.0134649750852077
PAF1	ENSG00000006712	0.79744213164733	0.00245119315124998	0.00955015886812608	0.757256496535533	0.00296847211347134	-0.0158542558223274	0.0217890968355989
VPS41	ENSG00000006715	0.406716118549355	-0.00792557749497274	0.00955212593925958	0.546015681230847	-0.00579859191135665	-0.0246186149734327	0.0130255398300641
ELAC2	ENSG00000006744	0.0687063376529832	-0.0173927342992804	0.0095536807001286	0.0313021645484264	-0.020678323812475	-0.0394856651852816	-0.00185633627348205
SCIN	ENSG00000006747	0.0883769939176053	-0.0162762150161154	0.00955078670349722	0.141969156701843	-0.0141028505666914	-0.0329159554269511	0.00472024450770841
ARSD	ENSG00000006756	0.167688871338935	-0.0131819884774609	0.00955382402567819	0.303527101014725	-0.00988137746578455	-0.0286978821943301	0.00894212776736442
PNPLA4	ENSG00000006757	0.524906882424164	0.00607298426565396	0.00955141393558082	0.641701508028498	0.00446916042927547	-0.0143547571835439	0.0232899113081713
ADIPOR2	ENSG00000006831	0.00466859017813744	-0.0270163256735972	0.00954761599139219	0.00327975808148818	-0.0282337832721435	-0.0470314990915862	-0.00941607725147074
PRSS21	ENSG00000007038	0.0639824974685854	-0.0176897648045894	0.00954917663430748	0.075988320539407	-0.0170415150912322	-0.0358527247685084	0.00178176650763593
PROM1	ENSG00000007062	0.0476864572616927	-0.0189213770390281	0.00955443334911225	0.115613073253774	-0.0151107268574228	-0.0339229209063182	0.00371217105253217
CCDC124	ENSG00000007080	0.0303095910666733	-0.0206931216990652	0.009552264974383	0.0137130273017682	-0.023668870138275	-0.0424726581135965	-0.00484832005831524
CEACAM21	ENSG00000007129	0.516325774093002	0.00619857370204807	0.00955036105745837	0.537533461054267	0.00592158315552531	-0.012902565033591	0.024741535524051
PAFAH1B1	ENSG00000007168	0.416209331904213	0.00776577609288705	0.00955145542738047	0.31007927189975	0.00974843439114324	-0.00907507285994348	0.0285650353037043
KIAA0100	ENSG00000007202	0.636499985789369	-0.00451439928847027	0.00955203281008084	0.50103839041768	-0.00646239443565905	-0.0252820292013542	0.0123618193193678
GAS7	ENSG00000007237	0.913784439076004	-0.00103406767108686	0.00955092546706458	0.989725969998164	0.000123676763409187	-0.0186990768328516	0.0189463427236984
TRAPPC6A	ENSG00000007255	0.446991506091107	-0.00726340992809732	0.00955123837192438	0.550821213599161	-0.00572933311790036	-0.0245493957384545	0.0130947891108808
MATK	ENSG00000007264	0.514989293759878	0.00622739529224365	0.00956427553795199	0.960130229836278	0.000480131105851716	-0.0183427447303776	0.0193026667266217
CD79B	ENSG00000007312	0.135827154866585	0.0142449977089491	0.00954999992656818	0.166316737573415	0.0132933671336789	-0.00553072681535724	0.0321080432152412
ST7L	ENSG00000007341	0.104792935010981	0.0154918674319523	0.0095500034849336	0.137004548709332	0.0142815555244959	-0.0045423756120028	0.0330953689736187
TKTL1	ENSG00000007350	0.117057265227656	-0.0149716572431637	0.00955208462572471	0.195093983088232	-0.0124436641888536	-0.0312590526507448	0.00638054034961574
PAX6	ENSG00000007372	0.642492345608515	-0.00443724531110825	0.00955829227299191	0.988854348087489	-0.000134169833228269	-0.0189568320249729	0.0186885874297596
RPUSD1	ENSG00000007376	0.481970796607157	-0.00671841597332848	0.00955459729080204	0.30310506106302	-0.0098904617305882	-0.0287078273955573	0.00893391151975674
LUC7L	ENSG00000007392	0.0643156385862126	-0.0176677171383719	0.00954921813373293	0.0557178328099049	-0.0183741497179667	-0.0371839996496985	0.000448715536966006
CACNA2D2	ENSG00000007402	0.142319646930638	0.0140125430311143	0.0095497911648657	0.12540608544227	0.0147178466715384	-0.00410600087898665	0.0335312675785893
BAIAP3	ENSG00000007516	0.854820993065928	0.00174848382278717	0.0095558576341315	0.581154295757332	0.00529876714959605	-0.0135252918906592	0.024119071648026
TSR3	ENSG00000007520	0.940828723849365	-0.000708928819204846	0.00955043200305023	0.932758075827211	-0.000810383149263598	-0.0196327937444264	0.0180126016739686
PIGQ	ENSG00000007541	0.383355343382122	-0.00832699048300586	0.009551864034921	0.509185147427626	-0.00633994275927786	-0.0251596504008868	0.0124842571144354
CRAMP1	ENSG00000007545	0.162151628872291	0.0133505899667611	0.00955000475521628	0.137637059878795	0.0142585972264782	-0.00456533810989029	0.0330724311335296
TEAD3	ENSG00000007866	0.339755049373468	-0.00912123825840559	0.00955412177239342	0.532296478728938	-0.00599800517956472	-0.0248179133351871	0.0128261529426725
DNAJC11	ENSG00000007923	0.069380332084623	-0.0173482012992877	0.00955236904299569	0.0344676511724843	-0.0203062674309991	-0.039113160452909	-0.00148499287227566
MYLIP	ENSG00000007944	0.520284347306152	-0.00614202979612321	0.00955321396096919	0.712821068771274	-0.00353512163175753	-0.0223563440939732	0.0152886057468602
E2F2	ENSG00000007968	0.150043760079469	0.0137480438072249	0.00955070881779581	0.206469772718433	0.0121332450183789	-0.00669099314041967	0.0309488869605398
PSMB1	ENSG00000008018	0.671353519386713	-0.00405243813445655	0.00955081954964102	0.781999155883004	-0.00265758297675219	-0.0214783507416244	0.0161650677347702
JARID2	ENSG00000008083	0.0264216351155781	-0.0211988428640294	0.00954790456496476	0.0275815829354688	-0.0211571921475777	-0.0399631202655292	-0.00233628036989126
CDKL5	ENSG00000008086	0.00391979043249983	-0.0275526840078455	0.00954977513799325	0.00962879993434883	-0.0248611105535129	-0.0436633881853275	-0.00604122750083638
CDK11A	ENSG00000008128	0.0946835776748503	-0.0159606671567294	0.00954962816607627	0.116162790747817	-0.0150886519720072	-0.0339017336297303	0.00373511890266164
NADK	ENSG00000008130	0.790797270695864	-0.00253358114731594	0.00955052021549263	0.768387895868408	-0.00282837212476459	-0.0216499295999404	0.0159951894872746
TFAP2D	ENSG00000008197	0.675269157662657	0.0130951237467576	0.0312494131923927	0.556022855596087	0.0187056325925484	-0.0435563539671471	0.0808228788251019
DLEC1	ENSG00000008226	0.492202777143508	-0.0065601964780989	0.00955137303007709	0.604016024236848	-0.00498119562038619	-0.0238016740510094	0.0138428123422591
CYTH3	ENSG00000008256	0.14954729590376	-0.0137636289293285	0.00954988780366924	0.177644255839601	-0.0129467626286543	-0.0317617325777831	0.0058773797146606
ADAM22	ENSG00000008277	0.28299909446776	0.0102534401889022	0.00954999005020576	0.282834581810004	0.0103147174397458	-0.00850964478183588	0.0291317715451234
SYPL1	ENSG00000008282	0.357951168013166	0.00878001698038391	0.00955060534461303	0.30759636086245	0.00979904347441438	-0.00902533126487177	0.0286164753874516
CYB561	ENSG00000008283	0.993229585052975	0.0000810500018301738	0.00955130195843546	0.880338800177324	0.00144586011225765	-0.0173773228777674	0.0202680185841007
SPAG9	ENSG00000008294	0.458804946156212	0.00708282996773958	0.00956050615134173	0.212996775851047	0.011960718237461	-0.00686353703821012	0.0307764994938354
CELSR3	ENSG00000008300	0.431091812189172	0.00752039505258138	0.00955147738745828	0.54468246551896	0.00581786001284469	-0.0130062743429284	0.024637872037493
AASS	ENSG00000008311	0.128504398847714	-0.0145263568046412	0.00955591952010206	0.269012163552342	-0.0106159559771546	-0.0294327847529484	0.008208394298991
PLEKHG6	ENSG00000008323	0.404619643598243	0.00796293661315034	0.00955439571436274	0.241135078218363	0.0112570960042104	-0.00756634927347294	0.0300725663754039
SS18L2	ENSG00000008324	0.647106232490983	-0.0043722030966548	0.00955049221729776	0.679805962058622	-0.00396403510695865	-0.0227850450923424	0.0148597837052958
MPND	ENSG00000008382	0.464926370843734	0.00697929026192808	0.00955040355013376	0.490133894073502	0.00662796196585097	-0.0121962696605684	0.0254474972987094
MGST1	ENSG00000008394	0.114274713219905	-0.0150876860361468	0.00955282764103834	0.20223731378774	-0.0122472466623582	-0.0310627959347591	0.00657697957097193
CRY1	ENSG00000008405	0.837629108385812	-0.00195727905703329	0.00955087124601473	0.915128187830748	-0.00102357605393736	-0.019845903759407	0.0177994769453295
NFIX	ENSG00000008441	0.783046039676591	-0.00262984741831178	0.00955062948466068	0.727130352626411	-0.00335144050799354	-0.0221727518460939	0.0154722455967455
ST3GAL1	ENSG00000008513	0.987508709352484	-0.000149574815062936	0.00955352099119342	0.793436061149923	0.00251495052385967	-0.0163085315585009	0.0213366505516425
MMP25	ENSG00000008516	0.121768057846783	0.0147779617751923	0.00954947258993505	0.130314449732977	0.0145295457023979	-0.00429433880276368	0.033343136906476
IL32	ENSG00000008517	0.0456780727585759	0.0190841667106369	0.00954883336952737	0.0523684212834888	0.0186320282492651	-0.000190748713397183	0.0374416073464973
PKD1	ENSG00000008710	0.950367569736972	-0.000594467288463793	0.00955019098688895	0.957749044625992	-0.000508832574337635	-0.0193313574922572	0.0183140528965663
MED24	ENSG00000008838	0.514965222464164	0.00622546981634323	0.00956077069860922	0.895947938263167	0.00125609477417943	-0.0175670306311027	0.0200783301261409
