,target_name,donor_correlation_mean,donor_correlation_min,target_contrast,condition,n_cells_target,n_up_genes,n_down_genes,n_total_de_genes,ontarget_effect_size,ontarget_significant,baseMean,offtarget_flag,n_total_genes_category,ontarget_effect_category
35,ANKRD10,0.3127766546689558,-0.0261293816045863,ENSG00000088448,Stim8hr,165.0,17,17,34,-10.365839395533875,True,120.97682689350523,False,>10 DE genes,on-target KD
36,ANKRD11,0.017855868039640798,-0.0939340450188432,ENSG00000167522,Stim8hr,751.0,31,38,69,-20.40297621867781,True,136.79932097029976,False,>10 DE genes,on-target KD
37,ANKRD17,0.15128085385766524,0.1079933500026544,ENSG00000132466,Stim8hr,290.0,41,5,46,-7.366032810483432,True,137.24939345642704,False,>10 DE genes,on-target KD
38,ANKZF1,0.3783421661151027,0.2562262604175155,ENSG00000163516,Stim8hr,228.0,23,16,39,-6.612066384178218,True,22.748042001418792,True,>10 DE genes,on-target KD
39,ANP32B,0.36617455003671556,0.262742180082227,ENSG00000136938,Stim8hr,337.0,174,100,274,-16.703117659046068,True,102.14270658937023,False,>10 DE genes,on-target KD
40,AP1S2,-0.144457238819308,-0.2037875949088097,ENSG00000182287,Stim8hr,394.0,107,39,146,-9.740506544149367,True,34.62981965567324,False,>10 DE genes,on-target KD
41,APC,0.312639546201789,0.2415930318059104,ENSG00000134982,Stim8hr,91.0,206,39,245,-3.587534873692923,True,20.35204049659644,False,>10 DE genes,on-target KD
42,APEX1,0.49950570368899583,0.3013852289750554,ENSG00000100823,Stim8hr,667.0,147,63,210,-32.415925237654506,True,194.01326001494985,True,>10 DE genes,on-target KD
43,APMAP,-0.021128398865680232,-0.1761853640304224,ENSG00000101474,Stim8hr,723.0,31,9,40,-19.29100869498405,True,69.47010935807542,False,>10 DE genes,on-target KD
44,APPL2,0.4079579340414596,0.3799326171825913,ENSG00000136044,Stim8hr,769.0,407,53,460,-10.020330272107865,True,42.34240825460484,False,>10 DE genes,on-target KD
45,ARF1,0.44709129218206645,0.3287490506068973,ENSG00000143761,Stim8hr,496.0,35,23,58,-13.94040699830986,True,172.30010762821357,False,>10 DE genes,on-target KD
46,ARFGEF1,0.44230719525591206,0.3269314275309842,ENSG00000066777,Stim8hr,726.0,32,1,33,-17.319207327052947,True,46.09224690611773,False,>10 DE genes,on-target KD
47,ARGLU1,0.11367321568390691,-0.0130287842800657,ENSG00000134884,Stim8hr,335.0,31,12,43,-14.408508294696643,True,136.35399430963415,False,>10 DE genes,on-target KD
48,ARHGAP27,0.5404804289884028,0.5361756540692978,ENSG00000159314,Stim8hr,234.0,709,225,934,-6.386096144522551,True,23.812384580919723,False,>10 DE genes,on-target KD
49,ARHGEF5,0.5868519496592429,0.2498150550024663,ENSG00000050327,Stim8hr,329.0,14,24,38,-4.462417760399131,True,6.049048849724314,False,>10 DE genes,on-target KD
50,ARID2,0.37593296876320476,0.1807622578105387,ENSG00000189079,Stim8hr,873.0,145,71,216,-16.766453703494445,True,69.61019902474563,False,>10 DE genes,on-target KD
51,ARID4B,0.4712349170967438,0.2346102352644761,ENSG00000054267,Stim8hr,272.0,192,50,242,-12.376928236739683,True,84.15026019896219,False,>10 DE genes,on-target KD
52,ARID5B,-0.20231726916504011,-0.3865188766086916,ENSG00000150347,Stim8hr,304.0,53,8,61,-0.2998559875675536,False,178.57580262013846,False,>10 DE genes,no on-target KD
53,ARIH1,0.26159874040698416,0.1785200041982112,ENSG00000166233,Stim8hr,334.0,429,172,601,-14.155651958105896,True,63.63923893957264,False,>10 DE genes,on-target KD
54,ARL4D,0.5402207210692175,0.4696978123281906,ENSG00000175906,Stim8hr,570.0,9,22,31,-2.5975417982890634,False,1.2788633374616032,False,>10 DE genes,no on-target KD
55,ARMC8,0.10799926031844474,-0.0193934506793038,ENSG00000114098,Stim8hr,1307.0,69,16,85,-27.980158409116683,True,93.24770233900269,False,>10 DE genes,on-target KD
56,ARNT,0.7157243892540569,0.6763334194444641,ENSG00000143437,Stim8hr,844.0,1509,1134,2643,-14.1844449860405,True,29.64951544780498,False,>10 DE genes,on-target KD
57,ARPC2,0.4260933072289473,0.2467325552035593,ENSG00000163466,Stim8hr,250.0,750,289,1039,-18.0333091589308,True,158.56640726424226,False,>10 DE genes,on-target KD
58,ARPC3,0.30678020558480185,0.2007299896852919,ENSG00000111229,Stim8hr,235.0,644,262,906,-11.771401813390504,True,73.27739473065614,False,>10 DE genes,on-target KD
59,ARPC4-TTLL3,0.5966240153915067,0.5430119939334987,ENSG00000250151,Stim8hr,1295.0,452,193,645,0.0,False,,False,>10 DE genes,no on-target KD
60,ARSK,0.6034593269659578,0.3386892235227086,ENSG00000164291,Stim8hr,498.0,60,25,85,-4.241639668889425,False,3.2225844367449428,True,>10 DE genes,putative off-target
61,ASNA1,0.4187853859012525,0.2736855705802293,ENSG00000198356,Stim8hr,114.0,94,90,184,-10.039993226552166,True,95.24979999299816,False,>10 DE genes,on-target KD
62,ATAD5,0.6475661942364023,0.5858211242266889,ENSG00000176208,Stim8hr,1299.0,2379,1218,3597,-21.41009282390739,True,55.80964963658052,True,>10 DE genes,on-target KD
63,ATF4,0.5583098742187523,0.5396764429274179,ENSG00000128272,Stim8hr,175.0,655,407,1062,-8.996019991844117,True,66.49378446837073,False,>10 DE genes,on-target KD
64,ATF7IP2,0.31656656333763106,0.2430145337146178,ENSG00000166669,Stim8hr,2412.0,2102,629,2731,-15.165205141858202,True,12.841361418699147,False,>10 DE genes,on-target KD
65,ATL1,0.031994778517828094,-0.2082653876737659,ENSG00000198513,Stim8hr,647.0,152,28,180,-2.1947464823449963,False,1.35100563570981,False,>10 DE genes,no on-target KD
66,ATM,0.5307783920096724,0.4005489251042349,ENSG00000149311,Stim8hr,694.0,44,27,71,-14.417877704558215,True,33.762660834744054,False,>10 DE genes,on-target KD
67,ATP1B3,0.22963393353129255,0.1998150963660542,ENSG00000069849,Stim8hr,228.0,186,30,216,-11.833498073956582,True,158.8492200844655,False,>10 DE genes,on-target KD
68,ATP2A2,0.5720723749279095,0.5191317948051316,ENSG00000174437,Stim8hr,248.0,2255,1005,3260,-15.645571410880336,True,169.55156178302295,False,>10 DE genes,on-target KD
69,ATP2A3,0.6283034816252857,0.4792331153136033,ENSG00000074370,Stim8hr,315.0,52,28,80,-8.800641773558782,True,33.45472670302497,False,>10 DE genes,on-target KD
70,ATP2B1,0.38806431577655404,0.3090013476638256,ENSG00000070961,Stim8hr,254.0,24,19,43,-5.915728934284946,True,37.40081035878295,False,>10 DE genes,on-target KD
71,ATP5F1A,0.4976727750961243,0.3578567457194502,ENSG00000152234,Stim8hr,399.0,72,25,97,-19.120578107624308,True,99.13357941788882,True,>10 DE genes,on-target KD
72,ATP5MC1,-0.016854932205725332,-0.180432186512589,ENSG00000159199,Stim8hr,630.0,41,8,49,-14.17862744168472,True,33.97649582264794,False,>10 DE genes,on-target KD
73,ATP5ME,0.6536049713799484,0.3908367746517076,ENSG00000169020,Stim8hr,252.0,74,27,101,-14.038880112479324,True,114.71580555585945,True,>10 DE genes,on-target KD
74,ATP5PO,0.538285378978598,0.4531200763606204,ENSG00000241837,Stim8hr,412.0,63,31,94,-5.404041102992315,True,5.579821779217464,False,>10 DE genes,on-target KD
75,ATP8B1,-0.13659197431102862,-0.146206235136079,ENSG00000081923,Stim8hr,404.0,497,165,662,0.0,False,,False,>10 DE genes,no on-target KD
76,ATRX,0.7357379813509394,0.6659323224648603,ENSG00000085224,Stim8hr,421.0,560,271,831,-15.36785354393968,True,58.77523079223167,False,>10 DE genes,on-target KD
77,ATXN2L,0.26815114261074147,-0.0447759167974538,ENSG00000168488,Stim8hr,404.0,56,64,120,-18.917188595392027,True,120.80416476530512,False,>10 DE genes,on-target KD
78,ATXN7L3,0.5665730080877434,0.4995373487024713,ENSG00000087152,Stim8hr,1174.0,1300,642,1942,-13.557483353777297,True,28.061420664047706,False,>10 DE genes,on-target KD
79,AVEN,0.6243543713238893,0.6119359765414106,ENSG00000169857,Stim8hr,375.0,116,41,157,-13.114138803755644,True,47.41617061426426,False,>10 DE genes,on-target KD
80,BAHD1,0.5074681949984071,0.4243432975829121,ENSG00000140320,Stim8hr,388.0,88,8,96,-13.749327266557064,True,55.96704029805537,False,>10 DE genes,on-target KD
81,BATF,0.591555094705066,0.551343058156589,ENSG00000156127,Stim8hr,135.0,373,287,660,-15.805025015383393,True,282.07146856899425,False,>10 DE genes,on-target KD
82,BAX,0.3984400993233204,0.1777985964663943,ENSG00000087088,Stim8hr,214.0,14,22,36,-13.096799923081912,True,405.8239734519936,False,>10 DE genes,on-target KD
83,BBS10,0.1495588547083419,-0.0474873099609375,ENSG00000179941,Stim8hr,1411.0,62,17,79,-10.424105606562218,True,9.533512601706985,False,>10 DE genes,on-target KD
84,BCAT2,0.6526142652491943,0.6389202906462315,ENSG00000105552,Stim8hr,198.0,2736,942,3678,-5.669235678926915,True,48.06703588579499,False,>10 DE genes,on-target KD
85,BCLAF1,0.7119319136676715,0.6767621203052117,ENSG00000029363,Stim8hr,635.0,64,43,107,-14.739506400267024,True,40.32734430397576,False,>10 DE genes,on-target KD
86,BCOR,0.4687304792182423,0.4163656500406176,ENSG00000183337,Stim8hr,1290.0,31,11,42,-8.988576585053798,True,145.58607210942196,False,>10 DE genes,on-target KD
87,BCS1L,0.4876657194947854,0.449683436623313,ENSG00000074582,Stim8hr,288.0,719,368,1087,-10.255666298668984,True,51.433004991518565,True,>10 DE genes,on-target KD
88,BEGAIN,0.23473207255357756,0.1278452603082259,ENSG00000183092,Stim8hr,662.0,20,24,44,-1.116811637987526,True,0.8437780553173722,False,>10 DE genes,on-target KD
89,BHLHE40,0.7322405206860444,0.7147408393741869,ENSG00000134107,Stim8hr,972.0,729,1268,1997,-17.857106625639812,True,467.9295365905351,False,>10 DE genes,on-target KD
90,BLOC1S4,0.3592243811464928,0.2381518127844644,ENSG00000186222,Stim8hr,245.0,39,43,82,-8.085141997137343,True,35.9212214432048,False,>10 DE genes,on-target KD
91,BRD1,0.6583860867640767,0.5906257341382103,ENSG00000100425,Stim8hr,187.0,109,183,292,-12.360408858965396,True,96.7038430408632,False,>10 DE genes,on-target KD
92,BRD8,0.577539570708922,0.5642692255732386,ENSG00000112983,Stim8hr,372.0,2377,1316,3693,-10.03872486841051,True,41.934418880606266,True,>10 DE genes,on-target KD
93,BRD9,0.7370016211418373,0.6932479693603499,ENSG00000028310,Stim8hr,207.0,67,31,98,-10.444968462021883,True,62.136858993398334,True,>10 DE genes,on-target KD
94,BRK1,0.5247034883655949,0.430817149524538,ENSG00000254999,Stim8hr,421.0,922,355,1277,-13.597903956757454,True,48.46938852513932,False,>10 DE genes,on-target KD
95,BRMS1,0.6306596459761211,0.5927791477139391,ENSG00000174744,Stim8hr,963.0,450,473,923,-34.03235463193955,True,132.44618127188818,True,>10 DE genes,on-target KD
96,BRPF1,0.6286934596523939,0.5861609801452058,ENSG00000156983,Stim8hr,670.0,862,926,1788,-16.502082893558093,True,56.45845935113045,False,>10 DE genes,on-target KD
97,BRWD1,0.5390504493473688,0.3955499530438245,ENSG00000185658,Stim8hr,848.0,32,8,40,-12.695402733127503,True,27.7293823577443,False,>10 DE genes,on-target KD
98,BTAF1,0.5419285845109711,0.482001354324163,ENSG00000095564,Stim8hr,702.0,872,621,1493,-21.72385678835028,True,85.04242815962579,False,>10 DE genes,on-target KD
99,C16orf72,0.5409787380870784,0.374776341616493,ENSG00000182831,Stim8hr,1043.0,205,228,433,-32.81847842151823,True,142.29848282220186,False,>10 DE genes,on-target KD
100,C16orf87,0.39185592085259363,0.192286698180467,ENSG00000155330,Stim8hr,596.0,114,68,182,-21.80292638880316,True,143.1988814334241,False,>10 DE genes,on-target KD
101,C18orf32,0.08390212014094489,0.0075051036296399,ENSG00000177576,Stim8hr,224.0,47,27,74,-10.06265297080134,True,62.78461113662503,False,>10 DE genes,on-target KD
102,C19orf54,0.5600278533989697,0.3458046274848165,ENSG00000188493,Stim8hr,382.0,16,26,42,-5.047581621321965,False,8.002746552300367,True,>10 DE genes,putative off-target
103,C1D,0.48936840018183775,0.4551236619302105,ENSG00000197223,Stim8hr,269.0,682,278,960,-11.48845158583641,True,64.92994411825207,False,>10 DE genes,on-target KD
104,C2CD5,0.5508621711262597,-0.1429319819373406,ENSG00000111731,Stim8hr,809.0,29,32,61,-17.64199265211617,True,48.83920594703918,False,>10 DE genes,on-target KD
105,C6orf120,0.25092090789281757,-0.0029771639649041,ENSG00000185127,Stim8hr,954.0,32,8,40,-20.466297590677364,True,64.1330105843895,True,>10 DE genes,on-target KD
106,C7orf55-LUC7L2,0.51834575766678,0.4468463691427745,ENSG00000269955,Stim8hr,714.0,485,171,656,0.0,False,,False,>10 DE genes,no on-target KD
107,C8orf33,-0.13867781488863376,-0.402367674116411,ENSG00000182307,Stim8hr,627.0,61,24,85,-24.49845336823674,True,123.45744064590257,False,>10 DE genes,on-target KD
108,C9orf64,0.18030648339201863,0.15783984107083,ENSG00000165118,Stim8hr,81.0,67,29,96,-4.453109545322328,True,42.08843994666389,False,>10 DE genes,on-target KD
109,CAB39,-0.0007989418606167651,-0.0753830224802517,ENSG00000135932,Stim8hr,669.0,109,20,129,-15.983469072568257,True,365.5681818100018,False,>10 DE genes,on-target KD
110,CACHD1,-0.19155130810701573,-0.2569065749676938,ENSG00000158966,Stim8hr,240.0,118,41,159,0.0,False,,False,>10 DE genes,no on-target KD
111,CALCOCO2,0.5871737632064017,0.508740412554061,ENSG00000136436,Stim8hr,488.0,1793,559,2352,-13.131464260901431,True,50.36655367904381,False,>10 DE genes,on-target KD
112,CAMSAP1,0.5560416318377323,0.507526540904678,ENSG00000130559,Stim8hr,154.0,591,272,863,-6.240119553261474,True,33.936158008712084,False,>10 DE genes,on-target KD
113,CAND1,0.6219971603949026,0.5944819302481431,ENSG00000111530,Stim8hr,862.0,702,457,1159,-40.10763809249842,True,209.59562327657187,False,>10 DE genes,on-target KD
114,CAPZA1,0.5734676683416268,0.4882110121044813,ENSG00000116489,Stim8hr,278.0,27,28,55,-21.86689575262942,True,190.60917952759905,False,>10 DE genes,on-target KD
115,CARM1,0.5376820224864659,0.4541142415227712,ENSG00000142453,Stim8hr,550.0,133,70,203,-26.259583190371064,True,188.2866862025636,False,>10 DE genes,on-target KD
116,CARNMT1,0.8964383168324302,0.8448429575464589,ENSG00000156017,Stim8hr,947.0,24,23,47,-25.219733267863575,True,140.95129808732392,False,>10 DE genes,on-target KD
117,CASC3,0.46585373389803025,0.4156192823640444,ENSG00000108349,Stim8hr,287.0,1101,330,1431,-20.55603999544314,True,150.0559279977044,False,>10 DE genes,on-target KD
118,CASP3,0.6841483646153085,0.4923079792452539,ENSG00000164305,Stim8hr,1597.0,192,230,422,-37.32787045085588,True,212.2812299599624,True,>10 DE genes,on-target KD
119,CBLB,0.7476852808681432,0.6656859190598392,ENSG00000114423,Stim8hr,1057.0,525,503,1028,-15.991721461146271,True,193.9172414539895,False,>10 DE genes,on-target KD
120,CBX1,0.37067850699917093,0.180773975364674,ENSG00000108468,Stim8hr,370.0,37,7,44,-5.982101822140961,True,9.64999986568024,False,>10 DE genes,on-target KD
121,CBX3,0.6411933281474025,0.4766985787503544,ENSG00000122565,Stim8hr,825.0,76,21,97,-40.81175971122617,True,288.6142676832618,False,>10 DE genes,on-target KD
122,CBX5,0.6319021033407869,0.5564873569449521,ENSG00000094916,Stim8hr,1353.0,86,147,233,-25.194838194437885,True,63.05330298350088,False,>10 DE genes,on-target KD
123,CCAR2,0.5952554360796226,0.333308829452765,ENSG00000158941,Stim8hr,1253.0,9,22,31,-22.34122031291285,True,78.90035863629342,True,>10 DE genes,on-target KD
124,CCDC134,0.5507871625140844,0.5345772480381729,ENSG00000100147,Stim8hr,653.0,27,5,32,-11.319429070011696,True,25.005969475853885,False,>10 DE genes,on-target KD
125,CCDC136,-0.3519812424546374,-0.39249131517893,ENSG00000128596,Stim8hr,551.0,32,6,38,-2.100040415795628,False,0.9174345839668978,False,>10 DE genes,no on-target KD
126,CCDC138,-0.018461022877940433,-0.0802695089585737,ENSG00000163006,Stim8hr,888.0,785,177,962,-14.676485042112624,True,29.433517296242744,False,>10 DE genes,on-target KD
127,CCDC93,0.584615978158575,0.4267043177103585,ENSG00000125633,Stim8hr,319.0,37,55,92,-7.573015298196775,True,26.030051148777865,False,>10 DE genes,on-target KD
128,CCNA2,0.3807182108659328,0.3324671729404851,ENSG00000145386,Stim8hr,1443.0,658,160,818,-5.232565427559492,True,91.86615838339544,True,>10 DE genes,on-target KD
129,CCNC,0.3249062074047527,0.1987664273484193,ENSG00000112237,Stim8hr,3668.0,1441,830,2271,-41.36951285831497,True,129.00128906373314,False,>10 DE genes,on-target KD
130,CCND2,0.5551052854588688,0.5087464616440982,ENSG00000118971,Stim8hr,707.0,384,937,1321,-26.175901412546477,True,364.894664488444,False,>10 DE genes,on-target KD
131,CCNE1,0.49892020561704536,0.4166141938413084,ENSG00000105173,Stim8hr,214.0,15,30,45,-7.238611807195991,True,33.67117640793313,False,>10 DE genes,on-target KD
132,CCNF,0.6365746107450763,0.3664614742244616,ENSG00000162063,Stim8hr,497.0,60,65,125,-11.953050924377877,True,50.10003105037952,False,>10 DE genes,on-target KD
133,CCR4,-0.010243342825119529,-0.1504091497042052,ENSG00000183813,Stim8hr,437.0,53,8,61,-11.087061379957031,True,392.6927673517097,False,>10 DE genes,on-target KD
134,CCR6,0.07357163774633774,-0.0263267470969546,ENSG00000112486,Stim8hr,559.0,27,6,33,-0.1703855022258541,False,0.593605744316915,True,>10 DE genes,putative off-target
135,CCS,0.4701080123715631,0.3790266040121405,ENSG00000173992,Stim8hr,193.0,648,237,885,-4.146947658007219,True,9.981444729359868,False,>10 DE genes,on-target KD
136,CD2,0.6899725584490227,0.6209159054073606,ENSG00000116824,Stim8hr,378.0,354,315,669,-50.578725404681904,True,1719.681607512678,False,>10 DE genes,on-target KD
137,CD244,0.12849463495642433,0.0387489279735229,ENSG00000122223,Stim8hr,2620.0,51,1,52,0.0,False,,False,>10 DE genes,no on-target KD
138,CD247,0.7144886555834692,0.6818309551649151,ENSG00000198821,Stim8hr,412.0,2971,1359,4330,-11.933472010237974,True,167.5185768467658,False,>10 DE genes,on-target KD
139,CD274,-0.06647162063477784,-0.1378497093482354,ENSG00000120217,Stim8hr,1490.0,139,28,167,-13.196582436494383,True,66.69075974259219,False,>10 DE genes,on-target KD
140,CD28,0.6555839166659837,0.6230504373284144,ENSG00000178562,Stim8hr,675.0,886,620,1506,-22.405951418254077,True,271.408851414541,False,>10 DE genes,on-target KD
141,CD3G,0.7511683112254306,0.6959027303043933,ENSG00000160654,Stim8hr,230.0,3402,1564,4966,-12.164764217189468,True,117.01246333248989,True,>10 DE genes,on-target KD
142,CD5,0.803530560234349,0.7667262425927331,ENSG00000110448,Stim8hr,1092.0,195,163,358,-20.05923062320436,True,188.92970484437697,False,>10 DE genes,on-target KD
143,CDADC1,0.3610776506693632,0.0280155044769874,ENSG00000102543,Stim8hr,492.0,29,7,36,-6.615827250434641,True,9.730633017866314,False,>10 DE genes,on-target KD
144,CDC25B,0.4652496480582536,0.3653294191019545,ENSG00000101224,Stim8hr,381.0,894,314,1208,-9.793112612801773,True,98.95745067527945,False,>10 DE genes,on-target KD
145,CDCA2,-0.170060684885572,-0.2566138245532567,ENSG00000184661,Stim8hr,510.0,127,9,136,-7.840907679720979,True,48.81469148927048,True,>10 DE genes,on-target KD
146,CDCA3,0.2875614284198038,0.1390106542761087,ENSG00000111665,Stim8hr,313.0,45,29,74,-7.270898533934929,True,18.91939876804101,False,>10 DE genes,on-target KD
147,CDIPT,0.4215446875214986,0.3976663310422893,ENSG00000103502,Stim8hr,336.0,320,56,376,-10.862685771002896,True,105.42141505129224,False,>10 DE genes,on-target KD
148,CDK13,0.7302201956745032,0.7116436189972354,ENSG00000065883,Stim8hr,714.0,242,430,672,-16.715302548926637,True,42.06934007283725,False,>10 DE genes,on-target KD
149,CDK2,0.68877718655185,0.5070614148457396,ENSG00000123374,Stim8hr,612.0,17,41,58,-12.1990678824926,True,36.4355319218225,False,>10 DE genes,on-target KD
150,CDK2AP2,0.6271902967818666,0.4654461612019842,ENSG00000167797,Stim8hr,378.0,30,27,57,-11.12954431409296,True,40.97374328534062,True,>10 DE genes,on-target KD
151,CDKN2AIP,0.49204532655251015,0.301248671684774,ENSG00000168564,Stim8hr,478.0,46,56,102,-8.403342735026484,True,16.201726793109966,False,>10 DE genes,on-target KD
152,CHD4,0.5980362771564695,0.5888193744426357,ENSG00000111642,Stim8hr,246.0,985,532,1517,-7.854961327872931,True,111.15600402269196,False,>10 DE genes,on-target KD
153,CHD7,0.5064563124386896,0.4535751574006688,ENSG00000171316,Stim8hr,569.0,1658,620,2278,-15.66791744343354,True,73.0475124458421,False,>10 DE genes,on-target KD
154,CHIC2,0.4161740125232188,0.2826742763392321,ENSG00000109220,Stim8hr,2317.0,25,50,75,-27.68164106521361,True,56.126728714664495,False,>10 DE genes,on-target KD
155,CHMP1A,0.3570370622566352,0.2280808100765748,ENSG00000131165,Stim8hr,296.0,47,40,87,-9.509422672606744,True,80.79704093161298,False,>10 DE genes,on-target KD
156,CHMP4A,-0.0302882083830182,-0.1645060538387218,ENSG00000254505,Stim8hr,698.0,70,30,100,-25.89934028963503,True,150.8644623324764,False,>10 DE genes,on-target KD
157,CHTF18,0.27754330518508863,0.1623211196548405,ENSG00000127586,Stim8hr,229.0,63,23,86,-4.391082618077215,True,12.221552196829917,False,>10 DE genes,on-target KD
