,target_contrast,donors,variable,correlation,correlation_ceiling,n_signif,culture_condition,target_name,condition,n_cells_target,n_up_genes,n_down_genes,n_total_de_genes,ontarget_effect_size,ontarget_significant,baseMean,offtarget_flag,n_total_genes_category,ontarget_effect_category
77,ENSG00000137770,CE0006864_CE0008678,CE0008162_CE0010866,0.44853394365358834,0.8011865008918745,683,Stim8hr,CTDSPL2,Stim8hr,467.0,169,309,478,-11.965771850805591,True,32.6132227458273,False,>10 DE genes,on-target KD
78,ENSG00000138668,CE0006864_CE0008162,CE0010866_CE0008678,0.5934506780845961,0.8070842500311052,104,Stim8hr,HNRNPD,Stim8hr,446.0,72,93,165,-38.38208679780081,True,433.74102777475616,False,>10 DE genes,on-target KD
79,ENSG00000138668,CE0006864_CE0010866,CE0008162_CE0008678,0.5819175488757355,0.8456630579931593,112,Stim8hr,HNRNPD,Stim8hr,446.0,72,93,165,-38.38208679780081,True,433.74102777475616,False,>10 DE genes,on-target KD
80,ENSG00000138668,CE0006864_CE0008678,CE0008162_CE0010866,0.5933735367461175,0.8832530823068303,73,Stim8hr,HNRNPD,Stim8hr,446.0,72,93,165,-38.38208679780081,True,433.74102777475616,False,>10 DE genes,on-target KD
81,ENSG00000139921,CE0006864_CE0008162,CE0010866_CE0008678,0.6298284724158394,0.8006153002061804,2926,Stim8hr,TMX1,Stim8hr,544.0,1553,794,2347,-23.881790020529383,True,135.9590742700375,False,>10 DE genes,on-target KD
82,ENSG00000139921,CE0006864_CE0010866,CE0008162_CE0008678,0.6894557379752155,0.8041288963165357,3317,Stim8hr,TMX1,Stim8hr,544.0,1553,794,2347,-23.881790020529383,True,135.9590742700375,False,>10 DE genes,on-target KD
83,ENSG00000139921,CE0006864_CE0008678,CE0008162_CE0010866,0.6372921460804003,0.7812648434343005,3070,Stim8hr,TMX1,Stim8hr,544.0,1553,794,2347,-23.881790020529383,True,135.9590742700375,False,>10 DE genes,on-target KD
84,ENSG00000156127,CE0006864_CE0008162,CE0010866_CE0008678,0.551343058156589,0.834547640809326,1084,Stim8hr,BATF,Stim8hr,135.0,373,287,660,-15.805025015383393,True,282.07146856899425,False,>10 DE genes,on-target KD
85,ENSG00000156127,CE0006864_CE0010866,CE0008162_CE0008678,0.597246671987277,0.7423136519872906,954,Stim8hr,BATF,Stim8hr,135.0,373,287,660,-15.805025015383393,True,282.07146856899425,False,>10 DE genes,on-target KD
86,ENSG00000156127,CE0006864_CE0008678,CE0008162_CE0010866,0.6260755539713319,0.8067168740151943,858,Stim8hr,BATF,Stim8hr,135.0,373,287,660,-15.805025015383393,True,282.07146856899425,False,>10 DE genes,on-target KD
87,ENSG00000159314,CE0006864_CE0008162,CE0010866_CE0008678,0.5367658396074296,0.7231696517072639,1631,Stim8hr,ARHGAP27,Stim8hr,234.0,709,225,934,-6.386096144522551,True,23.812384580919723,False,>10 DE genes,on-target KD
88,ENSG00000159314,CE0006864_CE0010866,CE0008162_CE0008678,0.5484997932884808,0.6194289094012296,1249,Stim8hr,ARHGAP27,Stim8hr,234.0,709,225,934,-6.386096144522551,True,23.812384580919723,False,>10 DE genes,on-target KD
89,ENSG00000159314,CE0006864_CE0008678,CE0008162_CE0010866,0.5361756540692978,0.7843945822591274,1134,Stim8hr,ARHGAP27,Stim8hr,234.0,709,225,934,-6.386096144522551,True,23.812384580919723,False,>10 DE genes,on-target KD
90,ENSG00000163466,CE0006864_CE0008162,CE0010866_CE0008678,0.43348581949987997,0.7852931068441081,1521,Stim8hr,ARPC2,Stim8hr,250.0,750,289,1039,-18.0333091589308,True,158.56640726424226,False,>10 DE genes,on-target KD
91,ENSG00000163466,CE0006864_CE0010866,CE0008162_CE0008678,0.5980615469834026,0.8338206495277186,1373,Stim8hr,ARPC2,Stim8hr,250.0,750,289,1039,-18.0333091589308,True,158.56640726424226,False,>10 DE genes,on-target KD
92,ENSG00000163466,CE0006864_CE0008678,CE0008162_CE0010866,0.24673255520355933,0.6706251964737268,1848,Stim8hr,ARPC2,Stim8hr,250.0,750,289,1039,-18.0333091589308,True,158.56640726424226,False,>10 DE genes,on-target KD
93,ENSG00000169714,CE0006864_CE0008162,CE0010866_CE0008678,0.5898120485933428,0.8228008158178114,133,Stim8hr,CNBP,Stim8hr,1141.0,145,117,262,-42.20610871682854,True,325.85023597006733,False,>10 DE genes,on-target KD
94,ENSG00000169714,CE0006864_CE0010866,CE0008162_CE0008678,0.4374322465564532,0.867085650894005,242,Stim8hr,CNBP,Stim8hr,1141.0,145,117,262,-42.20610871682854,True,325.85023597006733,False,>10 DE genes,on-target KD
95,ENSG00000169714,CE0006864_CE0008678,CE0008162_CE0010866,0.473325826656373,0.8193605276657056,333,Stim8hr,CNBP,Stim8hr,1141.0,145,117,262,-42.20610871682854,True,325.85023597006733,False,>10 DE genes,on-target KD
96,ENSG00000171960,CE0006864_CE0008162,CE0010866_CE0008678,0.5421763709151957,0.7939566831071339,1430,Stim8hr,PPIH,Stim8hr,345.0,387,490,877,-4.972866104326907,True,9.406671622873075,False,>10 DE genes,on-target KD
97,ENSG00000171960,CE0006864_CE0010866,CE0008162_CE0008678,0.4045949426978082,0.6940280923262534,1539,Stim8hr,PPIH,Stim8hr,345.0,387,490,877,-4.972866104326907,True,9.406671622873075,False,>10 DE genes,on-target KD
98,ENSG00000171960,CE0006864_CE0008678,CE0008162_CE0010866,0.5751795794078933,0.7826789531540138,1498,Stim8hr,PPIH,Stim8hr,345.0,387,490,877,-4.972866104326907,True,9.406671622873075,False,>10 DE genes,on-target KD
99,ENSG00000173264,CE0006864_CE0008162,CE0010866_CE0008678,0.31238393012536875,0.5906398863855653,729,Stim8hr,GPR137,Stim8hr,1378.0,60,34,94,-12.246413800534707,True,21.009767082908542,True,>10 DE genes,on-target KD
100,ENSG00000173264,CE0006864_CE0010866,CE0008162_CE0008678,0.7236848580980564,0.7775712503231507,142,Stim8hr,GPR137,Stim8hr,1378.0,60,34,94,-12.246413800534707,True,21.009767082908542,True,>10 DE genes,on-target KD
101,ENSG00000173264,CE0006864_CE0008678,CE0008162_CE0010866,0.4546498507842579,0.38482252930533384,228,Stim8hr,GPR137,Stim8hr,1378.0,60,34,94,-12.246413800534707,True,21.009767082908542,True,>10 DE genes,on-target KD
102,ENSG00000178982,CE0006864_CE0008162,CE0010866_CE0008678,0.7212732300888947,0.8544290327191902,410,Stim8hr,EIF3K,Stim8hr,659.0,233,120,353,-23.718633587750176,True,101.11089003056014,True,>10 DE genes,on-target KD
103,ENSG00000178982,CE0006864_CE0010866,CE0008162_CE0008678,0.3199713201476993,0.33154337608158774,663,Stim8hr,EIF3K,Stim8hr,659.0,233,120,353,-23.718633587750176,True,101.11089003056014,True,>10 DE genes,on-target KD
104,ENSG00000178982,CE0006864_CE0008678,CE0008162_CE0010866,0.7038306043673678,0.8459007723129663,437,Stim8hr,EIF3K,Stim8hr,659.0,233,120,353,-23.718633587750176,True,101.11089003056014,True,>10 DE genes,on-target KD
105,ENSG00000181555,CE0006864_CE0008162,CE0010866_CE0008678,0.5328121381212445,0.7264504794280539,1311,Stim8hr,SETD2,Stim8hr,345.0,811,408,1219,0.0,False,,False,>10 DE genes,no on-target KD
106,ENSG00000181555,CE0006864_CE0010866,CE0008162_CE0008678,0.5340190328070785,0.7762665458940944,1166,Stim8hr,SETD2,Stim8hr,345.0,811,408,1219,0.0,False,,False,>10 DE genes,no on-target KD
107,ENSG00000181555,CE0006864_CE0008678,CE0008162_CE0010866,0.5737703671826535,0.7964065763251297,1344,Stim8hr,SETD2,Stim8hr,345.0,811,408,1219,0.0,False,,False,>10 DE genes,no on-target KD
108,ENSG00000183813,CE0006864_CE0008162,CE0010866_CE0008678,-0.1504091497042052,0.8063160830014471,240,Stim8hr,CCR4,Stim8hr,437.0,53,8,61,-11.087061379957031,True,392.6927673517097,False,>10 DE genes,on-target KD
109,ENSG00000183813,CE0006864_CE0010866,CE0008162_CE0008678,0.060355358805349285,,331,Stim8hr,CCR4,Stim8hr,437.0,53,8,61,-11.087061379957031,True,392.6927673517097,False,>10 DE genes,on-target KD
110,ENSG00000183813,CE0006864_CE0008678,CE0008162_CE0010866,0.05932376242349746,0.28138722132817806,615,Stim8hr,CCR4,Stim8hr,437.0,53,8,61,-11.087061379957031,True,392.6927673517097,False,>10 DE genes,on-target KD
111,ENSG00000188493,CE0006864_CE0008162,CE0010866_CE0008678,0.3458046274848165,0.22145997747545074,127,Stim8hr,C19orf54,Stim8hr,382.0,16,26,42,-5.047581621321965,False,8.002746552300367,True,>10 DE genes,putative off-target
112,ENSG00000188493,CE0006864_CE0010866,CE0008162_CE0008678,0.6906948241615782,0.9474469169013173,7,Stim8hr,C19orf54,Stim8hr,382.0,16,26,42,-5.047581621321965,False,8.002746552300367,True,>10 DE genes,putative off-target
113,ENSG00000188493,CE0006864_CE0008678,CE0008162_CE0010866,0.6435841085505141,0.7829013037989054,15,Stim8hr,C19orf54,Stim8hr,382.0,16,26,42,-5.047581621321965,False,8.002746552300367,True,>10 DE genes,putative off-target
114,ENSG00000188997,CE0006864_CE0008162,CE0010866_CE0008678,0.2950561942337077,0.4337248334984552,1407,Stim8hr,KCTD21,Stim8hr,554.0,351,76,427,-4.771262625053089,True,5.496305862671227,True,>10 DE genes,on-target KD
115,ENSG00000188997,CE0006864_CE0010866,CE0008162_CE0008678,0.5181491708084163,0.6329913741744947,800,Stim8hr,KCTD21,Stim8hr,554.0,351,76,427,-4.771262625053089,True,5.496305862671227,True,>10 DE genes,on-target KD
