ensembl_id,feature_name
ENSG00000112992,NNT
ENSG00000070193,FGF10
ENSG00000249203,LINC02224
ENSG00000251141,MRPS30-DT
ENSG00000272335,RP11-53O19.3
ENSG00000151883,PARP8
ENSG00000248898,CTD-2288O8.1
ENSG00000213949,ITGA1
ENSG00000272123,CTD-2366F13.2
ENSG00000287087,CTD-2081C10.8
ENSG00000287367,CTD-2591A1.2
ENSG00000240535,CTD-2313F11.1
ENSG00000113088,GZMK
ENSG00000248029,CTD-2313F11.3
ENSG00000145649,GZMA
ENSG00000164287,CDC20B
ENSG00000251307,RP11-506H20.1
ENSG00000177058,SLC38A9
ENSG00000134352,IL6ST
ENSG00000262211,CTD-2031P19.5
ENSG00000227908,FLJ31104
ENSG00000248727,LINC01948
ENSG00000234553,AC022431.3
ENSG00000095015,MAP3K1
ENSG00000237705,AC008937.2
ENSG00000155542,SETD9
ENSG00000155545,MIER3
ENSG00000113448,PDE4D
ENSG00000287434,RP11-109B6.3
ENSG00000049167,ERCC8
ENSG00000164182,NDUFAF2
ENSG00000251279,SMIM15-AS1
ENSG00000130449,ZSWIM6
ENSG00000178722,C5orf64
ENSG00000164197,RNF180
ENSG00000186479,RGS7BP
ENSG00000153006,SREK1IP1
ENSG00000272354,RP11-307L14.2
ENSG00000113595,TRIM23
ENSG00000112851,ERBIN
ENSG00000286314,CTD-2033C11.2
ENSG00000285999,AC025442.4
ENSG00000153914,SREK1
ENSG00000253744,AC025442.3
ENSG00000069020,MAST4
ENSG00000229666,MAST4-AS1
ENSG00000249736,LINC02242
ENSG00000145675,PIK3R1
ENSG00000248884,CTC-537E7.3
ENSG00000152939,MARVELD2
ENSG00000197822,OCLN
ENSG00000172058,SERF1A
ENSG00000249437,NAIP
ENSG00000145736,GTF2H2
ENSG00000250387,LINC02197
ENSG00000145734,BDP1
ENSG00000131711,MAP1B
ENSG00000249085,CTD-2631K10.1
ENSG00000272081,FCHO2-DT
ENSG00000157107,FCHO2
ENSG00000251493,FOXD1
ENSG00000171617,ENC1
ENSG00000164347,GFM2
ENSG00000287701,CTD-2503O16.5
ENSG00000249856,CTD-2503O16.4
ENSG00000176928,GCNT4
ENSG00000247372,CTD-2235C13.2
ENSG00000122008,POLK
ENSG00000272040,CTC-366B18.4
ENSG00000189045,ANKDD1B
ENSG00000250348,RP11-466P24.6
ENSG00000249713,CTD-2236F14.1
ENSG00000164220,F2RL2
ENSG00000181104,F2R
ENSG00000164251,F2RL1
ENSG00000132846,ZBED3
ENSG00000250802,ZBED3-AS1
ENSG00000085365,SCAMP1
ENSG00000113273,ARSB
ENSG00000132837,DMGDH
ENSG00000132840,BHMT2
ENSG00000145692,BHMT
ENSG00000152413,HOMER1
ENSG00000164329,TENT2
ENSG00000177034,MTX3
ENSG00000164300,SERINC5
ENSG00000251675,CTC-458I2.2
ENSG00000039319,ZFYVE16
ENSG00000249042,CTD-2015H6.3
ENSG00000249655,CTC-325J23.2
ENSG00000113319,RASGRF2
ENSG00000286721,CTD-2093G19.1
ENSG00000236447,ATG10-IT1
ENSG00000249857,CTD-2227C6.3
ENSG00000038427,VCAN
ENSG00000250320,EDIL3-DT
ENSG00000233828,MIR4280HG
ENSG00000134480,CCNH
ENSG00000287862,CTD-2297M2.1
ENSG00000164180,TMEM161B
ENSG00000247828,TMEM161B-AS1
ENSG00000245864,MEF2C-AS2
ENSG00000250377,CTC-467M3.3
ENSG00000081189,MEF2C
ENSG00000248309,MEF2C-AS1
ENSG00000176055,MBLAC2
ENSG00000176018,LYSMD3
ENSG00000164199,ADGRV1
ENSG00000285618,CTD-2266L18.2
ENSG00000234292,RP11-213H15.1
ENSG00000113369,ARRDC3
ENSG00000248588,CTC-458G6.4
ENSG00000237187,NR2F1-AS1
ENSG00000175745,NR2F1
ENSG00000287180,RP11-65F13.4
ENSG00000248483,POU5F2
ENSG00000272406,RP11-185E12.2
ENSG00000286577,RP11-69G16.2
ENSG00000185261,KIAA0825
ENSG00000175471,MCTP1
ENSG00000153347,FAM81B
ENSG00000175449,RFESD
ENSG00000250240,CTD-2154I11.2
ENSG00000164292,RHOBTB3
ENSG00000236882,LINC01554
ENSG00000250955,AC008592.7
ENSG00000249180,CTC-506B8.1
ENSG00000164307,ERAP1
ENSG00000248734,CTD-2260A17.1
ENSG00000164308,ERAP2
ENSG00000113441,LNPEP
ENSG00000251513,LIX1-AS1
ENSG00000145721,LIX1
ENSG00000251054,CTD-2215E18.3
ENSG00000153922,CHD1
ENSG00000248489,LINC02062
ENSG00000173930,SLCO4C1
ENSG00000145730,PAM
ENSG00000145725,PPIP5K2
ENSG00000283462,CTC-445B21.1
ENSG00000184349,EFNA5
ENSG00000145743,FBXL17
ENSG00000286503,CTC-352J10.1
ENSG00000272523,LINC01023
ENSG00000249476,CTD-2587M2.1
ENSG00000198961,PJA2
ENSG00000271849,MAN2A1-DT
ENSG00000112893,MAN2A1
ENSG00000164211,STARD4
ENSG00000246859,STARD4-AS1
ENSG00000250882,CTC-459M5.1
ENSG00000251187,CTC-459M5.2
ENSG00000278921,EPB41L4A-DT
ENSG00000152503,TRIM36
ENSG00000164219,PGGT1B
ENSG00000134970,TMED7
ENSG00000249021,CTC-505O3.3
ENSG00000268223,ARL14EPL
ENSG00000272265,CTD-2287O16.4
ENSG00000271918,CTD-2287O16.5
ENSG00000250891,LINC02208
ENSG00000249426,CTC-448D22.1
ENSG00000249494,CTB-161M19.4
ENSG00000251293,CTC-552D5.1
ENSG00000184838,PRR16
ENSG00000113083,LOX
ENSG00000164185,ZNF474
ENSG00000168944,CEP120
ENSG00000260192,LINC02240
ENSG00000250602,RP11-517I3.1
ENSG00000164904,ALDH7A1
ENSG00000283897,CTB-88F18.5
ENSG00000064651,SLC12A2
ENSG00000138829,FBN2
ENSG00000251680,CTC-575N7.1
ENSG00000186367,MINAR2
ENSG00000186687,LYRM7
ENSG00000158985,CDC42SE2
ENSG00000239642,MEIKIN
ENSG00000164399,IL3
ENSG00000164400,CSF2
ENSG00000197208,SLC22A4
ENSG00000233006,MIR3936HG
ENSG00000197536,IRF1-AS1
ENSG00000238160,LINC02863
ENSG00000125347,IRF1
ENSG00000113525,IL5
ENSG00000169194,IL13
ENSG00000230612,AC004237.1
ENSG00000164404,GDF9
ENSG00000164406,LEAP2
ENSG00000155329,ZCCHC10
ENSG00000286408,RP11-485M7.4
ENSG00000053108,FSTL4
ENSG00000270177,PPP2CA-DT
ENSG00000006837,CDKL3
ENSG00000248559,RP11-215P8.3
ENSG00000181904,C5orf24
ENSG00000132570,PCBD2
ENSG00000224186,C5orf66
ENSG00000270021,CTC-203F4.2
ENSG00000113658,SMAD5
ENSG00000146021,KLHL3
ENSG00000270697,RP11-381K20.4
ENSG00000250159,RP11-381K20.2
ENSG00000078795,PKD2L2
ENSG00000246323,RP11-325L7.1
ENSG00000250260,RP11-325L7.2
ENSG00000112983,BRD8
ENSG00000120709,FAM53C
ENSG00000249971,RP11-256P1.1
ENSG00000120733,KDM3B
ENSG00000120738,EGR1
ENSG00000253404,AC034243.1
ENSG00000249593,CTB-46B19.2
ENSG00000015479,MATR3_ENSG00000015479
ENSG00000272742,CTB-43P18.1
ENSG00000286403,CTD-2062A1.3
ENSG00000171604,CXXC5
ENSG00000250635,CXXC5-AS1
ENSG00000249131,PSD2-AS1
ENSG00000271792,CTB-35F21.5
ENSG00000146005,PSD2
ENSG00000158458,NRG2
ENSG00000250692,CTB-35F21.4
ENSG00000185129,PURA
ENSG00000182700,IGIP
ENSG00000254363,CTB-131B5.5
ENSG00000113073,SLC4A9
ENSG00000249637,CTC-329D1.2
ENSG00000256453,DND1
ENSG00000250120,PCDHA10
ENSG00000177839,PCDHB9
ENSG00000120324,PCDHB10
ENSG00000204956,PCDHGA1
ENSG00000081853,PCDHGA2
ENSG00000254245,PCDHGA3
ENSG00000253485,PCDHGA5
ENSG00000262209,PCDHGB3
ENSG00000253731,PCDHGA6
ENSG00000261934,PCDHGA9
ENSG00000253305,PCDHGB6
ENSG00000253846,PCDHGA10
ENSG00000254122,PCDHGB7
ENSG00000253873,PCDHGA11
ENSG00000253159,PCDHGA12
ENSG00000240184,PCDHGC3
ENSG00000228737,AC008781.7
ENSG00000287527,AC005753.3
ENSG00000287726,AC005740.7
ENSG00000254099,AC005740.5
ENSG00000187678,SPRY4
ENSG00000231185,SPRY4-AS1
ENSG00000145819,ARHGAP26
ENSG00000230789,ARHGAP26-IT1
ENSG00000113580,NR3C1
ENSG00000249429,CTD-2050E21.1
ENSG00000280780,JAKMIP2-AS1
ENSG00000287630,CTB-107A22.1
ENSG00000204909,SPINK9
ENSG00000251330,CTD-2283N19.1
ENSG00000169252,ADRB2
ENSG00000169247,SH3TC2
ENSG00000285736,RP11-394O4.7
ENSG00000253618,GRPEL2-AS1
ENSG00000127743,IL17B
ENSG00000253865,RP11-394O4.3
ENSG00000249669,CARMN
ENSG00000155846,PPARGC1B
ENSG00000132915,PDE6A
ENSG00000155850,SLC26A2
ENSG00000113716,HMGXB3
ENSG00000113721,PDGFRB
ENSG00000070808,CAMK2A
ENSG00000019582,CD74
ENSG00000070614,NDST1
ENSG00000286657,CTB-140J7.3
ENSG00000164591,MYOZ3
ENSG00000237693,IRGM
ENSG00000145908,ZNF300
ENSG00000086570,FAT2
ENSG00000271795,CTC-251D13.1
ENSG00000249035,CLMAT3
ENSG00000177556,ATOX1
ENSG00000275765,RP11-54C4.3
ENSG00000145907,G3BP1
ENSG00000145888,GLRA1
ENSG00000254226,LINC01933
ENSG00000037749,MFAP3
ENSG00000164574,GALNT10
ENSG00000245275,SAP30L-AS1
ENSG00000287695,CTB-157D17.2
ENSG00000170271,FAXDC2
ENSG00000226650,KIF4B
ENSG00000231989,PPP1R2B
ENSG00000135077,HAVCR2
ENSG00000254246,CTB-120L21.1
ENSG00000113263,ITK
ENSG00000253980,CTB-4E7.1
ENSG00000253653,CTC-248O19.1
ENSG00000172568,FNDC9
ENSG00000251405,CTB-109A12.1
ENSG00000172548,NIPAL4
ENSG00000253519,AC106801.1
ENSG00000113282,CLINT1
ENSG00000245812,LINC02202
ENSG00000164332,UBLCP1
ENSG00000170234,PWWP2A
ENSG00000247699,FABP6-AS1
ENSG00000145861,C1QTNF2
ENSG00000253522,MIR3142HG
ENSG00000118322,ATP10B
ENSG00000145864,GABRB2
ENSG00000113327,GABRG2
ENSG00000038274,MAT2B
ENSG00000254187,CTB-78F1.1
ENSG00000120137,PANK3
ENSG00000254192,CTC-558O2.2
ENSG00000184347,SLIT3
ENSG00000204767,INSYN2B
ENSG00000249601,LINC01187
ENSG00000250274,CTB-114C7.4
ENSG00000145936,KCNMB1
ENSG00000204764,RANBP17
ENSG00000185662,SMIM23
ENSG00000072803,FBXW11
ENSG00000072786,STK10
ENSG00000168246,UBTD2
ENSG00000120129,DUSP1
ENSG00000204758,CTC-308K20.1
ENSG00000254295,CTC-308K20.2
ENSG00000164463,CREBRF
ENSG00000113739,STC2
ENSG00000253686,LINC01484
ENSG00000113742,CPEB4
ENSG00000170091,NSG2
ENSG00000145920,CPLX2
ENSG00000182230,FAM153B_ENSG00000182230
ENSG00000250909,RP11-843P14.2
ENSG00000175414,ARL10
ENSG00000146083,RNF44
ENSG00000169258,GPRIN1
ENSG00000074317,SNCB
ENSG00000160883,HK3
ENSG00000251666,ZNF346-IT1
ENSG00000286634,CTD-2301A4.6
ENSG00000169228,RAB24
ENSG00000246334,PRR7-AS1
ENSG00000146067,FAM193B
ENSG00000272459,FAM193B-DT
ENSG00000247679,RP11-1277A3.1
ENSG00000280207,RP11-423H2.4
ENSG00000286713,CTD-2537M22.3
ENSG00000178187,ZNF454
ENSG00000113262,GRM6
ENSG00000234284,ZNF879
ENSG00000177932,ZNF354C
ENSG00000253652,RP11-798K23.4
ENSG00000169045,HNRNPH1
ENSG00000245317,CTC-241N9.1
ENSG00000286128,CTC-205M6.5
ENSG00000248473,LINC01962
ENSG00000250222,CTC-338M12.5
ENSG00000250900,TRIM7-AS1
ENSG00000248514,CTC-338M12.1
ENSG00000286644,CTC-338M12.15
ENSG00000233937,CTC-338M12.4
ENSG00000183718,TRIM52
ENSG00000248275,TRIM52-AS1
ENSG00000286310,CTC-338M12.14
ENSG00000238035,AC138035.2
ENSG00000285578,RP3-416J7.6
ENSG00000271727,RP11-532F6.4
ENSG00000250903,GMDS-DT
ENSG00000272465,RP1-136B1.1
ENSG00000170542,SERPINB9
ENSG00000288612,RP1-90J20.15
ENSG00000228170,RP1-40E16.11
ENSG00000137285,TUBB2B
ENSG00000137266,SLC22A23
ENSG00000272320,RP11-506K6.4
ENSG00000230648,RP3-406P24.3
ENSG00000112739,PRPF4B
ENSG00000254821,RP3-400B16.4
ENSG00000287761,RP11-274H24.4
ENSG00000260239,LINC02533
ENSG00000153046,CDYL
ENSG00000271978,RP11-428J1.4
ENSG00000269985,RP1-232P20.1
ENSG00000270174,RP1-256G22.2
ENSG00000233064,RP3-380B8.4
ENSG00000124491,F13A1
ENSG00000112799,LY86
ENSG00000226281,RP1-80N2.2
ENSG00000203498,RP11-556O15.1
ENSG00000124782,RREB1
ENSG00000238221,RP11-69L16.4
ENSG00000232234,RP11-203H2.1
ENSG00000137203,TFAP2A
ENSG00000272097,TMEM14B-DT
ENSG00000235051,RP11-637O19.2
ENSG00000287920,RP3-510L9.2
ENSG00000078401,EDN1
ENSG00000272379,RP1-257A7.5
ENSG00000145990,GFOD1
ENSG00000010017,RANBP9
ENSG00000272209,RP3-500L14.2
ENSG00000286281,RP11-359N11.3
ENSG00000008083,JARID2
ENSG00000287626,RP1-147M19.2
ENSG00000007944,MYLIP
ENSG00000282024,RP3-467D16.3
ENSG00000124788,ATXN1
ENSG00000286631,RP1-294H2.1
ENSG00000287559,RP1-259A10.2
ENSG00000286885,RP11-14H3.7
ENSG00000137414,FAM8A1
ENSG00000124789,NUP153
ENSG00000137177,KIF13A
ENSG00000165097,KDM1B
ENSG00000137393,RNF144B
ENSG00000287614,RP1-46C2.3
ENSG00000145996,CDKAL1
ENSG00000233848,RP3-348I23.2
ENSG00000124766,SOX4
ENSG00000272168,CASC15
ENSG00000146049,KAAG1
ENSG00000112293,GPLD1
ENSG00000112294,ALDH5A1
ENSG00000272345,RP1-30M3.5
ENSG00000112308,C6orf62
ENSG00000260286,ARMH2
ENSG00000111913,RIPOR2
ENSG00000286633,RP11-367G6.4
ENSG00000124568,SLC17A1
ENSG00000112343,TRIM38
ENSG00000272810,U91328.22
ENSG00000275714,H3C1
ENSG00000278637,H4C1
ENSG00000278463,H2AC4
ENSG00000276410,H2BC3
ENSG00000287080,H3C3
ENSG00000187837,H1-2
ENSG00000197061,H4C3
ENSG00000180596,H2BC4
ENSG00000180573,H2AC6
ENSG00000168298,H1-4
ENSG00000158373,H2BC5
ENSG00000283064,RP1-221C16.8
ENSG00000274290,H2BC6
ENSG00000197409,H3C4
ENSG00000196866,H2AC7
ENSG00000277224,H2BC7
ENSG00000276966,H4C5
ENSG00000273802,H2BC8
ENSG00000277075,H2AC8
ENSG00000124575,H1-3
ENSG00000275713,H2BC9
ENSG00000278588,H2BC10
ENSG00000158406,H4C8
ENSG00000026950,BTN3A1
ENSG00000112763,BTN2A1
ENSG00000124557,BTN1A1
ENSG00000228223,HCG11
ENSG00000261584,RP11-457M11.5
ENSG00000124635,H2BC11
ENSG00000196787,H2AC11
ENSG00000276180,H4C9
ENSG00000197903,H2BC12
ENSG00000124613,ZNF391
ENSG00000271755,RP1-153G14.4
ENSG00000285849,XXbac-BPGBPG34I8.4
ENSG00000281706,LINC01012
ENSG00000196747,H2AC13
ENSG00000273703,H2BC14
ENSG00000197238,H4C11
ENSG00000273542,H4C12
ENSG00000233822,H2BC15
ENSG00000275221,H2AC15
ENSG00000276903,H2AC16
ENSG00000275379,H3C11
ENSG00000275126,H4C13
ENSG00000278677,H2AC17
ENSG00000274641,H2BC17
ENSG00000124657,OR2B6
ENSG00000269293,ZSCAN16-AS1
ENSG00000272009,RP1-313I6.12
ENSG00000261839,RP1-265C24.8
ENSG00000198315,ZKSCAN8
ENSG00000189134,NKAPL
ENSG00000137338,PGBD1
ENSG00000286819,RP1-29K1.7
ENSG00000225173,XXbac-BPG308K3.5
ENSG00000224157,HCG14
ENSG00000227214,HCG15
ENSG00000284656,XXbac-BPG171B11.8
ENSG00000204655,MOG
ENSG00000214922,HLA-F-AS1
ENSG00000272236,XXbac-BPG170G13.32
ENSG00000285761,XXbac-BPG170G13.34
ENSG00000281831,HCP5B
ENSG00000206503,HLA-A
ENSG00000204625,HCG9
ENSG00000204618,RNF39
ENSG00000231074,HCG18
ENSG00000204599,TRIM39
ENSG00000235781,LINC02569
ENSG00000204576,PRR3
ENSG00000204574,ABCF1
ENSG00000204569,PPP1R10
ENSG00000224328,MDC1-AS1
ENSG00000196230,TUBB
ENSG00000272540,XXbac-BPG252P9.9
ENSG00000137331,IER3
ENSG00000214894,LINC00243
ENSG00000237775,DDR1-DT
ENSG00000196260,SFTA2
ENSG00000168631,MUCL3
ENSG00000233529,HCG21
ENSG00000204540,PSORS1C1
ENSG00000204531,POU5F1
ENSG00000204528,PSORS1C3
ENSG00000272501,XXbac-BPG299F13.17
ENSG00000206344,HCG27
ENSG00000204525,HLA-C
ENSG00000234745,HLA-B
ENSG00000285647,XXbac-BPG248L24.14
ENSG00000272221,XXbac-BPG181B23.7
ENSG00000234006,DDX39B-AS1
ENSG00000232810,TNF
ENSG00000227507,LTB
ENSG00000204482,LST1
ENSG00000204475,NCR3
ENSG00000204472,AIF1
ENSG00000227198,C6orf47-AS1
ENSG00000240053,LY6G5B
ENSG00000204428,LY6G5C
ENSG00000255552,LY6G6E
ENSG00000204420,MPIG6B
ENSG00000204421,LY6G6C
ENSG00000213722,DDAH2
ENSG00000204396,VWA7
ENSG00000204388,HSPA1B
ENSG00000204386,NEU1
ENSG00000204385,SLC44A4
ENSG00000237080,EHMT2-AS1
ENSG00000166278,C2
ENSG00000204366,ZBTB12
ENSG00000224389,C4B
ENSG00000168477,TNXB
ENSG00000286974,XXbac-BPG300A18.17
ENSG00000284954,XXbac-BPG300A18.15
ENSG00000241404,EGFL8
ENSG00000204304,PBX2
ENSG00000204301,NOTCH4
ENSG00000204296,TSBP1
ENSG00000204287,HLA-DRA
ENSG00000196126,HLA-DRB1
ENSG00000179344,HLA-DQB1
ENSG00000204261,PSMB8-AS1
ENSG00000204256,BRD2
ENSG00000231389,HLA-DPA1
ENSG00000223865,HLA-DPB1
ENSG00000204248,COL11A2
ENSG00000272217,XXbac-BPG157A10.21
ENSG00000232940,HCG25
ENSG00000231500,RPS18
ENSG00000274259,SYNGAP1-AS1
ENSG00000197251,LINC00336
ENSG00000249346,LINC01016
ENSG00000233183,RP3-468B3.2
ENSG00000225339,RP11-513I15.6
ENSG00000124664,SPDEF
ENSG00000272288,ILRUN-AS1
ENSG00000064995,TAF11
ENSG00000146197,SCUBE3
ENSG00000007866,TEAD3
ENSG00000112041,TULP1
ENSG00000228559,RP3-340B19.3
ENSG00000112062,MAPK14
ENSG00000179165,PXT1
ENSG00000112078,KCTD20
ENSG00000112079,STK38
ENSG00000112081,SRSF3
ENSG00000285244,DINOL
ENSG00000124772,CPNE5
ENSG00000285888,RP3-431A14.7
ENSG00000287891,RP3-431A14.8
ENSG00000146192,FGD2
ENSG00000137193,PIM1
ENSG00000112139,MDGA1
ENSG00000225945,RP3-441A12.1
ENSG00000183826,BTBD9
ENSG00000164627,KIF6
ENSG00000146122,DAAM2
ENSG00000204091,TDRG1
ENSG00000204092,LINC00951
ENSG00000236075,RP11-121P10.1
ENSG00000226454,RP3-462C17.1
ENSG00000124602,UNC5CL
ENSG00000161911,TREML1
ENSG00000124731,TREM1
ENSG00000234753,FOXP4-AS1
ENSG00000112561,TFEB
ENSG00000231102,RP11-298J23.5
ENSG00000096088,PGC
ENSG00000269387,RP11-298J23.8
ENSG00000278224,PRICKLE4
ENSG00000188112,C6orf132
ENSG00000048545,GUCA1A
ENSG00000112599,GUCA1B
ENSG00000112619,PRPH2
ENSG00000171611,PTCRA
ENSG00000287825,RP3-475N16.9
ENSG00000231113,RP3-475N16.1
ENSG00000272223,RP1-20C7.6
ENSG00000137171,KLC4
ENSG00000137204,SLC22A7
ENSG00000171467,ZNF318
ENSG00000287055,RP5-895C5.4
ENSG00000124571,XPO5
ENSG00000170734,POLH
ENSG00000172432,GTPBP2
ENSG00000172426,RSPH9
ENSG00000112715,VEGFA
ENSG00000283573,RP11-344J7.3
ENSG00000231881,RP5-1120P11.3
ENSG00000287562,RP5-1120P11.6
ENSG00000262179,MYMX
ENSG00000124608,AARS2
ENSG00000286417,RP11-169I2.3
ENSG00000196284,SUPT3H
ENSG00000231769,RP1-8B1.4
ENSG00000001561,ENPP4
ENSG00000112796,ENPP5
ENSG00000287485,RP11-157D6.2
ENSG00000270761,CD2AP-DT
ENSG00000197261,C6orf141
ENSG00000235122,RP3-417L20.4
ENSG00000225791,TRAM2-AS1
ENSG00000137270,GCM1
ENSG00000012660,ELOVL5
ENSG00000227885,RP11-79N23.1
ENSG00000271218,RP3-523E19.2
ENSG00000146147,MLIP
ENSG00000227602,RP3-445N2.1
ENSG00000151914,DST
ENSG00000231441,DST-AS1
ENSG00000112200,ZNF451
ENSG00000272541,XXbac-BPGBPG55C20.1
ENSG00000286723,XXbac-BPGBPG55C20.6
ENSG00000271761,XXbac-BPGBPG55C20.3
ENSG00000272316,XXbac-BPGBPG55C20.2
ENSG00000225096,XXbac-BPG55C20.7
ENSG00000287679,RP11-506N21.1
ENSG00000266680,RP5-1148A21.3
ENSG00000188107,EYS
ENSG00000227706,RP11-301G19.1
ENSG00000285838,RP11-542F9.2
ENSG00000168216,LMBRD1
ENSG00000082269,FAM135A
ENSG00000271967,RP11-134K13.4
ENSG00000112309,B3GAT2
ENSG00000232295,RP11-154D6.1
ENSG00000119900,OGFRL1
ENSG00000223765,LINC01626
ENSG00000285844,RP11-135M8.1
ENSG00000256980,KHDC1L
ENSG00000229852,RP11-398K22.12
ENSG00000135297,MTO1
ENSG00000156508,EEF1A1
ENSG00000229862,RP11-505P4.7
ENSG00000112697,TMEM30A
ENSG00000237174,RP11-415D17.3
ENSG00000112701,SENP6
ENSG00000236635,LINC02540
ENSG00000280511,RP11-35J1.2
ENSG00000269964,MEI4
ENSG00000146247,PHIP
ENSG00000286340,RP11-477E3.3
ENSG00000270362,HMGN3-AS1
ENSG00000272129,RP11-250B2.6
ENSG00000233967,RP11-250B2.3
ENSG00000260645,RP11-250B2.5
ENSG00000112773,TENT5A
ENSG00000226089,RP1-300G12.2
ENSG00000118420,UBE3D
ENSG00000227215,RP11-445L13__B.3
ENSG00000234155,LINC02535
ENSG00000135317,SNX14
ENSG00000272008,RP11-393I2.4
ENSG00000188994,ZNF292
ENSG00000164411,GJB7
ENSG00000203872,C6orf163
ENSG00000234426,RP11-459O1.2
ENSG00000146278,PNRC1
ENSG00000288009,RP11-63L7.6
ENSG00000146281,PM20D2
ENSG00000111886,GABRR2
ENSG00000228124,RP1-122O8.7
ENSG00000135355,GJA10
ENSG00000287789,RP3-453I5.3
ENSG00000260271,RP1-45N11.1
ENSG00000235099,RP1-23E21.2
ENSG00000135333,EPHA7
ENSG00000172469,MANEA
ENSG00000146263,MMS22L
ENSG00000271860,RP11-436D23.1
ENSG00000184486,POU3F2
ENSG00000146267,FAXC
ENSG00000123552,USP45
ENSG00000279170,TSTD3
ENSG00000152034,MCHR2
ENSG00000260000,RP3-467N11.1
ENSG00000164418,GRIK2
ENSG00000288084,RP11-363F12.1
ENSG00000085382,HACE1
ENSG00000203809,LIN28B-AS1
ENSG00000112276,BVES
ENSG00000203808,BVES-AS1
ENSG00000231628,RP3-355L5.4
ENSG00000284999,RP11-114N1.1
ENSG00000057657,PRDM1
ENSG00000269919,RP1-134E15.3
ENSG00000235142,LINC02532
ENSG00000272476,RP1-191J18.66
ENSG00000271734,RP1-111B22.3
ENSG00000286562,RP1-128O3.7
ENSG00000287044,RP3-466I7.2
ENSG00000118689,FOXO3
ENSG00000286511,RP11-249L21.6
ENSG00000230290,ARMC2-AS1
ENSG00000271730,RP11-787I22.3
ENSG00000183137,CEP57L1
ENSG00000135535,CD164
ENSG00000185250,PPIL6
ENSG00000223537,RP5-919F19.5
ENSG00000155085,AK9
ENSG00000112367,FIG4
ENSG00000286691,RP11-181P4.2
ENSG00000053328,METTL24
ENSG00000004809,SLC22A16
ENSG00000173214,MFSD4B
ENSG00000271789,RP5-1112D6.7
ENSG00000009413,REV3L
ENSG00000272356,RP5-1112D6.8
ENSG00000229276,REV3L-IT1
ENSG00000286616,RP3-487J7.4
ENSG00000255389,C6orf3
ENSG00000237234,RP1-142L7.5
ENSG00000232316,LINC02518
ENSG00000230943,LINC02541
ENSG00000227502,MROCKI
ENSG00000287933,RP11-702N8.3
ENSG00000236326,RP3-486I3.5
ENSG00000189241,TSPYL1
ENSG00000047936,ROS1
ENSG00000164465,DCBLD1
ENSG00000111860,CEP85L
ENSG00000198523,PLN
ENSG00000253194,RP11-351A11.1
ENSG00000111885,MAN1A1
ENSG00000287100,RP1-193N13.1
ENSG00000286540,RP11-96C13.1
ENSG00000152661,GJA1
ENSG00000135549,PKIB
ENSG00000285652,RP11-537D2.1
ENSG00000146352,CLVS2
ENSG00000285941,RP11-165C17.1
ENSG00000236548,RNF217-AS1
ENSG00000146373,RNF217
ENSG00000286299,RP1-167O5.3
ENSG00000226409,RP11-735G4.1
ENSG00000237742,RP11-624M8.1
ENSG00000111912,NCOA7
ENSG00000232131,NCOA7-AS1
ENSG00000184530,C6orf58
ENSG00000224733,RP1-86D1.5
ENSG00000226149,RP1-69D17.4
ENSG00000233351,RP1-69D17.3
ENSG00000203756,TMEM244
ENSG00000198945,L3MBTL3
ENSG00000227678,RP11-73O6.3
ENSG00000118507,AKAP7
ENSG00000118520,ARG1
ENSG00000112282,MED23
ENSG00000236761,CTAGE9
ENSG00000118523,CCN2
ENSG00000228495,LINC01013
ENSG00000079931,MOXD1
ENSG00000079950,STX7
ENSG00000234484,RP1-55C23.7
ENSG00000112306,RPS12
ENSG00000231023,LINC00326
ENSG00000146411,SLC2A12
ENSG00000287413,CTA-444M12.4
ENSG00000286887,RP3-528L19.1
ENSG00000231971,CT69
ENSG00000232310,RP11-557H15.4
ENSG00000135541,AHI1
ENSG00000171408,PDE7B
ENSG00000286313,RP11-394G3.3
ENSG00000237596,RP13-143G15.4
ENSG00000029363,BCLAF1
ENSG00000272189,RP3-325F22.5
ENSG00000197442,MAP3K5
ENSG00000286646,RP11-549D23.1
ENSG00000182747,SLC35D3
ENSG00000016402,IL20RA
ENSG00000027697,IFNGR1
ENSG00000237499,WAKMAR2
ENSG00000118503,TNFAIP3
ENSG00000254440,PBOV1
ENSG00000112406,HECA
ENSG00000164440,TXLNB
ENSG00000164442,CITED2
ENSG00000231426,FILNC1
ENSG00000288714,RP3-460G2.1
ENSG00000259828,RP11-63E9.1
ENSG00000237851,RP1-67K17.4
ENSG00000232618,RP11-439L18.1
ENSG00000189007,ADAT2
ENSG00000112419,PHACTR2
ENSG00000118491,ZC2HC1B
ENSG00000152818,UTRN
ENSG00000225311,RP1-91J24.3
ENSG00000288551,RP11-545I5.5
ENSG00000235652,FBXO30-DT
ENSG00000146414,SHPRH
ENSG00000152822,GRM1
ENSG00000233452,STXBP5-AS1
ENSG00000196634,LUADT1
ENSG00000164506,STXBP5
ENSG00000203727,SAMD5
ENSG00000111961,SASH1
ENSG00000177688,SUMO4
ENSG00000281021,RP1-12G14.9
ENSG00000233330,RP1-12G14.7
ENSG00000120253,NUP43
ENSG00000231760,RP11-350J20.5
ENSG00000273132,RP11-350J20.12
ENSG00000203722,RAET1G
ENSG00000131019,ULBP3
